00115.ppm;   3;0.01194
00116.ppm;  27;0.01213
00117.ppm;  29;0.00584
00118.ppm;   1;0.01109
00119.ppm;  17;0.01391
00120.ppm;  13;0.01754
00121.ppm;   7;0.01619
00122.ppm;   1;0.00975
00123.ppm;   8;0.01397
00124.ppm;   2;0.01395
00125.ppm;  10;0.01540
00126.ppm;  10;0.01640
00127.ppm;  31;0.00546
00128.ppm;   1;0.01435
00129.ppm;   6;0.01640
00130.ppm;  36;0.01566
00131.ppm;   3;0.01104
00132.ppm;  14;0.01571
00133.ppm;  13;0.01738
00134.ppm;  11;0.01501
00135.ppm;  10;0.01605
00136.ppm;  18;0.01553
00137.ppm;  12;0.00901
00138.ppm;   2;0.01156
00139.ppm;  38;0.01366
00140.ppm;  41;0.01563
00141.ppm;   4;0.01408
00142.ppm;   6;0.01804
00143.ppm;  18;0.01021
00144.ppm;  17;0.01815
00145.ppm;  25;0.00586
00146.ppm;   2;0.01409
00147.ppm;  41;0.01032
00148.ppm;  11;0.01423
00149.ppm;  21;0.01245
00150.ppm;   7;0.01476
00151.ppm;  24;0.01521
00152.ppm;  11;0.01420
00153.ppm;  25;0.01412
00154.ppm;  17;0.01794
00155.ppm;   3;0.01316
00156.ppm;   6;0.01697
00157.ppm;   9;0.01046
00158.ppm;   7;0.01429
00159.ppm;   4;0.01482
00160.ppm;  13;0.01697
00161.ppm;  16;0.01721
00162.ppm;   4;0.01467
00163.ppm;  26;0.00510
00164.ppm;  18;0.01206
00165.ppm;   9;0.01571
00166.ppm;  13;0.01689
00167.ppm;  14;0.01788
00168.ppm;  29;0.01447
00169.ppm;  17;0.01748
00170.ppm;  13;0.01751
00171.ppm;  38;0.01540
00172.ppm;  26;0.01253
00173.ppm;  25;0.01576
00174.ppm;  33;0.01484
00175.ppm;   1;0.00998
00176.ppm;   5;0.00807
00177.ppm;  12;0.00588
00178.ppm;  13;0.01715
00179.ppm;   2;0.01473
00180.ppm;   8;0.01339
00181.ppm;   4;0.01297
00182.ppm;  36;0.01437
00183.ppm;  25;0.01460
00184.ppm;  20;0.01316
00185.ppm;  25;0.01480
00186.ppm;  18;0.01397
00187.ppm;   1;0.01087
00188.ppm;  10;0.01562
00189.ppm;   8;0.01475
00190.ppm;  10;0.01336
00191.ppm;  29;0.01315
00192.ppm;  12;0.01715
00193.ppm;  38;0.01399
00194.ppm;  31;0.01497
00195.ppm;   2;0.01441
00196.ppm;   8;0.01337
00197.ppm;  38;0.01192
00198.ppm;  18;0.00556
00199.ppm;  28;0.01427
00200.ppm;  17;0.01799
00201.ppm;   9;0.01393
00202.ppm;   4;0.01029
00203.ppm;   1;0.01107
00204.ppm;  17;0.01615
00205.ppm;   9;0.01495
00206.ppm;   2;0.01206
00207.ppm;  31;0.01446
00208.ppm;  13;0.01716
00209.ppm;  15;0.01527
00210.ppm;  15;0.01463
00211.ppm;  38;0.01708
00212.ppm;  25;0.01646
00213.ppm;   5;0.01066
00214.ppm;  25;0.01547
00215.ppm;  13;0.01756
00216.ppm;  10;0.01617
00217.ppm;   5;0.01192
00218.ppm;   4;0.01430
00219.ppm;  10;0.01591
00220.ppm;   2;0.01441
00221.ppm;   4;0.01543
00222.ppm;   5;0.00999
00223.ppm;   1;0.01462
00224.ppm;  14;0.01823
00225.ppm;  12;0.01766
00226.ppm;  12;0.01751
00227.ppm;   5;0.01234
00228.ppm;   8;0.01454
00229.ppm;  36;0.01510
00230.ppm;  25;0.01622
00231.ppm;  13;0.01715
00232.ppm;  33;0.01249
00233.ppm;  18;0.01318
00234.ppm;  33;0.01509
00235.ppm;  19;0.00678
00236.ppm;  12;0.01740
00237.ppm;  30;0.00527
00238.ppm;   4;0.01477
00239.ppm;  18;0.01398
00240.ppm;  12;0.01614
00241.ppm;  13;0.01728
00242.ppm;  20;0.01291
00243.ppm;   0;0.01065
00244.ppm;  10;0.01510
00245.ppm;  40;0.00733
00246.ppm;   5;0.00982
00247.ppm;   8;0.00598
00248.ppm;  12;0.01580
00249.ppm;  38;0.01178
00250.ppm;  20;0.01040
00251.ppm;  14;0.01822
00252.ppm;   0;0.00805
00253.ppm;  36;0.01525
00254.ppm;  34;0.01287
00255.ppm;  28;0.01415
00256.ppm;  35;0.01268
00257.ppm;  13;0.01706
00258.ppm;  25;0.01456
00259.ppm;  15;0.01345
00260.ppm;  35;0.01512
00261.ppm;  14;0.01821
00262.ppm;  18;0.01298
00263.ppm;  25;0.01463
00264.ppm;   1;0.01401
00265.ppm;  12;0.01440
00266.ppm;   5;0.00628
00267.ppm;  25;0.01624
00268.ppm;   2;0.01437
00269.ppm;  18;0.01316
00270.ppm;  18;0.00862
00271.ppm;  18;0.01112
00272.ppm;  34;0.01326
00273.ppm;   9;0.01529
00274.ppm;  25;0.01545
00275.ppm;  18;0.01145
00276.ppm;  34;0.01400
00277.ppm;  39;0.01053
00278.ppm;  31;0.01496
00279.ppm;   1;0.01152
00280.ppm;   9;0.01232
00281.ppm;  35;0.01141
00282.ppm;  31;0.01421
00283.ppm;  26;0.00822
00284.ppm;   1;0.01618
00285.ppm;   1;0.01033
00286.ppm;  33;0.01582
00287.ppm;  30;0.00812
00288.ppm;  17;0.01474
00289.ppm;  13;0.01615
00290.ppm;   1;0.01496
00291.ppm;  31;0.01619
00292.ppm;  13;0.01726
00293.ppm;  35;0.01415
00294.ppm;   5;0.01465
00295.ppm;   1;0.01525
00296.ppm;  33;0.01522
00297.ppm;  28;0.01501
00298.ppm;  35;0.01589
00299.ppm;  26;0.01172
00300.ppm;  12;0.01782
00301.ppm;   5;0.01275
00302.ppm;   2;0.01331
00303.ppm;  14;0.01820
00304.ppm;   4;0.00512
00305.ppm;   3;0.00571
00306.ppm;  32;0.00978
00307.ppm;   1;0.01152
00308.ppm;   7;0.01213
00309.ppm;   2;0.00519
00310.ppm;  19;0.01097
00311.ppm;  11;0.01430
00312.ppm;  38;0.01560
00313.ppm;  38;0.01640
00314.ppm;   1;0.00436
00315.ppm;  42;0.01666
00316.ppm;   2;0.01419
00317.ppm;  40;0.01312
00318.ppm;  17;0.01786
00319.ppm;   4;0.01288
00320.ppm;   8;0.01449
00321.ppm;   4;0.01515
00322.ppm;   5;0.01181
00323.ppm;   6;0.01727
00324.ppm;  31;0.01483
00325.ppm;  35;0.00567
00326.ppm;   9;0.01461
00327.ppm;  38;0.01702
00328.ppm;   8;0.01543
00329.ppm;   2;0.01451
00330.ppm;   4;0.01318
00331.ppm;  18;0.01282
00332.ppm;   3;0.01024
00333.ppm;  25;0.01601
00334.ppm;  10;0.01631
00335.ppm;  42;0.00535
00336.ppm;   7;0.01421
00337.ppm;  34;0.01301
00338.ppm;   4;0.01380
00339.ppm;  22;0.00948
00340.ppm;  10;0.01483
00341.ppm;  29;0.01337
00342.ppm;   9;0.01312
00343.ppm;   2;0.01345
00344.ppm;  38;0.01585
00345.ppm;  38;0.01421
00346.ppm;  18;0.01325
00347.ppm;   7;0.01430
00348.ppm;  13;0.01485
00349.ppm;  28;0.01426
00350.ppm;  17;0.01823
00351.ppm;   2;0.01320
00352.ppm;  16;0.01729
00353.ppm;  14;0.01806
00354.ppm;  12;0.01814
00355.ppm;  12;0.00749
00356.ppm;  35;0.01537
00357.ppm;   3;0.01213
00358.ppm;  38;0.01235
00359.ppm;  10;0.01643
00360.ppm;   9;0.01671
00361.ppm;  38;0.01230
00362.ppm;  13;0.01718
00363.ppm;  39;0.01269
00364.ppm;   3;0.01085
00365.ppm;  11;0.01475
00366.ppm;   7;0.01569
00367.ppm;  38;0.01269
00368.ppm;  19;0.00593
00369.ppm;  13;0.01674
00370.ppm;  10;0.01530
00371.ppm;  18;0.01190
00372.ppm;   3;0.00994
00373.ppm;   5;0.01141
00374.ppm;  25;0.00388
00375.ppm;   1;0.01158
00376.ppm;  41;0.01316
00377.ppm;  13;0.01822
00378.ppm;   1;0.01327
00379.ppm;  18;0.01167
00380.ppm;  19;0.00982
00381.ppm;  13;0.01817
00382.ppm;  38;0.01652
00383.ppm;   4;0.01476
00384.ppm;  35;0.01510
00385.ppm;  25;0.01550
00386.ppm;  34;0.01405
00387.ppm;  12;0.01611
00388.ppm;  17;0.01823
00389.ppm;   9;0.01282
00390.ppm;   4;0.01329
00391.ppm;  33;0.01200
00392.ppm;  28;0.01315
00393.ppm;   2;0.00947
00394.ppm;   1;0.00524
00395.ppm;   5;0.01306
00396.ppm;   4;0.01298
00397.ppm;  38;0.01509
00398.ppm;   4;0.01451
00399.ppm;  12;0.01724
00400.ppm;  38;0.01719
00401.ppm;  36;0.01596
00402.ppm;  10;0.01652
00403.ppm;   0;0.00924
00404.ppm;  38;0.01299
00405.ppm;  36;0.01588
00406.ppm;   8;0.01328
00407.ppm;  25;0.01388
00408.ppm;   5;0.01042
00409.ppm;   2;0.01379
00410.ppm;  25;0.01429
00411.ppm;  14;0.01779
00412.ppm;   2;0.01336
00413.ppm;  26;0.01114
00414.ppm;  29;0.01487
00415.ppm;  10;0.01614
00416.ppm;  10;0.01491
00417.ppm;  14;0.01825
00418.ppm;   9;0.01400
00419.ppm;   2;0.01321
00420.ppm;   3;0.01223
00421.ppm;   4;0.00968
00422.ppm;  19;0.01215
00423.ppm;   9;0.01453
00424.ppm;  10;0.01646
00425.ppm;  13;0.01713
00426.ppm;  13;0.01693
00427.ppm;  20;0.00784
00428.ppm;  38;0.01643
00429.ppm;  34;0.01218
00430.ppm;  11;0.01479
00431.ppm;  13;0.01761
00432.ppm;  34;0.01293
00433.ppm;  34;0.01510
00434.ppm;  12;0.01414
00435.ppm;   6;0.01789
00436.ppm;  10;0.01584
00437.ppm;  10;0.01575
00438.ppm;   8;0.01464
00439.ppm;   3;0.01107
00440.ppm;  22;0.01426
00441.ppm;  17;0.01800
00442.ppm;   7;0.01526
00443.ppm;  30;0.01511
00444.ppm;  25;0.01664
00445.ppm;   1;0.01491
00446.ppm;  31;0.01372
00447.ppm;  38;0.01318
00448.ppm;  38;0.01549
00449.ppm;   8;0.01331
00450.ppm;   9;0.01196
00451.ppm;  10;0.01101
00452.ppm;   2;0.01266
00453.ppm;  40;0.00681
00454.ppm;   1;0.01019
00455.ppm;  38;0.00616
00456.ppm;  14;0.01819
00457.ppm;   8;0.01477
00458.ppm;  39;0.01702
00459.ppm;  42;0.00693
00460.ppm;  35;0.01551
00461.ppm;  25;0.01221
00462.ppm;  25;0.01617
00463.ppm;  17;0.01771
00464.ppm;   2;0.01551
00465.ppm;  38;0.01381
00466.ppm;   7;0.01476
00467.ppm;  13;0.01739
00468.ppm;  14;0.01778
00469.ppm;   7;0.01562
00470.ppm;   8;0.01443
00471.ppm;  35;0.01395
00472.ppm;   3;0.01242
00473.ppm;   1;0.01445
00474.ppm;  35;0.01501
00475.ppm;  12;0.01160
00476.ppm;  35;0.01366
00477.ppm;  36;0.01448
00478.ppm;  24;0.01625
00479.ppm;  13;0.01768
00480.ppm;  33;0.01418
00481.ppm;   2;0.01361
00482.ppm;  35;0.01516
00483.ppm;   6;0.01742
00484.ppm;   2;0.01335
00485.ppm;  10;0.01542
00486.ppm;  12;0.01766
00487.ppm;  31;0.01521
00488.ppm;   9;0.01470
00489.ppm;  14;0.01794
00490.ppm;  17;0.01792
00491.ppm;  26;0.01013
00492.ppm;   5;0.00618
00493.ppm;   3;0.01227
00494.ppm;  10;0.01310
00495.ppm;   5;0.01027
00496.ppm;  11;0.00523
00497.ppm;   9;0.00999
00498.ppm;  31;0.01524
00499.ppm;  12;0.00832
00500.ppm;  22;0.01487
00501.ppm;  30;0.01550
00502.ppm;   9;0.01287
00503.ppm;   7;0.01358
00504.ppm;  23;0.01342
00505.ppm;   4;0.01248
00506.ppm;  32;0.01182
00507.ppm;  42;0.01686
00508.ppm;   1;0.01492
00509.ppm;   3;0.01242
00510.ppm;   8;0.01528
00511.ppm;   2;0.01227
00512.ppm;  25;0.01598
00513.ppm;  22;0.01176
00514.ppm;  38;0.01631
00515.ppm;  33;0.01402
00516.ppm;   3;0.01092
00517.ppm;   1;0.00873
00518.ppm;   8;0.01514
00519.ppm;   4;0.01416
00520.ppm;  18;0.00762
00521.ppm;  26;0.01440
00522.ppm;  31;0.01564
00523.ppm;  14;0.01787
00524.ppm;  11;0.01484
00525.ppm;  13;0.01647
00526.ppm;   3;0.01128
00527.ppm;   5;0.01008
00528.ppm;  18;0.01505
00529.ppm;   4;0.01309
00530.ppm;  13;0.01798
00531.ppm;  15;0.01249
00532.ppm;  23;0.01361
00533.ppm;   1;0.01491
00534.ppm;  12;0.01797
00535.ppm;  31;0.01439
00536.ppm;  38;0.01519
00537.ppm;  32;0.00554
00538.ppm;  10;0.01559
00539.ppm;  35;0.01506
00540.ppm;   8;0.01164
00541.ppm;   6;0.01791
00542.ppm;   5;0.01216
00543.ppm;  12;0.01803
00544.ppm;   4;0.01418
00545.ppm;   1;0.01217
00546.ppm;   1;0.01268
00547.ppm;   1;0.01475
00548.ppm;  12;0.01823
00549.ppm;  12;0.01719
00550.ppm;   4;0.00598
00551.ppm;   5;0.01300
00552.ppm;   9;0.01244
00553.ppm;  13;0.01676
00554.ppm;  38;0.01579
00555.ppm;   4;0.01480
00556.ppm;  13;0.01630
00557.ppm;   8;0.01375
00558.ppm;  13;0.01656
00559.ppm;  24;0.00980
00560.ppm;  17;0.01768
00561.ppm;  10;0.01548
00562.ppm;  10;0.01634
00563.ppm;  18;0.01242
00564.ppm;  12;0.01736
00565.ppm;  23;0.00984
00566.ppm;  10;0.01596
00567.ppm;  10;0.01480
00568.ppm;   1;0.00770
00569.ppm;  23;0.01339
00570.ppm;   3;0.01145
00571.ppm;   8;0.01326
00572.ppm;  41;0.01568
00573.ppm;   6;0.01798
00574.ppm;  13;0.01717
00575.ppm;  33;0.01077
00576.ppm;   3;0.01139
00577.ppm;   2;0.01481
00578.ppm;  13;0.01593
00579.ppm;   0;0.01101
00580.ppm;  17;0.01804
00581.ppm;  10;0.01541
00582.ppm;   7;0.01083
00583.ppm;   1;0.01105
00584.ppm;  35;0.01446
00585.ppm;  10;0.01673
00586.ppm;   2;0.01027
00587.ppm;  30;0.01282
00588.ppm;   5;0.01279
00589.ppm;   5;0.01241
00590.ppm;  35;0.01573
00591.ppm;  13;0.01736
00592.ppm;  16;0.01422
00593.ppm;  17;0.01811
00594.ppm;  11;0.01458
00595.ppm;   3;0.00933
00596.ppm;   4;0.01135
00597.ppm;  29;0.01481
00598.ppm;   2;0.01380
00599.ppm;  26;0.01244
00600.ppm;   2;0.01240
00601.ppm;  11;0.01472
00602.ppm;   4;0.01464
00603.ppm;  19;0.01094
00604.ppm;   3;0.00640
00605.ppm;   9;0.01647
00606.ppm;   7;0.01093
00607.ppm;  38;0.01589
00608.ppm;  28;0.01205
00609.ppm;   9;0.01516
00610.ppm;  27;0.01276
00611.ppm;  41;0.01392
00612.ppm;   1;0.01306
00613.ppm;  29;0.01343
00614.ppm;  11;0.01497
00615.ppm;  10;0.01501
00616.ppm;  25;0.01648
00617.ppm;   1;0.01246
00618.ppm;  10;0.01409
00619.ppm;  38;0.01388
00620.ppm;  30;0.01323
00621.ppm;  14;0.01799
00622.ppm;   1;0.01141
00623.ppm;  12;0.01555
00624.ppm;   7;0.01395
00625.ppm;  13;0.01693
00626.ppm;  28;0.01297
00627.ppm;   8;0.01406
00628.ppm;   2;0.01458
00629.ppm;  17;0.01768
00630.ppm;   5;0.01334
00631.ppm;  35;0.01682
00632.ppm;  25;0.01294
00633.ppm;   8;0.01345
00634.ppm;   4;0.01486
00635.ppm;   7;0.01529
00636.ppm;  16;0.01480
00637.ppm;  22;0.00544
00638.ppm;  17;0.01558
00639.ppm;   9;0.01423
00640.ppm;   7;0.01626
00641.ppm;   8;0.01418
00642.ppm;  17;0.01796
00643.ppm;  11;0.01500
00644.ppm;   2;0.01348
00645.ppm;  13;0.01674
00646.ppm;  12;0.01811
00647.ppm;   7;0.01120
00648.ppm;   1;0.01361
00649.ppm;   2;0.01089
00650.ppm;  32;0.01695
00651.ppm;  17;0.01498
00652.ppm;  13;0.01712
00653.ppm;   5;0.00809
00654.ppm;  12;0.01727
00655.ppm;  11;0.01605
00656.ppm;  29;0.01292
00657.ppm;  13;0.01579
00658.ppm;  13;0.01714
00659.ppm;  10;0.01574
00660.ppm;   5;0.01244
00661.ppm;  13;0.00609
00662.ppm;   2;0.01420
00663.ppm;   7;0.01005
00664.ppm;  13;0.01663
00665.ppm;  10;0.01620
00666.ppm;  14;0.01825
00667.ppm;  13;0.01696
00668.ppm;  11;0.01303
00669.ppm;   4;0.01442
00670.ppm;  15;0.01330
00671.ppm;  10;0.01540
00672.ppm;  36;0.01445
00673.ppm;  35;0.01142
00674.ppm;  26;0.01342
00675.ppm;   0;0.00985
00676.ppm;  25;0.01494
00677.ppm;  18;0.00912
00678.ppm;  29;0.00936
00679.ppm;   8;0.01523
00680.ppm;  13;0.01689
00681.ppm;  14;0.01805
00682.ppm;  16;0.00501
00683.ppm;  12;0.01238
00684.ppm;  35;0.01437
00685.ppm;  35;0.01662
00686.ppm;  14;0.01789
00687.ppm;  25;0.01612
00688.ppm;  17;0.01803
00689.ppm;  34;0.01296
00690.ppm;   5;0.01168
00691.ppm;   4;0.01548
00692.ppm;   4;0.01472
00693.ppm;  13;0.01716
00694.ppm;  29;0.01576
00695.ppm;   4;0.01436
00696.ppm;   5;0.01096
00697.ppm;   8;0.01477
00698.ppm;   1;0.01381
00699.ppm;   2;0.01286
00700.ppm;   3;0.01183
00701.ppm;   4;0.01437
00702.ppm;  39;0.01330
00703.ppm;  12;0.01590
00704.ppm;   7;0.01579
00705.ppm;  16;0.01575
00706.ppm;  12;0.01793
00707.ppm;  12;0.01650
00708.ppm;  18;0.01325
00709.ppm;  16;0.01573
00710.ppm;   2;0.01484
00711.ppm;  36;0.01500
00712.ppm;  11;0.01315
00713.ppm;  39;0.01190
00714.ppm;   4;0.01425
00715.ppm;  42;0.00573
00716.ppm;   2;0.01468
00717.ppm;  36;0.01603
00718.ppm;   1;0.01511
00719.ppm;   5;0.01206
00720.ppm;  10;0.01556
00721.ppm;  13;0.01592
00722.ppm;   5;0.01090
00723.ppm;  30;0.01322
00724.ppm;  38;0.01612
00725.ppm;  13;0.01678
00726.ppm;  14;0.01809
00727.ppm;  11;0.01479
00728.ppm;  11;0.01452
00729.ppm;  35;0.01453
00730.ppm;  25;0.01627
00731.ppm;   2;0.01256
00732.ppm;  14;0.01825
00733.ppm;  38;0.00596
00734.ppm;  15;0.00754
00735.ppm;  38;0.01459
00736.ppm;  39;0.01040
00737.ppm;  38;0.01484
00738.ppm;   4;0.01424
00739.ppm;   1;0.01282
00740.ppm;   3;0.01011
00741.ppm;   1;0.00955
00742.ppm;  35;0.01617
00743.ppm;  17;0.01815
00744.ppm;   4;0.01367
00745.ppm;  17;0.01691
00746.ppm;   4;0.01422
00747.ppm;   2;0.01180
00748.ppm;   5;0.01093
00749.ppm;  30;0.01511
00750.ppm;  10;0.01610
00751.ppm;  28;0.01511
00752.ppm;   9;0.01451
00753.ppm;  28;0.01508
00754.ppm;  22;0.01445
00755.ppm;  42;0.01646
00756.ppm;   2;0.01286
00757.ppm;  12;0.01486
00758.ppm;   3;0.01052
00759.ppm;  23;0.00969
00760.ppm;   5;0.00719
00761.ppm;  13;0.01718
00762.ppm;  10;0.01332
00763.ppm;   3;0.01191
00764.ppm;  12;0.01155
00765.ppm;   4;0.01427
00766.ppm;   1;0.01285
00767.ppm;   5;0.01214
00768.ppm;   3;0.01087
00769.ppm;   9;0.01431
00770.ppm;  10;0.01463
00771.ppm;   4;0.01525
00772.ppm;  13;0.01687
00773.ppm;  28;0.01370
00774.ppm;   3;0.01374
00775.ppm;   4;0.01130
00776.ppm;  10;0.00467
00777.ppm;  15;0.01577
00778.ppm;   0;0.01100
00779.ppm;  33;0.01510
00780.ppm;   2;0.01179
00781.ppm;  39;0.01279
00782.ppm;  12;0.01800
00783.ppm;  38;0.01640
00784.ppm;   7;0.01482
00785.ppm;  10;0.01563
00786.ppm;   2;0.01129
00787.ppm;  10;0.01520
00788.ppm;   2;0.01405
00789.ppm;  38;0.01569
00790.ppm;   2;0.01277
00791.ppm;   5;0.01177
00792.ppm;   1;0.01465
00793.ppm;   3;0.01236
00794.ppm;   1;0.00907
00795.ppm;  42;0.01669
00796.ppm;   4;0.00510
00797.ppm;  15;0.01446
00798.ppm;   4;0.01512
00799.ppm;  15;0.01449
00800.ppm;  38;0.00756
00801.ppm;  25;0.01568
00802.ppm;   5;0.01180
00803.ppm;   5;0.01207
00804.ppm;  12;0.01656
00805.ppm;   2;0.01021
00806.ppm;  18;0.00475
00807.ppm;   0;0.01182
00808.ppm;  17;0.01722
00809.ppm;   0;0.00945
00810.ppm;  26;0.01382
00811.ppm;  31;0.01410
00812.ppm;   4;0.01430
00813.ppm;  13;0.01448
00814.ppm;  17;0.01638
00815.ppm;   1;0.00652
00816.ppm;  11;0.01517
00817.ppm;   8;0.01501
00818.ppm;   1;0.01445
00819.ppm;   2;0.01351
00820.ppm;   4;0.01440
00821.ppm;  14;0.01473
00822.ppm;   3;0.01288
00823.ppm;   4;0.01446
00824.ppm;  25;0.01578
00825.ppm;   4;0.01427
00826.ppm;  15;0.01456
00827.ppm;   2;0.00849
00828.ppm;  38;0.01624
00829.ppm;  27;0.00739
00830.ppm;  37;0.01387
00831.ppm;   7;0.01527
00832.ppm;   1;0.01502
00833.ppm;  18;0.01159
00834.ppm;  28;0.01143
00835.ppm;  11;0.01500
00836.ppm;  10;0.01308
00837.ppm;   9;0.01585
00838.ppm;  15;0.00906
00839.ppm;  11;0.01526
00840.ppm;  12;0.01775
00841.ppm;  10;0.01525
00842.ppm;  13;0.01655
00843.ppm;  13;0.01773
00844.ppm;  25;0.01648
00845.ppm;   4;0.01025
00846.ppm;   1;0.01540
00847.ppm;  38;0.01682
00848.ppm;  12;0.01804
00849.ppm;  23;0.01376
00850.ppm;  10;0.01542
00851.ppm;   2;0.01284
00852.ppm;   1;0.01436
00853.ppm;  29;0.01359
00854.ppm;  24;0.01137
00855.ppm;  10;0.01453
00856.ppm;   1;0.01381
00857.ppm;  28;0.01503
00858.ppm;   5;0.00867
00859.ppm;  11;0.01317
00860.ppm;   5;0.01146
00861.ppm;   6;0.01334
00862.ppm;   9;0.01038
00863.ppm;   2;0.01432
00864.ppm;   1;0.01358
00865.ppm;  33;0.01608
00866.ppm;   3;0.00809
00867.ppm;   9;0.01542
00868.ppm;  25;0.01581
00869.ppm;  16;0.01610
00870.ppm;  42;0.01667
00871.ppm;  35;0.01446
00872.ppm;  10;0.01571
00873.ppm;  28;0.01453
00874.ppm;   4;0.01513
00875.ppm;   1;0.01329
00876.ppm;   7;0.01450
00877.ppm;   5;0.01100
00878.ppm;   3;0.00857
00879.ppm;  23;0.01271
00880.ppm;   1;0.01478
00881.ppm;   1;0.01315
00882.ppm;  10;0.01228
00883.ppm;  30;0.01523
00884.ppm;  35;0.01474
00885.ppm;  24;0.01568
00886.ppm;  33;0.01344
00887.ppm;   1;0.01405
00888.ppm;  12;0.01679
00889.ppm;   2;0.01412
00890.ppm;  13;0.01482
00891.ppm;  13;0.01108
00892.ppm;  33;0.00944
00893.ppm;  17;0.01791
00894.ppm;  35;0.00658
00895.ppm;   5;0.01144
00896.ppm;  15;0.01563
00897.ppm;  31;0.01452
00898.ppm;  33;0.00650
00899.ppm;  12;0.00588
00900.ppm;  11;0.01514
00901.ppm;  24;0.01246
00902.ppm;  38;0.01450
00903.ppm;   4;0.01351
00904.ppm;  27;0.01017
00905.ppm;   7;0.01530
00906.ppm;  13;0.01641
00907.ppm;  21;0.01434
00908.ppm;  38;0.01233
00909.ppm;  38;0.01373
00910.ppm;   1;0.01267
00911.ppm;  13;0.01670
00912.ppm;  23;0.01402
00913.ppm;  13;0.01575
00914.ppm;  18;0.00755
00915.ppm;  13;0.01700
00916.ppm;  13;0.01612
00917.ppm;  38;0.01665
00918.ppm;  35;0.01377
00919.ppm;   5;0.00822
00920.ppm;  12;0.01782
00921.ppm;  25;0.01404
00922.ppm;   4;0.01452
00923.ppm;   1;0.01249
00924.ppm;  19;0.01096
00925.ppm;   3;0.01344
00926.ppm;   9;0.01513
00927.ppm;   2;0.01437
00928.ppm;   3;0.00898
00929.ppm;  17;0.01820
00930.ppm;  38;0.01417
00931.ppm;   5;0.00841
00932.ppm;   5;0.01175
