00000_00001_00016.ppm 38 39 5 7 33 35 0
00000_00001_00017.ppm 39 41 6 6 35 35 0
00000_00001_00018.ppm 40 41 5 7 35 37 0
00000_00001_00019.ppm 42 43 7 5 38 37 0
00000_00001_00020.ppm 43 43 7 5 39 38 0
00000_00001_00021.ppm 45 45 7 5 41 40 0
00000_00001_00022.ppm 45 47 5 7 40 43 0
00000_00001_00023.ppm 47 48 5 5 41 42 0
00000_00001_00024.ppm 49 49 7 5 45 44 0
00000_00001_00025.ppm 50 52 6 5 46 47 0
00000_00001_00026.ppm 53 54 7 6 49 50 0
00000_00001_00027.ppm 55 56 7 5 51 51 0
00000_00001_00028.ppm 57 59 5 7 51 55 0
00000_00001_00029.ppm 59 61 5 5 54 55 0
00000_00002_00000.ppm 27 26 9 6 25 22 0
00000_00002_00001.ppm 27 28 5 6 22 23 0
00000_00002_00002.ppm 27 28 6 7 23 24 0
00000_00002_00003.ppm 30 29 6 5 25 24 0
00000_00002_00004.ppm 30 29 7 5 26 24 0
00000_00002_00005.ppm 31 31 6 7 26 27 0
00000_00002_00006.ppm 30 30 6 5 26 25 0
00000_00002_00007.ppm 32 31 10 5 31 26 0
00000_00002_00008.ppm 31 32 5 6 26 27 0
00000_00002_00009.ppm 34 33 7 5 30 28 0
00000_00002_00010.ppm 34 34 9 5 33 29 0
00000_00002_00011.ppm 35 35 6 5 31 30 0
00000_00002_00012.ppm 38 37 8 6 35 33 0
00000_00002_00013.ppm 39 39 10 7 38 35 0
00000_00002_00014.ppm 40 39 10 5 39 34 0
00000_00002_00015.ppm 41 41 10 7 40 37 0
00000_00002_00016.ppm 44 44 10 7 43 40 0
00000_00002_00017.ppm 46 45 8 5 43 40 0
00000_00002_00018.ppm 48 47 8 5 45 42 0
00000_00002_00019.ppm 51 50 8 5 48 45 0
00000_00002_00020.ppm 52 52 6 5 48 47 0
00000_00002_00021.ppm 55 55 8 6 52 50 0
00000_00002_00022.ppm 59 59 8 6 56 54 0
00000_00002_00023.ppm 62 63 11 6 63 58 0
00000_00002_00024.ppm 69 70 10 6 66 64 0
00000_00002_00025.ppm 74 75 10 6 72 69 0
00000_00002_00026.ppm 83 85 12 9 81 79 0
00000_00002_00027.ppm 92 95 13 10 89 88 0
00000_00002_00028.ppm 107 108 15 9 103 99 0
00000_00002_00029.ppm 122 124 13 12 114 115 0
00000_00003_00000.ppm 27 28 7 9 24 26 0
00000_00003_00001.ppm 28 29 6 8 23 25 0
00000_00003_00002.ppm 29 28 6 5 24 23 0
00000_00003_00003.ppm 29 30 5 6 24 25 0
00000_00003_00004.ppm 28 30 5 7 23 26 0
00000_00003_00005.ppm 31 31 7 6 26 25 0
00000_00003_00006.ppm 33 32 7 5 29 27 0
00000_00003_00007.ppm 31 33 7 7 27 29 0
00000_00003_00008.ppm 33 33 5 5 28 28 0
00000_00003_00009.ppm 34 34 6 5 30 29 0
00000_00003_00010.ppm 36 35 7 5 32 30 0
00000_00003_00011.ppm 37 37 6 7 31 32 0
00000_00003_00012.ppm 37 36 6 6 32 32 0
00000_00003_00013.ppm 38 39 8 7 35 34 0
00000_00003_00014.ppm 40 39 6 7 35 36 0
00000_00003_00015.ppm 41 40 7 6 37 36 0
00000_00003_00016.ppm 43 44 7 7 39 39 0
00000_00003_00017.ppm 43 45 5 5 38 40 0
00000_00003_00018.ppm 47 46 7 5 43 41 0
00000_00003_00019.ppm 50 50 5 6 45 46 0
00000_00003_00020.ppm 51 52 6 5 47 47 0
00000_00003_00021.ppm 53 54 5 5 48 49 0
00000_00003_00022.ppm 58 57 5 6 52 52 0
00000_00003_00023.ppm 62 60 5 6 56 55 0
00000_00003_00024.ppm 64 61 6 5 60 56 0
00000_00003_00025.ppm 70 69 6 9 64 64 0
00000_00003_00026.ppm 76 75 7 6 71 69 0
00000_00003_00027.ppm 85 84 11 8 81 76 0
00000_00003_00028.ppm 94 93 10 11 88 87 0
00000_00003_00029.ppm 109 104 13 9 103 95 0
00000_00004_00000.ppm 55 59 8 7 52 55 0
00000_00004_00001.ppm 56 60 6 6 51 55 0
00000_00004_00002.ppm 56 60 5 5 51 55 0
00000_00004_00003.ppm 57 61 5 6 52 56 0
00000_00004_00004.ppm 59 62 7 5 55 57 0
00000_00004_00005.ppm 59 63 5 5 54 58 0
00000_00004_00006.ppm 59 66 6 6 55 60 0
00000_00004_00007.ppm 63 68 6 7 57 63 0
00000_00004_00008.ppm 63 69 7 6 59 63 0
00000_00004_00009.ppm 65 70 7 6 61 64 0
00000_00004_00010.ppm 66 71 7 8 61 66 0
00000_00004_00011.ppm 68 72 7 8 62 66 0
00000_00004_00012.ppm 70 73 8 8 65 68 0
00000_00004_00013.ppm 70 74 7 7 64 67 0
00000_00004_00014.ppm 70 74 7 8 64 69 0
00000_00004_00015.ppm 72 75 7 6 65 68 0
00000_00004_00016.ppm 74 79 8 7 69 72 0
00000_00004_00017.ppm 74 80 7 9 68 74 0
00000_00004_00018.ppm 76 80 8 8 70 73 0
00000_00004_00019.ppm 77 82 8 7 72 75 0
00000_00004_00020.ppm 80 84 10 8 75 78 0
00000_00004_00021.ppm 81 85 7 7 73 78 0
00000_00004_00022.ppm 81 88 8 9 75 81 0
00000_00004_00023.ppm 84 88 8 8 76 82 0
00000_00004_00024.ppm 85 89 9 9 79 83 0
00000_00004_00025.ppm 86 93 8 8 79 84 0
00000_00004_00026.ppm 90 96 9 9 83 88 0
00000_00004_00027.ppm 95 100 10 9 88 92 0
00000_00004_00028.ppm 98 106 10 11 92 98 0
00000_00004_00029.ppm 107 110 9 11 97 102 0
00000_00005_00000.ppm 27 27 5 8 22 24 0
00000_00005_00001.ppm 29 27 7 5 25 22 0
00000_00005_00002.ppm 29 28 6 6 25 24 0
00000_00005_00003.ppm 30 28 5 5 25 23 0
00000_00005_00004.ppm 32 30 6 6 27 25 0
00000_00005_00005.ppm 31 30 5 7 26 26 0
00000_00005_00006.ppm 32 29 6 5 27 24 0
00000_00005_00007.ppm 33 30 7 5 29 25 0
00000_00005_00008.ppm 32 32 5 6 27 27 0
00000_00005_00009.ppm 34 33 7 7 30 29 0
00000_00005_00010.ppm 34 33 5 7 29 30 0
00000_00005_00011.ppm 35 33 5 5 30 28 0
00000_00005_00012.ppm 37 35 5 7 32 31 0
00000_00005_00013.ppm 37 37 5 6 32 31 0
00000_00005_00014.ppm 38 37 5 5 33 32 0
00000_00005_00015.ppm 42 39 6 5 36 34 0
00000_00005_00016.ppm 43 40 8 6 40 36 0
00000_00005_00017.ppm 43 43 5 6 38 37 0
00000_00005_00018.ppm 45 44 5 7 40 40 0
00000_00005_00019.ppm 47 45 5 5 42 40 0
00000_00005_00020.ppm 49 47 8 5 47 42 0
00000_00005_00021.ppm 52 49 6 5 48 44 0
00000_00005_00022.ppm 56 54 6 6 51 50 0
00000_00005_00023.ppm 59 58 7 7 55 54 0
00000_00005_00024.ppm 63 62 5 6 58 57 0
00000_00005_00025.ppm 71 65 7 5 64 59 0
00000_00005_00026.ppm 76 72 11 7 74 67 0
00000_00005_00027.ppm 83 82 12 8 80 76 0
00000_00005_00028.ppm 95 94 10 9 88 86 0
00000_00005_00029.ppm 109 108 11 10 102 99 0
00000_00006_00000.ppm 34 36 6 6 29 31 0
00000_00006_00001.ppm 36 37 6 6 30 32 0
00000_00006_00002.ppm 35 38 5 6 30 33 0
00000_00006_00003.ppm 36 39 5 6 31 34 0
00000_00006_00004.ppm 37 39 5 5 32 34 0
00000_00006_00005.ppm 38 40 6 6 32 35 0
00000_00006_00006.ppm 39 41 7 6 34 35 0
00000_00006_00007.ppm 41 42 6 7 35 38 0
00000_00006_00008.ppm 41 43 6 7 35 38 0
00000_00006_00009.ppm 41 44 6 6 36 38 0
00000_00006_00010.ppm 42 45 5 5 37 39 0
00000_00006_00011.ppm 45 47 8 7 42 43 0
00000_00006_00012.ppm 46 49 6 7 42 45 0
00000_00006_00013.ppm 48 51 7 6 44 45 0
00000_00006_00014.ppm 50 53 5 7 45 49 0
00000_00006_00015.ppm 53 55 8 7 50 51 0
00000_00006_00016.ppm 54 56 6 7 49 52 0
00000_00006_00017.ppm 55 58 6 5 51 53 0
00000_00006_00018.ppm 56 61 6 7 52 56 0
00000_00006_00019.ppm 60 64 5 7 55 60 0
00000_00006_00020.ppm 63 69 8 7 60 62 0
00000_00006_00021.ppm 68 73 7 7 63 66 0
00000_00006_00022.ppm 72 76 6 7 66 70 0
00000_00006_00023.ppm 75 81 7 7 70 74 0
00000_00006_00024.ppm 82 85 8 7 74 77 0
00000_00006_00025.ppm 85 87 8 8 77 81 0
00000_00006_00026.ppm 92 95 8 8 83 87 0
00000_00006_00027.ppm 97 100 11 8 91 92 0
00000_00006_00028.ppm 105 109 10 12 96 102 0
00000_00006_00029.ppm 112 118 10 11 103 108 0
00001_00000_00000.ppm 56 57 6 6 51 53 1
00001_00000_00001.ppm 55 57 5 7 50 53 1
00001_00000_00002.ppm 56 56 6 6 52 51 1
00001_00000_00003.ppm 58 58 6 7 53 53 1
00001_00000_00004.ppm 59 59 6 7 54 54 1
00001_00000_00005.ppm 57 59 5 7 52 55 1
00001_00000_00006.ppm 57 59 6 5 53 54 1
00001_00000_00007.ppm 57 59 5 6 52 54 1
00001_00000_00008.ppm 60 60 7 7 55 55 1
00001_00000_00009.ppm 61 61 5 6 55 56 1
00001_00000_00010.ppm 61 62 5 6 56 57 1
00001_00000_00011.ppm 63 62 6 6 58 58 1
00001_00000_00012.ppm 65 65 5 6 59 60 1
00001_00000_00013.ppm 68 68 7 8 62 63 1
00001_00000_00014.ppm 68 69 8 7 63 63 1
00001_00000_00015.ppm 69 70 10 8 66 65 1
00001_00000_00016.ppm 71 72 10 6 69 66 1
00001_00000_00017.ppm 72 74 6 8 66 69 1
00001_00000_00018.ppm 74 74 10 6 72 68 1
00001_00000_00019.ppm 79 80 7 8 72 73 1
00001_00000_00020.ppm 81 81 10 9 76 75 1
00001_00000_00021.ppm 82 82 7 7 75 75 1
00001_00000_00022.ppm 85 86 8 10 79 81 1
00001_00000_00023.ppm 89 88 10 7 84 81 1
00001_00000_00024.ppm 93 94 8 9 84 85 1
00001_00000_00025.ppm 97 96 9 8 88 88 1
00001_00000_00026.ppm 100 104 11 10 94 96 1
00001_00000_00027.ppm 105 107 12 9 98 98 1
00001_00000_00028.ppm 108 110 10 10 99 102 1
00001_00000_00029.ppm 114 118 10 11 104 108 1
00001_00001_00000.ppm 30 32 7 5 27 27 1
00001_00001_00001.ppm 30 33 6 7 26 29 1
00001_00001_00002.ppm 31 33 6 6 26 28 1
00001_00001_00003.ppm 32 33 6 7 26 29 1
00001_00001_00004.ppm 32 33 6 7 27 29 1
00001_00001_00005.ppm 34 33 7 6 30 29 1
00001_00001_00006.ppm 36 34 9 6 34 30 1
00001_00001_00007.ppm 37 35 8 6 34 31 1
00001_00001_00008.ppm 37 36 5 7 31 32 1
00001_00001_00009.ppm 38 37 8 6 35 32 1
00001_00001_00010.ppm 38 39 6 6 34 34 1
00001_00001_00011.ppm 38 39 6 7 34 35 1
00001_00001_00012.ppm 39 39 6 7 35 36 1
00001_00001_00013.ppm 39 41 6 9 35 38 1
00001_00001_00014.ppm 40 42 6 8 36 38 1
00001_00001_00015.ppm 42 43 6 6 38 38 1
00001_00001_00016.ppm 44 45 5 7 38 40 1
00001_00001_00017.ppm 44 46 6 6 40 40 1
00001_00001_00018.ppm 46 46 7 6 42 41 1
00001_00001_00019.ppm 48 46 8 5 44 41 1
00001_00001_00020.ppm 48 48 6 6 44 44 1
00001_00001_00021.ppm 51 50 8 6 48 46 1
00001_00001_00022.ppm 53 53 7 6 49 48 1
00001_00001_00023.ppm 55 54 8 7 51 50 1
00001_00001_00024.ppm 57 55 7 6 53 50 1
00001_00001_00025.ppm 59 57 7 7 55 53 1
00001_00001_00026.ppm 61 57 7 6 57 53 1
00001_00001_00027.ppm 63 60 5 6 58 55 1
00001_00001_00028.ppm 68 61 7 6 62 57 1
00001_00001_00029.ppm 71 67 6 6 65 61 1
00001_00002_00000.ppm 46 48 7 6 42 43 1
00001_00002_00001.ppm 45 47 5 5 40 42 1
00001_00002_00002.ppm 46 48 6 6 41 43 1
00001_00002_00003.ppm 46 47 7 5 42 42 1
00001_00002_00004.ppm 46 47 7 6 42 43 1
00001_00002_00005.ppm 46 48 7 6 42 43 1
00001_00002_00006.ppm 47 49 5 6 41 44 1
00001_00002_00007.ppm 50 50 7 5 46 45 1
00001_00002_00008.ppm 50 51 7 6 46 46 1
00001_00002_00009.ppm 49 50 5 5 44 45 1
00001_00002_00010.ppm 50 51 6 7 45 47 1
00001_00002_00011.ppm 52 53 6 6 47 48 1
00001_00002_00012.ppm 52 55 6 7 48 51 1
00001_00002_00013.ppm 52 55 6 7 48 51 1
00001_00002_00014.ppm 54 56 6 7 49 52 1
00001_00002_00015.ppm 52 55 8 5 49 50 1
00001_00002_00016.ppm 53 55 6 6 47 50 1
00001_00002_00017.ppm 54 56 6 7 48 51 1
00001_00002_00018.ppm 56 57 6 6 50 52 1
00001_00002_00019.ppm 57 56 8 5 54 51 1
00001_00002_00020.ppm 57 57 8 7 54 53 1
00001_00002_00021.ppm 58 58 7 6 54 53 1
00001_00002_00022.ppm 60 59 5 6 54 55 1
00001_00002_00023.ppm 62 63 6 6 58 58 1
00001_00002_00024.ppm 63 64 5 7 58 60 1
00001_00002_00025.ppm 63 64 6 7 59 60 1
00001_00002_00026.ppm 64 64 5 6 59 59 1
00001_00002_00027.ppm 70 68 9 8 67 63 1
00001_00002_00028.ppm 72 69 10 6 70 63 1
00001_00002_00029.ppm 74 70 8 7 69 65 1
00001_00003_00000.ppm 25 26 6 8 21 23 1
00001_00003_00001.ppm 27 27 7 7 22 23 1
00001_00003_00002.ppm 27 27 7 6 22 22 1
00001_00003_00003.ppm 28 28 7 8 23 25 1
00001_00003_00004.ppm 27 30 5 7 22 25 1
00001_00003_00005.ppm 29 31 5 6 23 25 1
00001_00003_00006.ppm 29 32 5 7 24 27 1
00001_00003_00007.ppm 33 33 8 7 30 28 1
00001_00003_00008.ppm 34 33 6 7 29 29 1
00001_00003_00009.ppm 35 35 6 6 29 29 1
00001_00003_00010.ppm 36 37 6 7 31 32 1
00001_00003_00011.ppm 37 38 5 6 31 32 1
00001_00003_00012.ppm 37 37 5 5 32 32 1
00001_00003_00013.ppm 37 39 5 6 32 33 1
00001_00003_00014.ppm 39 39 7 8 35 36 1
00001_00003_00015.ppm 41 41 7 6 37 36 1
00001_00003_00016.ppm 42 43 5 7 37 39 1
00001_00003_00017.ppm 46 45 6 5 41 40 1
00001_00003_00018.ppm 50 49 6 5 45 44 1
00001_00003_00019.ppm 54 53 6 6 49 49 1
00001_00003_00020.ppm 54 56 6 7 49 51 1
00001_00003_00021.ppm 58 59 6 7 52 54 1
00001_00003_00022.ppm 63 64 7 7 59 60 1
00001_00003_00023.ppm 70 72 6 8 64 67 1
00001_00003_00024.ppm 76 79 6 9 70 74 1
00001_00003_00025.ppm 86 86 8 8 79 80 1
00001_00003_00026.ppm 98 98 9 9 89 90 1
00001_00003_00027.ppm 114 117 12 11 106 107 1
00001_00003_00028.ppm 134 141 12 15 123 130 1
00001_00003_00029.ppm 164 170 20 17 155 159 1
00001_00004_00000.ppm 40 40 6 5 35 35 1
00001_00004_00001.ppm 41 42 5 6 36 37 1
00001_00004_00002.ppm 43 42 7 5 39 37 1
00001_00004_00003.ppm 44 46 6 5 40 41 1
00001_00004_00004.ppm 49 47 7 5 45 42 1
00001_00004_00005.ppm 52 51 6 5 47 46 1
00001_00004_00006.ppm 53 52 7 5 49 47 1
00001_00004_00007.ppm 60 61 5 5 55 56 1
00001_00004_00008.ppm 62 65 5 7 57 61 1
00001_00004_00009.ppm 73 75 6 7 67 69 1
00001_00004_00010.ppm 83 80 9 8 77 74 1
00001_00004_00011.ppm 92 88 9 7 84 81 1
00001_00004_00012.ppm 28 29 5 6 23 25 1
00001_00004_00013.ppm 31 32 8 6 28 27 1
00001_00004_00014.ppm 31 32 5 6 26 27 1
00001_00004_00015.ppm 33 32 7 5 29 27 1
00001_00004_00016.ppm 32 32 6 5 27 27 1
00001_00004_00017.ppm 34 35 6 6 29 30 1
00001_00004_00018.ppm 34 36 5 6 29 31 1
00001_00004_00019.ppm 36 37 6 6 31 32 1
00001_00004_00020.ppm 37 38 5 6 32 33 1
00001_00004_00021.ppm 39 39 5 5 34 34 1
00001_00004_00022.ppm 41 41 7 6 37 36 1
00001_00004_00023.ppm 44 43 7 5 40 38 1
00001_00004_00024.ppm 47 46 7 5 43 41 1
00001_00004_00025.ppm 48 48 6 6 43 43 1
00001_00004_00026.ppm 50 51 6 7 45 47 1
00001_00004_00027.ppm 55 55 7 7 51 51 1
00001_00004_00028.ppm 59 59 7 7 55 55 1
00001_00004_00029.ppm 63 64 6 6 59 59 1
00001_00005_00000.ppm 30 28 6 6 25 24 1
00001_00005_00001.ppm 29 30 5 5 24 25 1
00001_00005_00002.ppm 29 31 5 7 24 27 1
00001_00005_00003.ppm 30 30 5 5 25 25 1
00001_00005_00004.ppm 32 31 7 7 27 27 1
00001_00005_00005.ppm 33 32 7 5 29 27 1
00001_00005_00006.ppm 32 34 5 7 27 30 1
00001_00005_00007.ppm 34 32 6 6 29 27 1
00001_00005_00008.ppm 33 35 5 8 28 31 1
00001_00005_00009.ppm 34 35 5 6 29 30 1
00001_00005_00010.ppm 36 36 7 6 32 31 1
00001_00005_00011.ppm 38 38 7 7 33 33 1
00001_00005_00012.ppm 39 39 6 6 34 34 1
00001_00005_00013.ppm 39 40 5 7 34 36 1
00001_00005_00014.ppm 42 40 5 6 37 35 1
00001_00005_00015.ppm 43 43 7 7 39 39 1
00001_00005_00016.ppm 46 44 6 6 41 40 1
00001_00005_00017.ppm 47 46 5 5 41 40 1
00001_00005_00018.ppm 49 47 5 5 43 42 1
00001_00005_00019.ppm 51 50 7 6 47 45 1
00001_00005_00020.ppm 50 49 5 6 45 45 1
00001_00005_00021.ppm 53 52 6 6 49 48 1
00001_00005_00022.ppm 55 53 7 5 51 48 1
00001_00005_00023.ppm 57 55 7 6 53 51 1
00001_00005_00024.ppm 58 57 6 7 53 54 1
00001_00005_00025.ppm 59 57 6 6 54 53 1
00001_00005_00026.ppm 61 59 6 7 55 55 1
00001_00005_00027.ppm 62 62 5 7 57 58 1
00001_00005_00028.ppm 63 63 5 7 57 58 1
00001_00005_00029.ppm 64 63 6 6 59 58 1
00001_00006_00000.ppm 44 50 7 6 40 45 1
00001_00006_00001.ppm 43 49 5 6 38 45 1
00001_00006_00002.ppm 44 50 7 5 40 45 1
00001_00006_00003.ppm 43 50 5 5 38 45 1
00001_00006_00004.ppm 43 51 5 6 38 46 1
00001_00006_00005.ppm 44 51 6 5 40 46 1
00001_00006_00006.ppm 46 53 6 5 40 47 1
00001_00006_00007.ppm 46 54 6 6 41 49 1
00001_00006_00008.ppm 46 55 5 7 41 51 1
00001_00006_00009.ppm 47 56 6 6 43 51 1
00001_00006_00010.ppm 50 58 7 6 45 53 1
00001_00006_00011.ppm 50 59 6 6 45 54 1
00001_00006_00012.ppm 51 59 5 6 45 55 1
00001_00006_00013.ppm 52 62 5 6 47 57 1
00001_00006_00014.ppm 55 63 6 6 49 59 1
00001_00006_00015.ppm 55 67 5 7 50 62 1
00001_00006_00016.ppm 57 70 5 7 52 64 1
00001_00006_00017.ppm 61 72 6 8 55 67 1
00001_00006_00018.ppm 62 76 6 7 58 69 1
00001_00006_00019.ppm 64 77 6 8 60 72 1
00001_00006_00020.ppm 69 81 7 7 64 74 1
00001_00006_00021.ppm 73 84 9 7 69 77 1
00001_00006_00022.ppm 76 89 8 9 72 83 1
00001_00006_00023.ppm 83 95 8 8 77 87 1
00001_00006_00024.ppm 88 101 9 11 83 95 1
00001_00006_00025.ppm 96 108 9 9 89 99 1
00001_00006_00026.ppm 106 117 12 11 99 108 1
00001_00006_00027.ppm 109 123 11 12 102 113 1
00001_00006_00028.ppm 122 135 13 14 115 125 1
00001_00006_00029.ppm 140 148 16 13 131 136 1
00001_00007_00000.ppm 50 49 5 6 45 45 1
00001_00007_00001.ppm 51 51 5 7 46 47 1
00001_00007_00002.ppm 52 52 5 7 47 48 1
00001_00007_00003.ppm 53 53 5 6 48 48 1
00001_00007_00004.ppm 54 54 5 5 49 49 1
00001_00007_00005.ppm 55 56 5 7 50 51 1
00001_00007_00006.ppm 56 56 6 6 52 51 1
00001_00007_00007.ppm 57 57 5 7 52 53 1
00001_00007_00008.ppm 58 58 6 7 54 54 1
00001_00007_00009.ppm 59 59 6 7 55 55 1
00001_00007_00010.ppm 60 59 5 5 55 54 1
00001_00007_00011.ppm 61 62 6 6 57 56 1
00001_00007_00012.ppm 62 63 6 7 58 58 1
00001_00007_00013.ppm 64 64 5 6 59 59 1
00001_00007_00014.ppm 69 64 7 5 62 59 1
00001_00007_00015.ppm 69 67 6 7 63 62 1
00001_00007_00016.ppm 71 69 6 9 65 65 1
00001_00007_00017.ppm 74 71 8 8 69 66 1
00001_00007_00018.ppm 75 72 6 6 69 66 1
00001_00007_00019.ppm 80 75 9 8 74 70 1
00001_00007_00020.ppm 82 77 8 8 75 72 1
00001_00007_00021.ppm 84 81 8 8 77 74 1
00001_00007_00022.ppm 86 83 7 8 79 77 1
00001_00007_00023.ppm 88 84 9 8 82 78 1
00001_00007_00024.ppm 88 86 8 7 82 79 1
00001_00007_00025.ppm 95 92 9 10 86 85 1
00001_00007_00026.ppm 97 96 9 9 90 88 1
00001_00007_00027.ppm 100 98 10 8 94 90 1
00001_00007_00028.ppm 107 104 12 9 100 95 1
00001_00007_00029.ppm 112 110 11 10 104 101 1
00001_00008_00000.ppm 44 47 6 5 40 42 1
00001_00008_00001.ppm 44 46 7 5 40 41 1
00001_00008_00002.ppm 43 46 5 5 38 41 1
00001_00008_00003.ppm 43 47 5 6 38 43 1
00001_00008_00004.ppm 43 47 6 6 39 43 1
00001_00008_00005.ppm 43 47 6 5 39 42 1
00001_00008_00006.ppm 46 50 6 6 41 45 1
00001_00008_00007.ppm 46 49 6 6 41 45 1
00001_00008_00008.ppm 45 49 5 7 40 45 1
00001_00008_00009.ppm 46 51 5 6 41 47 1
00001_00008_00010.ppm 47 51 7 6 43 47 1
00001_00008_00011.ppm 48 51 6 5 43 46 1
00001_00008_00012.ppm 47 50 7 5 43 45 1
00001_00008_00013.ppm 49 53 5 6 44 48 1
00001_00008_00014.ppm 48 52 5 5 43 47 1
00001_00008_00015.ppm 48 55 5 6 43 50 1
00001_00008_00016.ppm 51 54 6 5 47 49 1
00001_00008_00017.ppm 51 56 5 6 46 52 1
00001_00008_00018.ppm 51 56 6 5 47 51 1
00001_00008_00019.ppm 54 58 7 5 50 53 1
00001_00008_00020.ppm 53 59 6 6 49 55 1
00001_00008_00021.ppm 53 59 6 6 49 55 1
00001_00008_00022.ppm 56 61 7 6 52 57 1
00001_00008_00023.ppm 57 62 6 5 52 57 1
00001_00008_00024.ppm 57 62 6 6 53 58 1
00001_00008_00025.ppm 60 64 6 5 55 59 1
00001_00008_00026.ppm 60 65 6 7 55 61 1
00001_00008_00027.ppm 62 70 6 7 57 64 1
00001_00008_00028.ppm 64 72 7 7 60 66 1
00001_00008_00029.ppm 68 74 8 7 63 69 1
00001_00009_00000.ppm 28 30 5 6 23 25 1
00001_00009_00001.ppm 28 29 5 6 23 25 1
00001_00009_00002.ppm 30 30 6 6 25 25 1
00001_00009_00003.ppm 30 31 5 7 25 27 1
00001_00009_00004.ppm 31 31 6 7 26 27 1
00001_00009_00005.ppm 33 33 7 7 28 29 1
00001_00009_00006.ppm 33 34 7 6 29 29 1
00001_00009_00007.ppm 34 33 7 7 29 29 1
00001_00009_00008.ppm 33 33 5 6 28 29 1
00001_00009_00009.ppm 34 34 5 6 29 29 1
00001_00009_00010.ppm 35 34 5 5 30 29 1
00001_00009_00011.ppm 36 36 6 7 31 31 1
00001_00009_00012.ppm 38 37 6 6 33 32 1
00001_00009_00013.ppm 38 37 5 6 33 33 1
00001_00009_00014.ppm 39 39 7 7 35 35 1
00001_00009_00015.ppm 40 40 6 6 35 35 1
00001_00009_00016.ppm 41 40 8 5 38 35 1
00001_00009_00017.ppm 42 42 6 6 37 37 1
00001_00009_00018.ppm 43 44 5 6 38 39 1
00001_00009_00019.ppm 45 44 5 5 40 39 1
00001_00009_00020.ppm 46 45 5 5 41 40 1
00001_00009_00021.ppm 47 47 5 7 42 43 1
00001_00009_00022.ppm 51 50 6 5 47 45 1
00001_00009_00023.ppm 55 53 7 6 51 49 1
00001_00009_00024.ppm 57 55 7 6 53 51 1
00001_00009_00025.ppm 57 58 5 6 52 53 1
00001_00009_00026.ppm 59 60 5 5 54 55 1
00001_00009_00027.ppm 63 64 5 6 58 59 1
00001_00009_00028.ppm 69 68 8 7 64 63 1
00001_00009_00029.ppm 73 71 8 6 68 65 1
00001_00010_00000.ppm 29 28 7 7 25 24 1
00001_00010_00001.ppm 31 29 6 7 25 25 1
00001_00010_00002.ppm 31 30 7 7 27 26 1
00001_00010_00003.ppm 31 31 7 6 27 26 1
00001_00010_00004.ppm 30 29 6 5 25 24 1
00001_00010_00005.ppm 31 31 7 7 27 27 1
00001_00010_00006.ppm 30 32 5 6 25 26 1
00001_00010_00007.ppm 32 32 6 7 27 28 1
