HIT-Jaccard=1.000000;00001.jpg.ppm;best_x=56;best_y=160;my_leftcol=48;my_toprow=46;my_rightcol=64;my_bottomrow=111;my_scale_factor=0.799103, my_confidence=1.000000, used_for_training=1
HIT-Jaccard=0.451573;00079.jpg.ppm;best_x=144;best_y=126;my_leftcol=136;my_toprow=80;my_rightcol=152;my_bottomrow=145;my_scale_factor=0.799103, my_confidence=48.864494, used_for_training=-1
HIT-Jaccard=0.441558;00080.jpg.ppm;best_x=157;best_y=119;my_leftcol=149;my_toprow=87;my_rightcol=165;my_bottomrow=152;my_scale_factor=0.799103, my_confidence=51.174316, used_for_training=-1
HIT-Jaccard=0.461728;00081.jpg.ppm;best_x=144;best_y=130;my_leftcol=136;my_toprow=76;my_rightcol=152;my_bottomrow=141;my_scale_factor=0.799103, my_confidence=48.754749, used_for_training=-1
HIT-Jaccard=0.436078;00082.jpg.ppm;best_x=151;best_y=153;my_leftcol=143;my_toprow=53;my_rightcol=159;my_bottomrow=118;my_scale_factor=0.799103, my_confidence=19.058908, used_for_training=-1
HIT-Jaccard=0.456098;00083.jpg.ppm;best_x=164;best_y=149;my_leftcol=156;my_toprow=57;my_rightcol=172;my_bottomrow=122;my_scale_factor=0.799103, my_confidence=23.181316, used_for_training=-1
HIT-Jaccard=0.471825;00084.jpg.ppm;best_x=175;best_y=148;my_leftcol=167;my_toprow=58;my_rightcol=183;my_bottomrow=123;my_scale_factor=0.799103, my_confidence=229.049911, used_for_training=1
HIT-Jaccard=0.456098;00085.jpg.ppm;best_x=181;best_y=148;my_leftcol=173;my_toprow=58;my_rightcol=189;my_bottomrow=123;my_scale_factor=0.799103, my_confidence=176.052261, used_for_training=-1
HIT-Jaccard=0.450602;00086.jpg.ppm;best_x=192;best_y=145;my_leftcol=184;my_toprow=61;my_rightcol=200;my_bottomrow=126;my_scale_factor=0.799103, my_confidence=110.748810, used_for_training=-1
HIT-Jaccard=0.450602;00087.jpg.ppm;best_x=189;best_y=142;my_leftcol=181;my_toprow=64;my_rightcol=197;my_bottomrow=129;my_scale_factor=0.799103, my_confidence=99.390305, used_for_training=-1
HIT-Jaccard=0.436067;00088.jpg.ppm;best_x=183;best_y=152;my_leftcol=175;my_toprow=54;my_rightcol=191;my_bottomrow=119;my_scale_factor=0.799103, my_confidence=41.380928, used_for_training=-1
HIT-Jaccard=0.450602;00089.jpg.ppm;best_x=184;best_y=142;my_leftcol=176;my_toprow=64;my_rightcol=192;my_bottomrow=129;my_scale_factor=0.799103, my_confidence=45.877769, used_for_training=-1
HIT-Jaccard=0.425806;00090.jpg.ppm;best_x=184;best_y=151;my_leftcol=176;my_toprow=55;my_rightcol=192;my_bottomrow=120;my_scale_factor=0.799103, my_confidence=49.001217, used_for_training=-1
HIT-Jaccard=0.477650;00091.jpg.ppm;best_x=142;best_y=144;my_leftcol=134;my_toprow=62;my_rightcol=150;my_bottomrow=127;my_scale_factor=0.799103, my_confidence=73.333969, used_for_training=-1
HIT-Jaccard=0.456098;00092.jpg.ppm;best_x=131;best_y=159;my_leftcol=123;my_toprow=47;my_rightcol=139;my_bottomrow=112;my_scale_factor=0.799103, my_confidence=114.620903, used_for_training=-1
HIT-Jaccard=0.477650;00093.jpg.ppm;best_x=142;best_y=161;my_leftcol=134;my_toprow=45;my_rightcol=150;my_bottomrow=110;my_scale_factor=0.799103, my_confidence=71.681702, used_for_training=-1
HIT-Jaccard=0.588265;00094.jpg.ppm;best_x=141;best_y=164;my_leftcol=133;my_toprow=41;my_rightcol=150;my_bottomrow=109;my_scale_factor=0.763953, my_confidence=55.912663, used_for_training=-1
HIT-Jaccard=0.653684;00095.jpg.ppm;best_x=145;best_y=167;my_leftcol=137;my_toprow=38;my_rightcol=154;my_bottomrow=106;my_scale_factor=0.763953, my_confidence=22.476669, used_for_training=-1
HIT-Jaccard=0.612426;00096.jpg.ppm;best_x=142;best_y=168;my_leftcol=134;my_toprow=37;my_rightcol=151;my_bottomrow=105;my_scale_factor=0.763953, my_confidence=21.761227, used_for_training=-1
HIT-Jaccard=0.612426;00097.jpg.ppm;best_x=146;best_y=159;my_leftcol=138;my_toprow=46;my_rightcol=155;my_bottomrow=114;my_scale_factor=0.763953, my_confidence=39.577587, used_for_training=-1
HIT-Jaccard=0.561983;00098.jpg.ppm;best_x=159;best_y=159;my_leftcol=151;my_toprow=46;my_rightcol=168;my_bottomrow=114;my_scale_factor=0.763953, my_confidence=29.526201, used_for_training=-1
HIT-Jaccard=0.597115;00099.jpg.ppm;best_x=161;best_y=153;my_leftcol=153;my_toprow=52;my_rightcol=170;my_bottomrow=120;my_scale_factor=0.763953, my_confidence=65.863434, used_for_training=-1
HIT-Jaccard=0.575000;00100.jpg.ppm;best_x=152;best_y=150;my_leftcol=144;my_toprow=55;my_rightcol=161;my_bottomrow=123;my_scale_factor=0.763953, my_confidence=63.391834, used_for_training=-1
HIT-Jaccard=0.589744;00101.jpg.ppm;best_x=152;best_y=151;my_leftcol=144;my_toprow=54;my_rightcol=161;my_bottomrow=122;my_scale_factor=0.763953, my_confidence=27.167147, used_for_training=-1
HIT-Jaccard=0.476413;00102.jpg.ppm;best_x=156;best_y=168;my_leftcol=147;my_toprow=35;my_rightcol=165;my_bottomrow=106;my_scale_factor=0.729465, my_confidence=38.598850, used_for_training=-1
HIT-Jaccard=0.504363;00103.jpg.ppm;best_x=148;best_y=170;my_leftcol=139;my_toprow=33;my_rightcol=157;my_bottomrow=104;my_scale_factor=0.729465, my_confidence=33.085789, used_for_training=-1
HIT-Jaccard=0.382503;00104.jpg.ppm;best_x=140;best_y=189;my_leftcol=131;my_toprow=12;my_rightcol=149;my_bottomrow=87;my_scale_factor=0.696976, my_confidence=12.852230, used_for_training=-1
HIT-Jaccard=0.511668;00105.jpg.ppm;best_x=176;best_y=177;my_leftcol=167;my_toprow=24;my_rightcol=185;my_bottomrow=99;my_scale_factor=0.696976, my_confidence=48.778126, used_for_training=-1
HIT-Jaccard=0.657035;00106.jpg.ppm;best_x=188;best_y=173;my_leftcol=179;my_toprow=28;my_rightcol=197;my_bottomrow=103;my_scale_factor=0.696976, my_confidence=39.677094, used_for_training=-1
HIT-Jaccard=0.663834;00107.jpg.ppm;best_x=189;best_y=172;my_leftcol=180;my_toprow=29;my_rightcol=198;my_bottomrow=104;my_scale_factor=0.696976, my_confidence=34.892868, used_for_training=-1
HIT-Jaccard=0.660265;00108.jpg.ppm;best_x=195;best_y=169;my_leftcol=186;my_toprow=32;my_rightcol=204;my_bottomrow=107;my_scale_factor=0.696976, my_confidence=32.823509, used_for_training=-1
HIT-Jaccard=0.588008;00109.jpg.ppm;best_x=200;best_y=158;my_leftcol=191;my_toprow=43;my_rightcol=209;my_bottomrow=118;my_scale_factor=0.696976, my_confidence=59.401505, used_for_training=-1
HIT-Jaccard=0.597341;00110.jpg.ppm;best_x=185;best_y=161;my_leftcol=176;my_toprow=40;my_rightcol=194;my_bottomrow=115;my_scale_factor=0.696976, my_confidence=30.103804, used_for_training=-1
HIT-Jaccard=0.423529;00111.jpg.ppm;best_x=185;best_y=171;my_leftcol=176;my_toprow=30;my_rightcol=194;my_bottomrow=105;my_scale_factor=0.696976, my_confidence=11.802687, used_for_training=-1
HIT-Jaccard=0.491197;00112.jpg.ppm;best_x=184;best_y=170;my_leftcol=175;my_toprow=31;my_rightcol=193;my_bottomrow=106;my_scale_factor=0.696976, my_confidence=26.401876, used_for_training=-1
HIT-Jaccard=0.494486;00113.jpg.ppm;best_x=180;best_y=170;my_leftcol=171;my_toprow=31;my_rightcol=189;my_bottomrow=106;my_scale_factor=0.696976, my_confidence=29.120239, used_for_training=-1
HIT-Jaccard=0.508636;00114.jpg.ppm;best_x=153;best_y=166;my_leftcol=144;my_toprow=35;my_rightcol=162;my_bottomrow=110;my_scale_factor=0.696976, my_confidence=41.615124, used_for_training=-1
HIT-Jaccard=0.391517;00115.jpg.ppm;best_x=142;best_y=170;my_leftcol=133;my_toprow=31;my_rightcol=151;my_bottomrow=106;my_scale_factor=0.696976, my_confidence=24.563189, used_for_training=-1
HIT-Jaccard=0.629664;00116.jpg.ppm;best_x=134;best_y=148;my_leftcol=125;my_toprow=53;my_rightcol=143;my_bottomrow=128;my_scale_factor=0.696976, my_confidence=25.680716, used_for_training=-1
HIT-Jaccard=0.687619;00117.jpg.ppm;best_x=136;best_y=150;my_leftcol=127;my_toprow=51;my_rightcol=145;my_bottomrow=126;my_scale_factor=0.696976, my_confidence=67.558540, used_for_training=-1
HIT-Jaccard=0.573712;00118.jpg.ppm;best_x=132;best_y=148;my_leftcol=123;my_toprow=53;my_rightcol=141;my_bottomrow=128;my_scale_factor=0.696976, my_confidence=17.094982, used_for_training=-1
HIT-Jaccard=0.469329;00119.jpg.ppm;best_x=127;best_y=144;my_leftcol=118;my_toprow=57;my_rightcol=136;my_bottomrow=132;my_scale_factor=0.696976, my_confidence=58.729206, used_for_training=1
HIT-Jaccard=0.424751;00120.jpg.ppm;best_x=133;best_y=148;my_leftcol=124;my_toprow=53;my_rightcol=142;my_bottomrow=128;my_scale_factor=0.696976, my_confidence=55.498520, used_for_training=-1
HIT-Jaccard=0.386541;00121.jpg.ppm;best_x=151;best_y=146;my_leftcol=142;my_toprow=55;my_rightcol=160;my_bottomrow=130;my_scale_factor=0.696976, my_confidence=136.083969, used_for_training=-1
HIT-Jaccard=0.429032;00122.jpg.ppm;best_x=160;best_y=142;my_leftcol=151;my_toprow=59;my_rightcol=169;my_bottomrow=134;my_scale_factor=0.696976, my_confidence=55.989468, used_for_training=-1
HIT-Jaccard=0.448567;00123.jpg.ppm;best_x=156;best_y=147;my_leftcol=147;my_toprow=54;my_rightcol=165;my_bottomrow=129;my_scale_factor=0.696976, my_confidence=39.067535, used_for_training=-1
HIT-Jaccard=0.541889;00124.jpg.ppm;best_x=154;best_y=147;my_leftcol=145;my_toprow=54;my_rightcol=163;my_bottomrow=129;my_scale_factor=0.696976, my_confidence=46.726704, used_for_training=-1
HIT-Jaccard=0.424751;00125.jpg.ppm;best_x=155;best_y=163;my_leftcol=146;my_toprow=38;my_rightcol=164;my_bottomrow=113;my_scale_factor=0.696976, my_confidence=96.365776, used_for_training=-1
HIT-Jaccard=0.382797;00126.jpg.ppm;best_x=156;best_y=169;my_leftcol=147;my_toprow=32;my_rightcol=165;my_bottomrow=107;my_scale_factor=0.696976, my_confidence=123.618713, used_for_training=-1
HIT-Jaccard=0.332604;00127.jpg.ppm;best_x=181;best_y=170;my_leftcol=172;my_toprow=31;my_rightcol=190;my_bottomrow=106;my_scale_factor=0.696976, my_confidence=124.677711, used_for_training=-1
HIT-Jaccard=0.260274;00128.jpg.ppm;best_x=184;best_y=170;my_leftcol=175;my_toprow=31;my_rightcol=193;my_bottomrow=106;my_scale_factor=0.696976, my_confidence=51.465336, used_for_training=-1
MISS-Jaccard=0.243599;00129.jpg.ppm;best_x=186;best_y=178;my_leftcol=177;my_toprow=23;my_rightcol=195;my_bottomrow=98;my_scale_factor=0.696976, my_confidence=39.099892, used_for_training=-1
