p = 0.168000; confidence = 0.440000; image = 0; scale_factor = 0.979780; x = 959; y = 294
p = 0.109800; confidence = 0.440000; image = 5; scale_factor = 0.567000; x = 864; y = 278
p = 0.966600; confidence = 0.680000; image = 5; scale_factor = 0.680400; x = 185; y = 270
p = 0.966600; confidence = 0.640000; image = 5; scale_factor = 0.680400; x = 187; y = 269
p = 0.549300; confidence = 0.540000; image = 5; scale_factor = 0.680400; x = 870; y = 277
p = 0.966600; confidence = 0.690000; image = 5; scale_factor = 0.680400; x = 184; y = 273
p = 0.121200; confidence = 0.420000; image = 5; scale_factor = 0.680400; x = 864; y = 282
p = 0.998700; confidence = 0.850000; image = 5; scale_factor = 0.816480; x = 187; y = 269
p = 0.998700; confidence = 0.870000; image = 5; scale_factor = 0.816480; x = 184; y = 269
p = 0.998300; confidence = 0.760000; image = 5; scale_factor = 0.816480; x = 867; y = 283
p = 0.998700; confidence = 0.870000; image = 5; scale_factor = 0.816480; x = 184; y = 269
p = 0.998700; confidence = 0.860000; image = 5; scale_factor = 0.816480; x = 186; y = 269
p = 0.998400; confidence = 0.810000; image = 5; scale_factor = 0.816480; x = 867; y = 279
p = 0.998300; confidence = 0.770000; image = 5; scale_factor = 0.979780; x = 180; y = 268
p = 0.998300; confidence = 0.760000; image = 5; scale_factor = 0.979780; x = 184; y = 260
p = 1.000000; confidence = 0.940000; image = 5; scale_factor = 0.979780; x = 864; y = 282
p = 1.000000; confidence = 0.910000; image = 5; scale_factor = 0.979780; x = 866; y = 279
p = 0.998300; confidence = 0.750000; image = 5; scale_factor = 0.979780; x = 186; y = 260
p = 1.000000; confidence = 0.950000; image = 5; scale_factor = 0.979780; x = 863; y = 283
p = 1.000000; confidence = 0.950000; image = 5; scale_factor = 0.979780; x = 866; y = 280
p = 0.104700; confidence = 0.430000; image = 5; scale_factor = 1.175730; x = 184; y = 277
p = 0.104700; confidence = 0.400000; image = 5; scale_factor = 1.175730; x = 270; y = 261
p = 0.997300; confidence = 0.740000; image = 5; scale_factor = 1.175730; x = 870; y = 285
p = 0.997300; confidence = 0.750000; image = 5; scale_factor = 1.175730; x = 869; y = 274
p = 0.463000; confidence = 0.540000; image = 5; scale_factor = 1.175730; x = 861; y = 290
p = 0.171500; confidence = 0.550000; image = 5; scale_factor = 1.693050; x = 1337; y = 302
p = 0.127600; confidence = 0.500000; image = 5; scale_factor = 2.031660; x = 279; y = 348
p = 0.109800; confidence = 0.410000; image = 6; scale_factor = 0.567000; x = 867; y = 285
p = 0.108900; confidence = 0.460000; image = 6; scale_factor = 0.567000; x = 1138; y = 319
p = 0.121200; confidence = 0.440000; image = 6; scale_factor = 0.680400; x = 869; y = 276
p = 0.546900; confidence = 0.500000; image = 6; scale_factor = 0.680400; x = 1141; y = 319
p = 0.110100; confidence = 0.440000; image = 6; scale_factor = 0.979780; x = 1145; y = 319
p = 0.118700; confidence = 0.500000; image = 6; scale_factor = 1.693050; x = 334; y = 216
p = 0.908700; confidence = 0.620000; image = 6; scale_factor = 1.693050; x = 460; y = 254
p = 0.993500; confidence = 0.780000; image = 6; scale_factor = 2.031660; x = 460; y = 254
p = 0.994000; confidence = 0.810000; image = 6; scale_factor = 2.031660; x = 460; y = 253
p = 0.993500; confidence = 0.780000; image = 6; scale_factor = 2.031660; x = 461; y = 254
p = 0.104700; confidence = 0.420000; image = 7; scale_factor = 1.175730; x = 263; y = 279
p = 0.136200; confidence = 0.400000; image = 7; scale_factor = 1.175730; x = 1011; y = 297
p = 0.104700; confidence = 0.420000; image = 8; scale_factor = 1.175730; x = 180; y = 294
p = 0.104700; confidence = 0.480000; image = 8; scale_factor = 1.175730; x = 152; y = 317
p = 0.122600; confidence = 0.500000; image = 8; scale_factor = 1.693050; x = 1125; y = 399
p = 0.219000; confidence = 0.510000; image = 8; scale_factor = 2.031660; x = 153; y = 281
p = 0.219000; confidence = 0.530000; image = 8; scale_factor = 2.031660; x = 153; y = 282
p = 0.661400; confidence = 0.590000; image = 9; scale_factor = 0.816480; x = 329; y = 268
p = 0.572200; confidence = 0.570000; image = 9; scale_factor = 0.816480; x = 824; y = 276
p = 0.131400; confidence = 0.480000; image = 9; scale_factor = 0.816480; x = 822; y = 279
p = 0.974800; confidence = 0.680000; image = 9; scale_factor = 0.816480; x = 332; y = 273
p = 0.974800; confidence = 0.620000; image = 9; scale_factor = 0.816480; x = 331; y = 272
p = 0.572200; confidence = 0.520000; image = 9; scale_factor = 0.816480; x = 827; y = 278
p = 0.121700; confidence = 0.510000; image = 9; scale_factor = 0.816480; x = 885; y = 441
p = 0.998700; confidence = 0.860000; image = 9; scale_factor = 0.979780; x = 325; y = 268
p = 0.998000; confidence = 0.870000; image = 9; scale_factor = 0.979780; x = 827; y = 274
p = 1.000000; confidence = 0.900000; image = 9; scale_factor = 0.979780; x = 326; y = 271
p = 1.000000; confidence = 0.900000; image = 9; scale_factor = 0.979780; x = 326; y = 271
p = 1.000000; confidence = 0.920000; image = 9; scale_factor = 0.979780; x = 826; y = 276
p = 0.998000; confidence = 0.890000; image = 9; scale_factor = 0.979780; x = 826; y = 274
p = 0.961400; confidence = 0.700000; image = 9; scale_factor = 1.175730; x = 329; y = 262
p = 0.998200; confidence = 0.790000; image = 9; scale_factor = 1.175730; x = 329; y = 270
p = 0.961400; confidence = 0.630000; image = 9; scale_factor = 1.175730; x = 329; y = 277
p = 0.997500; confidence = 0.810000; image = 9; scale_factor = 1.175730; x = 829; y = 271
p = 0.997300; confidence = 0.790000; image = 9; scale_factor = 1.175730; x = 830; y = 277
p = 0.557400; confidence = 0.570000; image = 9; scale_factor = 1.175730; x = 323; y = 281
p = 0.636200; confidence = 0.610000; image = 9; scale_factor = 1.175730; x = 1217; y = 473
p = 0.413400; confidence = 0.540000; image = 9; scale_factor = 1.410880; x = 324; y = 263
p = 0.325500; confidence = 0.550000; image = 9; scale_factor = 1.410880; x = 830; y = 270
p = 0.131400; confidence = 0.410000; image = 10; scale_factor = 0.816480; x = 926; y = 258
p = 0.983100; confidence = 0.780000; image = 10; scale_factor = 1.410880; x = 928; y = 237
p = 0.983100; confidence = 0.750000; image = 10; scale_factor = 1.410880; x = 926; y = 237
p = 0.983100; confidence = 0.750000; image = 10; scale_factor = 1.410880; x = 930; y = 234
p = 0.114800; confidence = 0.580000; image = 10; scale_factor = 1.410880; x = 1277; y = 330
p = 0.114800; confidence = 0.510000; image = 10; scale_factor = 1.410880; x = 1268; y = 368
p = 0.982400; confidence = 0.710000; image = 10; scale_factor = 1.410880; x = 1274; y = 379
p = 0.719500; confidence = 0.650000; image = 10; scale_factor = 1.410880; x = 1340; y = 396
p = 0.977000; confidence = 0.820000; image = 10; scale_factor = 1.693050; x = 927; y = 234
p = 0.977000; confidence = 0.830000; image = 10; scale_factor = 1.693050; x = 928; y = 234
p = 0.977000; confidence = 0.860000; image = 10; scale_factor = 1.693050; x = 928; y = 236
p = 0.246100; confidence = 0.580000; image = 10; scale_factor = 1.693050; x = 1184; y = 304
p = 0.636600; confidence = 0.690000; image = 10; scale_factor = 1.693050; x = 1230; y = 331
p = 0.171500; confidence = 0.560000; image = 10; scale_factor = 1.693050; x = 1247; y = 304
p = 0.983700; confidence = 0.750000; image = 10; scale_factor = 1.693050; x = 1189; y = 339
p = 0.636600; confidence = 0.610000; image = 10; scale_factor = 1.693050; x = 1238; y = 361
p = 0.122600; confidence = 0.530000; image = 10; scale_factor = 1.693050; x = 1163; y = 389
p = 0.636600; confidence = 0.620000; image = 10; scale_factor = 1.693050; x = 1244; y = 371
p = 0.132600; confidence = 0.500000; image = 10; scale_factor = 2.031660; x = 416; y = 325
p = 0.274200; confidence = 0.590000; image = 10; scale_factor = 2.031660; x = 1087; y = 292
p = 0.977100; confidence = 0.750000; image = 10; scale_factor = 2.031660; x = 1142; y = 321
p = 0.107200; confidence = 0.570000; image = 10; scale_factor = 2.031660; x = 183; y = 365
p = 0.274200; confidence = 0.590000; image = 10; scale_factor = 2.031660; x = 1063; y = 319
p = 0.977100; confidence = 0.730000; image = 10; scale_factor = 2.031660; x = 1101; y = 328
p = 0.977100; confidence = 0.750000; image = 10; scale_factor = 2.031660; x = 1126; y = 335
p = 0.820700; confidence = 0.690000; image = 10; scale_factor = 2.031660; x = 1142; y = 316
p = 0.141900; confidence = 0.400000; image = 11; scale_factor = 0.680400; x = 269; y = 298
p = 0.963600; confidence = 0.650000; image = 11; scale_factor = 0.816480; x = 856; y = 260
p = 0.963600; confidence = 0.650000; image = 11; scale_factor = 0.816480; x = 855; y = 299
p = 0.121700; confidence = 0.510000; image = 11; scale_factor = 0.816480; x = 833; y = 427
p = 0.956200; confidence = 0.680000; image = 11; scale_factor = 0.979780; x = 856; y = 259
p = 0.997900; confidence = 0.720000; image = 11; scale_factor = 0.979780; x = 858; y = 261
p = 0.998000; confidence = 0.820000; image = 11; scale_factor = 0.979780; x = 854; y = 295
p = 0.997900; confidence = 0.780000; image = 11; scale_factor = 0.979780; x = 857; y = 297
p = 0.104700; confidence = 0.480000; image = 11; scale_factor = 1.175730; x = 196; y = 266
p = 0.124700; confidence = 0.410000; image = 11; scale_factor = 1.175730; x = 275; y = 284
p = 0.997300; confidence = 0.730000; image = 11; scale_factor = 1.175730; x = 859; y = 295
p = 0.944600; confidence = 0.660000; image = 11; scale_factor = 1.175730; x = 858; y = 300
p = 0.350200; confidence = 0.500000; image = 11; scale_factor = 1.175730; x = 404; y = 356
p = 0.944600; confidence = 0.660000; image = 11; scale_factor = 1.175730; x = 856; y = 299
p = 0.820900; confidence = 0.650000; image = 11; scale_factor = 1.175730; x = 1335; y = 374
p = 0.801700; confidence = 0.660000; image = 11; scale_factor = 1.410880; x = 1220; y = 330
p = 0.719500; confidence = 0.690000; image = 11; scale_factor = 1.410880; x = 1286; y = 326
p = 0.983600; confidence = 0.800000; image = 11; scale_factor = 1.410880; x = 1294; y = 353
p = 0.931200; confidence = 0.740000; image = 11; scale_factor = 1.410880; x = 1250; y = 429
p = 0.983600; confidence = 0.800000; image = 11; scale_factor = 1.410880; x = 1287; y = 367
p = 0.383000; confidence = 0.660000; image = 11; scale_factor = 1.410880; x = 1262; y = 433
p = 0.931200; confidence = 0.760000; image = 11; scale_factor = 1.410880; x = 1272; y = 468
p = 0.763300; confidence = 0.710000; image = 11; scale_factor = 1.410880; x = 1233; y = 502
p = 0.763300; confidence = 0.750000; image = 11; scale_factor = 1.410880; x = 1283; y = 535
p = 0.128900; confidence = 0.630000; image = 11; scale_factor = 1.410880; x = 1298; y = 511
p = 0.283200; confidence = 0.500000; image = 11; scale_factor = 1.693050; x = 270; y = 270
p = 0.935800; confidence = 0.740000; image = 11; scale_factor = 1.693050; x = 1212; y = 433
p = 0.297800; confidence = 0.610000; image = 11; scale_factor = 1.693050; x = 1233; y = 416
p = 0.149300; confidence = 0.510000; image = 12; scale_factor = 0.393750; x = 1056; y = 217
p = 0.196500; confidence = 0.430000; image = 12; scale_factor = 0.816480; x = 1074; y = 259
p = 0.182900; confidence = 0.500000; image = 12; scale_factor = 0.816480; x = 1064; y = 443
p = 0.114800; confidence = 0.560000; image = 12; scale_factor = 1.410880; x = 1267; y = 348
p = 0.114800; confidence = 0.560000; image = 12; scale_factor = 1.410880; x = 1267; y = 348
p = 0.636600; confidence = 0.610000; image = 12; scale_factor = 1.693050; x = 1268; y = 349
p = 0.636600; confidence = 0.610000; image = 12; scale_factor = 1.693050; x = 1268; y = 349
p = 0.316100; confidence = 0.560000; image = 13; scale_factor = 0.567000; x = 1193; y = 374
p = 0.342300; confidence = 0.570000; image = 13; scale_factor = 0.680400; x = 495; y = 235
p = 0.993200; confidence = 0.720000; image = 13; scale_factor = 0.680400; x = 1150; y = 226
p = 0.869700; confidence = 0.610000; image = 13; scale_factor = 0.680400; x = 1157; y = 216
p = 0.996200; confidence = 0.810000; image = 13; scale_factor = 0.816480; x = 499; y = 233
p = 0.994200; confidence = 0.820000; image = 13; scale_factor = 0.816480; x = 1147; y = 221
p = 0.994200; confidence = 0.890000; image = 13; scale_factor = 0.816480; x = 1153; y = 217
p = 0.996000; confidence = 0.740000; image = 13; scale_factor = 0.816480; x = 502; y = 239
p = 0.120600; confidence = 0.520000; image = 13; scale_factor = 0.816480; x = 1152; y = 456
p = 1.000000; confidence = 0.910000; image = 13; scale_factor = 0.979780; x = 495; y = 237
p = 0.995400; confidence = 0.870000; image = 13; scale_factor = 0.979780; x = 501; y = 237
p = 1.000000; confidence = 0.920000; image = 13; scale_factor = 0.979780; x = 1146; y = 220
p = 1.000000; confidence = 0.910000; image = 13; scale_factor = 0.979780; x = 1149; y = 216
p = 0.995400; confidence = 0.890000; image = 13; scale_factor = 0.979780; x = 500; y = 233
p = 1.000000; confidence = 0.930000; image = 13; scale_factor = 0.979780; x = 1148; y = 219
p = 0.269100; confidence = 0.550000; image = 13; scale_factor = 1.175730; x = 490; y = 230
p = 0.825200; confidence = 0.660000; image = 13; scale_factor = 1.175730; x = 1140; y = 219
p = 0.192800; confidence = 0.550000; image = 13; scale_factor = 1.175730; x = 1156; y = 215
p = 0.269100; confidence = 0.540000; image = 13; scale_factor = 1.175730; x = 494; y = 229
p = 0.825200; confidence = 0.610000; image = 13; scale_factor = 1.175730; x = 1140; y = 217
p = 0.169800; confidence = 0.500000; image = 13; scale_factor = 1.410880; x = 1163; y = 396
p = 0.364100; confidence = 0.550000; image = 14; scale_factor = 0.816480; x = 898; y = 384
p = 0.480500; confidence = 0.540000; image = 14; scale_factor = 0.816480; x = 1059; y = 381
p = 0.480500; confidence = 0.550000; image = 14; scale_factor = 0.816480; x = 1056; y = 378
p = 0.156100; confidence = 0.500000; image = 14; scale_factor = 0.979780; x = 1020; y = 406
p = 0.188200; confidence = 0.500000; image = 14; scale_factor = 1.175730; x = 1305; y = 379
p = 0.114800; confidence = 0.500000; image = 14; scale_factor = 1.410880; x = 1307; y = 379
p = 0.316200; confidence = 0.520000; image = 15; scale_factor = 0.816480; x = 726; y = 241
p = 0.311000; confidence = 0.550000; image = 15; scale_factor = 0.979780; x = 397; y = 213
p = 0.154400; confidence = 0.400000; image = 15; scale_factor = 0.979780; x = 320; y = 312
p = 0.236100; confidence = 0.510000; image = 15; scale_factor = 0.979780; x = 900; y = 218
p = 0.260500; confidence = 0.540000; image = 15; scale_factor = 1.175730; x = 402; y = 207
p = 0.826700; confidence = 0.620000; image = 15; scale_factor = 1.175730; x = 898; y = 220
p = 0.194300; confidence = 0.580000; image = 15; scale_factor = 1.175730; x = 904; y = 209
p = 0.874400; confidence = 0.680000; image = 15; scale_factor = 1.175730; x = 399; y = 218
p = 0.260500; confidence = 0.520000; image = 15; scale_factor = 1.175730; x = 397; y = 210
p = 0.988400; confidence = 0.710000; image = 15; scale_factor = 1.410880; x = 405; y = 216
p = 0.164700; confidence = 0.500000; image = 15; scale_factor = 1.410880; x = 403; y = 207
p = 0.727400; confidence = 0.620000; image = 15; scale_factor = 1.410880; x = 901; y = 221
p = 0.795800; confidence = 0.620000; image = 15; scale_factor = 1.410880; x = 400; y = 217
p = 0.988400; confidence = 0.710000; image = 15; scale_factor = 1.410880; x = 400; y = 218
p = 0.727000; confidence = 0.660000; image = 15; scale_factor = 1.693050; x = 399; y = 220
p = 0.727000; confidence = 0.670000; image = 15; scale_factor = 1.693050; x = 398; y = 221
p = 0.118700; confidence = 0.520000; image = 15; scale_factor = 1.693050; x = 401; y = 219
p = 0.727000; confidence = 0.610000; image = 15; scale_factor = 1.693050; x = 398; y = 220
p = 0.109800; confidence = 0.450000; image = 16; scale_factor = 0.567000; x = 896; y = 241
p = 0.121200; confidence = 0.420000; image = 16; scale_factor = 0.680400; x = 883; y = 251
p = 0.131400; confidence = 0.470000; image = 16; scale_factor = 0.816480; x = 888; y = 250
p = 0.111100; confidence = 0.470000; image = 16; scale_factor = 0.979780; x = 885; y = 250
p = 0.650500; confidence = 0.510000; image = 17; scale_factor = 0.680400; x = 460; y = 269
p = 0.187700; confidence = 0.410000; image = 17; scale_factor = 0.816480; x = 464; y = 267
p = 0.993000; confidence = 0.730000; image = 17; scale_factor = 1.693050; x = 844; y = 311
p = 0.867000; confidence = 0.700000; image = 17; scale_factor = 1.693050; x = 844; y = 312
p = 0.127600; confidence = 0.530000; image = 17; scale_factor = 2.031660; x = 347; y = 331
p = 0.127600; confidence = 0.510000; image = 17; scale_factor = 2.031660; x = 348; y = 331
p = 0.189500; confidence = 0.560000; image = 17; scale_factor = 2.031660; x = 843; y = 315
p = 0.269600; confidence = 0.510000; image = 18; scale_factor = 1.175730; x = 847; y = 328
p = 0.124100; confidence = 0.440000; image = 19; scale_factor = 0.472500; x = 432; y = 247
p = 0.126000; confidence = 0.510000; image = 20; scale_factor = 0.472500; x = 1238; y = 164
p = 0.364100; confidence = 0.590000; image = 20; scale_factor = 0.816480; x = 881; y = 356
p = 0.364100; confidence = 0.530000; image = 20; scale_factor = 0.816480; x = 879; y = 358
p = 0.903400; confidence = 0.690000; image = 20; scale_factor = 0.979780; x = 873; y = 361
p = 0.993800; confidence = 0.750000; image = 20; scale_factor = 1.175730; x = 880; y = 358
p = 0.993800; confidence = 0.740000; image = 20; scale_factor = 1.175730; x = 875; y = 356
p = 0.171200; confidence = 0.570000; image = 20; scale_factor = 1.410880; x = 872; y = 359
p = 0.171200; confidence = 0.560000; image = 20; scale_factor = 1.410880; x = 874; y = 356
p = 1.000000; confidence = 0.940000; image = 21; scale_factor = 1.175730; x = 795; y = 342
p = 0.982100; confidence = 0.760000; image = 21; scale_factor = 1.175730; x = 800; y = 338
p = 0.983300; confidence = 0.860000; image = 21; scale_factor = 1.175730; x = 796; y = 343
p = 1.000000; confidence = 0.940000; image = 21; scale_factor = 1.175730; x = 796; y = 342
p = 0.970500; confidence = 0.860000; image = 21; scale_factor = 1.410880; x = 797; y = 346
p = 0.968500; confidence = 0.710000; image = 21; scale_factor = 1.410880; x = 795; y = 341
p = 1.000000; confidence = 0.920000; image = 21; scale_factor = 1.410880; x = 798; y = 341
p = 0.144700; confidence = 0.510000; image = 21; scale_factor = 1.693050; x = 225; y = 384
p = 0.456500; confidence = 0.500000; image = 22; scale_factor = 0.816480; x = 1224; y = 302
p = 0.142500; confidence = 0.530000; image = 22; scale_factor = 0.816480; x = 154; y = 456
p = 0.409600; confidence = 0.540000; image = 22; scale_factor = 0.979780; x = 1224; y = 304
p = 0.351300; confidence = 0.510000; image = 22; scale_factor = 1.175730; x = 1227; y = 270
p = 0.171500; confidence = 0.540000; image = 22; scale_factor = 1.693050; x = 1302; y = 244
p = 0.274200; confidence = 0.570000; image = 22; scale_factor = 2.031660; x = 1031; y = 266
p = 0.274200; confidence = 0.570000; image = 22; scale_factor = 2.031660; x = 1031; y = 266
p = 0.211800; confidence = 0.580000; image = 23; scale_factor = 0.393750; x = 1005; y = 391
p = 1.000000; confidence = 0.920000; image = 23; scale_factor = 0.472500; x = 1005; y = 395
p = 0.996200; confidence = 0.870000; image = 23; scale_factor = 0.472500; x = 1007; y = 391
p = 0.983400; confidence = 0.760000; image = 23; scale_factor = 0.472500; x = 994; y = 404
p = 0.996200; confidence = 0.880000; image = 23; scale_factor = 0.472500; x = 1007; y = 396
p = 0.317700; confidence = 0.510000; image = 23; scale_factor = 0.567000; x = 476; y = 214
p = 1.000000; confidence = 0.950000; image = 23; scale_factor = 0.567000; x = 1001; y = 398
p = 1.000000; confidence = 0.940000; image = 23; scale_factor = 0.567000; x = 1006; y = 398
p = 1.000000; confidence = 0.970000; image = 23; scale_factor = 0.567000; x = 1007; y = 395
p = 1.000000; confidence = 0.950000; image = 23; scale_factor = 0.567000; x = 1004; y = 397
p = 0.801400; confidence = 0.670000; image = 23; scale_factor = 0.680400; x = 1013; y = 405
p = 0.130300; confidence = 0.430000; image = 23; scale_factor = 0.816480; x = 1221; y = 282
p = 0.187700; confidence = 0.410000; image = 23; scale_factor = 0.816480; x = 470; y = 266
p = 0.154400; confidence = 0.400000; image = 23; scale_factor = 0.979780; x = 318; y = 256
p = 0.110100; confidence = 0.430000; image = 23; scale_factor = 0.979780; x = 1220; y = 281
p = 0.136200; confidence = 0.410000; image = 23; scale_factor = 1.175730; x = 962; y = 292
p = 0.126100; confidence = 0.560000; image = 23; scale_factor = 1.175730; x = 1024; y = 434
p = 0.372200; confidence = 0.520000; image = 24; scale_factor = 0.393750; x = 411; y = 263
p = 0.124100; confidence = 0.430000; image = 24; scale_factor = 0.472500; x = 420; y = 271
p = 0.158500; confidence = 0.460000; image = 24; scale_factor = 0.567000; x = 416; y = 274
p = 0.130300; confidence = 0.490000; image = 24; scale_factor = 0.816480; x = 1192; y = 264
p = 0.153600; confidence = 0.440000; image = 24; scale_factor = 0.816480; x = 179; y = 306
p = 0.131400; confidence = 0.440000; image = 24; scale_factor = 0.816480; x = 834; y = 317
p = 0.321100; confidence = 0.510000; image = 24; scale_factor = 0.979780; x = 835; y = 320
p = 0.280400; confidence = 0.570000; image = 24; scale_factor = 1.175730; x = 1039; y = 197
p = 0.993800; confidence = 0.720000; image = 24; scale_factor = 1.175730; x = 833; y = 322
p = 0.879500; confidence = 0.700000; image = 24; scale_factor = 1.175730; x = 830; y = 322
p = 0.989600; confidence = 0.890000; image = 24; scale_factor = 1.410880; x = 832; y = 323
p = 0.989600; confidence = 0.840000; image = 24; scale_factor = 1.410880; x = 832; y = 321
p = 0.239700; confidence = 0.520000; image = 24; scale_factor = 1.410880; x = 463; y = 362
p = 0.867000; confidence = 0.620000; image = 24; scale_factor = 1.693050; x = 831; y = 319
p = 0.991400; confidence = 0.710000; image = 25; scale_factor = 0.393750; x = 1061; y = 391
p = 0.841600; confidence = 0.660000; image = 25; scale_factor = 0.393750; x = 1067; y = 391
p = 0.996200; confidence = 0.850000; image = 25; scale_factor = 0.472500; x = 1068; y = 383
p = 0.918200; confidence = 0.700000; image = 25; scale_factor = 0.472500; x = 1082; y = 395
p = 0.996200; confidence = 0.830000; image = 25; scale_factor = 0.472500; x = 1075; y = 387
p = 0.996900; confidence = 0.720000; image = 25; scale_factor = 0.567000; x = 1078; y = 386
p = 0.937200; confidence = 0.700000; image = 25; scale_factor = 0.567000; x = 1081; y = 383
p = 0.457400; confidence = 0.550000; image = 25; scale_factor = 0.680400; x = 1058; y = 377
p = 0.187700; confidence = 0.420000; image = 25; scale_factor = 0.816480; x = 419; y = 242
p = 0.456500; confidence = 0.520000; image = 25; scale_factor = 0.816480; x = 1331; y = 244
p = 0.267600; confidence = 0.510000; image = 25; scale_factor = 1.175730; x = 1117; y = 333
p = 0.171500; confidence = 0.540000; image = 25; scale_factor = 1.693050; x = 1243; y = 311
p = 0.128100; confidence = 0.550000; image = 25; scale_factor = 2.031660; x = 1243; y = 311
p = 0.128100; confidence = 0.550000; image = 25; scale_factor = 2.031660; x = 1243; y = 311
p = 0.318300; confidence = 0.540000; image = 26; scale_factor = 0.567000; x = 878; y = 336
p = 0.911600; confidence = 0.630000; image = 26; scale_factor = 0.680400; x = 875; y = 342
p = 0.911600; confidence = 0.650000; image = 26; scale_factor = 0.680400; x = 873; y = 379
p = 0.996200; confidence = 0.850000; image = 26; scale_factor = 0.816480; x = 873; y = 378
p = 0.996200; confidence = 0.850000; image = 26; scale_factor = 0.816480; x = 879; y = 380
p = 1.000000; confidence = 0.960000; image = 26; scale_factor = 0.816480; x = 876; y = 376
p = 1.000000; confidence = 0.910000; image = 26; scale_factor = 0.979780; x = 879; y = 373
p = 0.995400; confidence = 0.880000; image = 26; scale_factor = 0.979780; x = 879; y = 370
p = 0.995400; confidence = 0.870000; image = 26; scale_factor = 0.979780; x = 880; y = 371
p = 0.995400; confidence = 0.860000; image = 26; scale_factor = 0.979780; x = 881; y = 371
p = 0.879500; confidence = 0.610000; image = 26; scale_factor = 1.175730; x = 871; y = 368
p = 0.269600; confidence = 0.520000; image = 26; scale_factor = 1.175730; x = 882; y = 369
p = 0.325500; confidence = 0.540000; image = 26; scale_factor = 1.410880; x = 856; y = 266
