p = 0.722200; confidence = 0.830000; image = 300; scale_factor = 1.410880; x = 791; y = 369
p = 0.722200; confidence = 0.890000; image = 314; scale_factor = 0.979780; x = 414; y = 331
p = 0.707300; confidence = 0.710000; image = 314; scale_factor = 0.979780; x = 422; y = 334
p = 0.870700; confidence = 0.920000; image = 314; scale_factor = 0.979780; x = 1231; y = 381
p = 0.722200; confidence = 0.890000; image = 314; scale_factor = 0.979780; x = 415; y = 334
p = 0.722200; confidence = 0.890000; image = 314; scale_factor = 0.979780; x = 1228; y = 383
p = 0.707300; confidence = 0.710000; image = 314; scale_factor = 1.175730; x = 416; y = 338
p = 0.707300; confidence = 0.740000; image = 316; scale_factor = 1.175730; x = 709; y = 350
p = 0.722200; confidence = 0.800000; image = 316; scale_factor = 1.175730; x = 1009; y = 368
p = 0.707300; confidence = 0.780000; image = 316; scale_factor = 1.175730; x = 1007; y = 367
p = 0.722200; confidence = 0.830000; image = 316; scale_factor = 1.175730; x = 1008; y = 368
p = 0.870700; confidence = 0.900000; image = 316; scale_factor = 1.410880; x = 707; y = 349
p = 0.870700; confidence = 0.920000; image = 316; scale_factor = 1.410880; x = 1009; y = 366
p = 0.722200; confidence = 0.860000; image = 316; scale_factor = 1.410880; x = 1011; y = 366
p = 0.722200; confidence = 0.860000; image = 316; scale_factor = 1.410880; x = 706; y = 352
p = 0.722200; confidence = 0.870000; image = 316; scale_factor = 1.410880; x = 1005; y = 368
p = 0.870700; confidence = 0.920000; image = 316; scale_factor = 1.410880; x = 1009; y = 366
p = 0.707300; confidence = 0.730000; image = 316; scale_factor = 1.693050; x = 1009; y = 365
p = 0.722200; confidence = 0.870000; image = 319; scale_factor = 0.567000; x = 1227; y = 373
p = 0.707300; confidence = 0.770000; image = 319; scale_factor = 0.567000; x = 1215; y = 377
p = 0.722200; confidence = 0.850000; image = 319; scale_factor = 0.567000; x = 1227; y = 376
p = 0.722200; confidence = 0.890000; image = 319; scale_factor = 0.680400; x = 597; y = 338
p = 0.870700; confidence = 0.980000; image = 319; scale_factor = 0.680400; x = 1223; y = 374
p = 0.722200; confidence = 0.890000; image = 319; scale_factor = 0.680400; x = 597; y = 341
p = 0.870700; confidence = 0.960000; image = 319; scale_factor = 0.680400; x = 1227; y = 371
p = 0.870700; confidence = 0.970000; image = 319; scale_factor = 0.680400; x = 1227; y = 371
p = 0.722200; confidence = 0.880000; image = 319; scale_factor = 0.816480; x = 599; y = 338
p = 0.870700; confidence = 0.900000; image = 319; scale_factor = 0.816480; x = 593; y = 345
p = 0.707300; confidence = 0.780000; image = 319; scale_factor = 0.816480; x = 1215; y = 370
p = 0.707300; confidence = 0.720000; image = 319; scale_factor = 0.816480; x = 1221; y = 367
p = 0.870700; confidence = 0.900000; image = 322; scale_factor = 0.680400; x = 359; y = 373
p = 0.707300; confidence = 0.780000; image = 322; scale_factor = 0.680400; x = 362; y = 364
p = 0.722200; confidence = 0.880000; image = 322; scale_factor = 0.680400; x = 360; y = 374
p = 0.722200; confidence = 0.870000; image = 322; scale_factor = 0.680400; x = 360; y = 374
p = 0.707300; confidence = 0.780000; image = 322; scale_factor = 0.680400; x = 1189; y = 449
p = 0.707300; confidence = 0.790000; image = 322; scale_factor = 0.680400; x = 1194; y = 448
p = 0.722200; confidence = 0.820000; image = 322; scale_factor = 0.680400; x = 1191; y = 449
p = 0.722200; confidence = 0.890000; image = 322; scale_factor = 0.816480; x = 355; y = 372
p = 0.722200; confidence = 0.850000; image = 322; scale_factor = 0.816480; x = 367; y = 370
p = 0.870700; confidence = 0.920000; image = 322; scale_factor = 0.816480; x = 1192; y = 449
p = 0.870700; confidence = 0.920000; image = 322; scale_factor = 0.816480; x = 360; y = 371
p = 0.722200; confidence = 0.850000; image = 322; scale_factor = 0.816480; x = 1184; y = 454
p = 0.722200; confidence = 0.830000; image = 322; scale_factor = 0.816480; x = 1188; y = 447
p = 0.707300; confidence = 0.770000; image = 322; scale_factor = 0.979780; x = 1191; y = 454
p = 0.707300; confidence = 0.760000; image = 323; scale_factor = 1.175730; x = 414; y = 347
p = 0.707300; confidence = 0.760000; image = 323; scale_factor = 1.175730; x = 866; y = 346
p = 0.722200; confidence = 0.820000; image = 323; scale_factor = 1.175730; x = 411; y = 350
p = 0.722200; confidence = 0.810000; image = 323; scale_factor = 1.175730; x = 414; y = 350
p = 0.707300; confidence = 0.780000; image = 323; scale_factor = 1.175730; x = 870; y = 347
p = 0.707300; confidence = 0.780000; image = 323; scale_factor = 1.175730; x = 870; y = 347
p = 0.722200; confidence = 0.810000; image = 329; scale_factor = 1.410880; x = 1309; y = 513
p = 0.722200; confidence = 0.860000; image = 330; scale_factor = 0.472500; x = 1081; y = 455
p = 0.707300; confidence = 0.790000; image = 330; scale_factor = 0.472500; x = 1092; y = 457
p = 0.722200; confidence = 0.850000; image = 334; scale_factor = 0.567000; x = 347; y = 322
p = 0.722200; confidence = 0.830000; image = 334; scale_factor = 0.567000; x = 342; y = 324
p = 0.870700; confidence = 0.970000; image = 334; scale_factor = 0.680400; x = 348; y = 326
p = 0.870700; confidence = 0.940000; image = 334; scale_factor = 0.680400; x = 344; y = 321
p = 0.870700; confidence = 0.990000; image = 334; scale_factor = 0.680400; x = 345; y = 323
p = 0.870700; confidence = 0.970000; image = 334; scale_factor = 0.680400; x = 348; y = 326
p = 0.722200; confidence = 0.800000; image = 334; scale_factor = 0.816480; x = 353; y = 326
p = 0.722200; confidence = 0.860000; image = 334; scale_factor = 0.816480; x = 346; y = 326
p = 0.722200; confidence = 0.890000; image = 334; scale_factor = 0.816480; x = 351; y = 328
p = 0.870700; confidence = 0.920000; image = 334; scale_factor = 0.816480; x = 778; y = 344
p = 0.870700; confidence = 0.930000; image = 334; scale_factor = 0.816480; x = 779; y = 344
p = 0.870700; confidence = 0.930000; image = 334; scale_factor = 0.979780; x = 778; y = 346
p = 0.870700; confidence = 0.900000; image = 334; scale_factor = 0.979780; x = 782; y = 347
p = 0.870700; confidence = 0.930000; image = 334; scale_factor = 0.979780; x = 781; y = 342
p = 0.722200; confidence = 0.890000; image = 334; scale_factor = 0.979780; x = 781; y = 348
p = 0.707300; confidence = 0.780000; image = 338; scale_factor = 1.175730; x = 522; y = 359
p = 0.707300; confidence = 0.780000; image = 338; scale_factor = 1.175730; x = 522; y = 359
p = 0.707300; confidence = 0.740000; image = 339; scale_factor = 0.816480; x = 643; y = 335
p = 0.722200; confidence = 0.880000; image = 339; scale_factor = 0.979780; x = 645; y = 340
p = 0.722200; confidence = 0.890000; image = 339; scale_factor = 0.979780; x = 642; y = 339
p = 0.722200; confidence = 0.860000; image = 339; scale_factor = 0.979780; x = 646; y = 342
p = 0.722200; confidence = 0.880000; image = 339; scale_factor = 0.979780; x = 645; y = 339
p = 0.707300; confidence = 0.710000; image = 339; scale_factor = 1.175730; x = 648; y = 332
p = 0.722200; confidence = 0.820000; image = 346; scale_factor = 1.175730; x = 305; y = 244
p = 0.707300; confidence = 0.750000; image = 346; scale_factor = 1.175730; x = 308; y = 244
p = 0.722200; confidence = 0.860000; image = 346; scale_factor = 1.175730; x = 898; y = 242
p = 0.722200; confidence = 0.860000; image = 346; scale_factor = 1.175730; x = 898; y = 244
p = 0.722200; confidence = 0.810000; image = 346; scale_factor = 1.175730; x = 306; y = 242
p = 0.722200; confidence = 0.810000; image = 346; scale_factor = 1.175730; x = 306; y = 241
p = 0.722200; confidence = 0.880000; image = 346; scale_factor = 1.175730; x = 896; y = 245
p = 0.722200; confidence = 0.850000; image = 346; scale_factor = 1.175730; x = 897; y = 241
p = 0.707300; confidence = 0.740000; image = 346; scale_factor = 1.410880; x = 894; y = 241
p = 0.707300; confidence = 0.740000; image = 346; scale_factor = 1.410880; x = 893; y = 242
p = 0.707300; confidence = 0.740000; image = 346; scale_factor = 1.410880; x = 899; y = 239
p = 0.722200; confidence = 0.860000; image = 348; scale_factor = 0.816480; x = 968; y = 257
p = 0.722200; confidence = 0.850000; image = 348; scale_factor = 0.816480; x = 968; y = 253
p = 0.707300; confidence = 0.760000; image = 348; scale_factor = 0.816480; x = 971; y = 253
p = 0.707300; confidence = 0.770000; image = 348; scale_factor = 0.979780; x = 965; y = 253
p = 0.707300; confidence = 0.770000; image = 348; scale_factor = 0.979780; x = 965; y = 259
p = 0.707300; confidence = 0.760000; image = 348; scale_factor = 0.979780; x = 965; y = 257
p = 0.722200; confidence = 0.810000; image = 350; scale_factor = 0.979780; x = 489; y = 241
p = 0.707300; confidence = 0.770000; image = 350; scale_factor = 0.979780; x = 488; y = 241
p = 0.707300; confidence = 0.780000; image = 350; scale_factor = 0.979780; x = 1108; y = 245
p = 0.707300; confidence = 0.780000; image = 350; scale_factor = 0.979780; x = 1109; y = 242
p = 0.722200; confidence = 0.810000; image = 350; scale_factor = 0.979780; x = 492; y = 239
p = 0.707300; confidence = 0.750000; image = 350; scale_factor = 0.979780; x = 1113; y = 244
p = 0.722200; confidence = 0.800000; image = 351; scale_factor = 1.175730; x = 524; y = 254
p = 0.707300; confidence = 0.730000; image = 351; scale_factor = 1.410880; x = 522; y = 259
p = 0.707300; confidence = 0.710000; image = 353; scale_factor = 1.410880; x = 845; y = 234
p = 0.707300; confidence = 0.760000; image = 353; scale_factor = 1.410880; x = 846; y = 234
p = 0.707300; confidence = 0.710000; image = 355; scale_factor = 0.979780; x = 486; y = 246
p = 0.707300; confidence = 0.730000; image = 355; scale_factor = 0.979780; x = 487; y = 247
p = 0.707300; confidence = 0.740000; image = 355; scale_factor = 0.979780; x = 486; y = 248
p = 0.707300; confidence = 0.750000; image = 357; scale_factor = 0.816480; x = 482; y = 252
p = 0.707300; confidence = 0.740000; image = 357; scale_factor = 0.816480; x = 485; y = 253
p = 0.707300; confidence = 0.740000; image = 357; scale_factor = 0.979780; x = 1112; y = 253
p = 0.707300; confidence = 0.760000; image = 357; scale_factor = 0.979780; x = 1109; y = 258
p = 0.707300; confidence = 0.710000; image = 359; scale_factor = 1.410880; x = 478; y = 231
p = 0.707300; confidence = 0.740000; image = 360; scale_factor = 0.816480; x = 1056; y = 286
p = 0.707300; confidence = 0.760000; image = 363; scale_factor = 0.680400; x = 428; y = 257
p = 0.707300; confidence = 0.760000; image = 363; scale_factor = 0.680400; x = 435; y = 254
p = 0.707300; confidence = 0.750000; image = 363; scale_factor = 0.816480; x = 428; y = 293
p = 0.722200; confidence = 0.810000; image = 363; scale_factor = 0.816480; x = 429; y = 300
p = 0.707300; confidence = 0.790000; image = 363; scale_factor = 0.816480; x = 427; y = 302
p = 0.707300; confidence = 0.740000; image = 363; scale_factor = 0.979780; x = 427; y = 304
p = 0.707300; confidence = 0.770000; image = 363; scale_factor = 0.979780; x = 434; y = 300
p = 0.707300; confidence = 0.760000; image = 366; scale_factor = 1.175730; x = 531; y = 237
p = 0.707300; confidence = 0.760000; image = 366; scale_factor = 1.175730; x = 530; y = 237
p = 0.707300; confidence = 0.730000; image = 366; scale_factor = 1.175730; x = 1004; y = 217
p = 0.707300; confidence = 0.710000; image = 366; scale_factor = 1.175730; x = 999; y = 213
p = 0.707300; confidence = 0.760000; image = 366; scale_factor = 1.175730; x = 530; y = 237
p = 0.707300; confidence = 0.740000; image = 366; scale_factor = 1.175730; x = 531; y = 238
p = 0.707300; confidence = 0.730000; image = 366; scale_factor = 1.175730; x = 1002; y = 214
p = 0.707300; confidence = 0.730000; image = 366; scale_factor = 1.410880; x = 536; y = 237
p = 0.707300; confidence = 0.730000; image = 366; scale_factor = 1.410880; x = 535; y = 237
p = 0.707300; confidence = 0.720000; image = 367; scale_factor = 0.680400; x = 1050; y = 238
p = 0.707300; confidence = 0.730000; image = 367; scale_factor = 0.680400; x = 1050; y = 241
p = 0.707300; confidence = 0.740000; image = 367; scale_factor = 0.979780; x = 252; y = 299
p = 0.870700; confidence = 0.920000; image = 368; scale_factor = 0.567000; x = 403; y = 313
p = 0.870700; confidence = 0.920000; image = 368; scale_factor = 0.567000; x = 409; y = 317
p = 0.870700; confidence = 0.900000; image = 368; scale_factor = 0.567000; x = 407; y = 319
p = 0.870700; confidence = 0.990000; image = 368; scale_factor = 0.680400; x = 406; y = 311
p = 0.870700; confidence = 0.980000; image = 368; scale_factor = 0.680400; x = 407; y = 314
p = 0.870700; confidence = 0.930000; image = 368; scale_factor = 0.680400; x = 401; y = 316
p = 0.870700; confidence = 0.980000; image = 368; scale_factor = 0.680400; x = 406; y = 314
p = 0.707300; confidence = 0.710000; image = 368; scale_factor = 0.816480; x = 400; y = 326
p = 0.722200; confidence = 0.820000; image = 369; scale_factor = 1.410880; x = 533; y = 224
p = 0.722200; confidence = 0.820000; image = 369; scale_factor = 1.410880; x = 533; y = 224
p = 0.707300; confidence = 0.720000; image = 369; scale_factor = 1.410880; x = 885; y = 239
p = 0.722200; confidence = 0.820000; image = 369; scale_factor = 1.410880; x = 532; y = 226
p = 0.707300; confidence = 0.730000; image = 369; scale_factor = 1.410880; x = 887; y = 239
p = 0.707300; confidence = 0.740000; image = 369; scale_factor = 1.410880; x = 886; y = 240
p = 0.707300; confidence = 0.710000; image = 369; scale_factor = 1.693050; x = 531; y = 245
p = 0.707300; confidence = 0.750000; image = 369; scale_factor = 1.693050; x = 887; y = 242
p = 0.707300; confidence = 0.740000; image = 370; scale_factor = 1.175730; x = 456; y = 234
p = 0.707300; confidence = 0.740000; image = 370; scale_factor = 1.175730; x = 456; y = 235
p = 0.722200; confidence = 0.860000; image = 370; scale_factor = 1.175730; x = 892; y = 229
p = 0.722200; confidence = 0.850000; image = 370; scale_factor = 1.175730; x = 894; y = 229
p = 0.707300; confidence = 0.710000; image = 370; scale_factor = 1.175730; x = 456; y = 237
p = 0.707300; confidence = 0.740000; image = 370; scale_factor = 1.175730; x = 456; y = 234
p = 0.722200; confidence = 0.850000; image = 370; scale_factor = 1.175730; x = 893; y = 227
p = 0.722200; confidence = 0.870000; image = 370; scale_factor = 1.175730; x = 895; y = 230
p = 0.707300; confidence = 0.760000; image = 370; scale_factor = 1.410880; x = 897; y = 231
p = 0.707300; confidence = 0.770000; image = 371; scale_factor = 0.472500; x = 339; y = 252
p = 0.722200; confidence = 0.830000; image = 371; scale_factor = 0.567000; x = 342; y = 247
p = 0.707300; confidence = 0.760000; image = 371; scale_factor = 0.567000; x = 336; y = 257
p = 0.722200; confidence = 0.800000; image = 371; scale_factor = 0.567000; x = 347; y = 255
p = 0.722200; confidence = 0.800000; image = 372; scale_factor = 0.680400; x = 991; y = 292
p = 0.722200; confidence = 0.820000; image = 372; scale_factor = 0.680400; x = 995; y = 292
p = 0.722200; confidence = 0.840000; image = 372; scale_factor = 0.680400; x = 998; y = 291
p = 0.722200; confidence = 0.890000; image = 372; scale_factor = 0.816480; x = 995; y = 291
p = 0.870700; confidence = 0.950000; image = 372; scale_factor = 0.816480; x = 996; y = 293
p = 0.722200; confidence = 0.860000; image = 372; scale_factor = 0.816480; x = 1003; y = 294
p = 0.707300; confidence = 0.790000; image = 373; scale_factor = 0.816480; x = 838; y = 270
p = 0.722200; confidence = 0.810000; image = 373; scale_factor = 0.816480; x = 837; y = 269
p = 0.707300; confidence = 0.740000; image = 373; scale_factor = 0.816480; x = 832; y = 275
p = 0.722200; confidence = 0.800000; image = 373; scale_factor = 0.816480; x = 837; y = 275
p = 0.722200; confidence = 0.810000; image = 373; scale_factor = 0.979780; x = 177; y = 265
p = 0.722200; confidence = 0.820000; image = 373; scale_factor = 0.979780; x = 181; y = 267
p = 0.870700; confidence = 0.950000; image = 373; scale_factor = 0.979780; x = 836; y = 272
p = 0.722200; confidence = 0.830000; image = 373; scale_factor = 0.979780; x = 183; y = 266
p = 0.722200; confidence = 0.850000; image = 373; scale_factor = 0.979780; x = 182; y = 266
p = 0.870700; confidence = 0.940000; image = 373; scale_factor = 0.979780; x = 836; y = 271
p = 0.870700; confidence = 0.940000; image = 373; scale_factor = 0.979780; x = 836; y = 271
p = 0.722200; confidence = 0.810000; image = 373; scale_factor = 1.175730; x = 178; y = 266
p = 0.722200; confidence = 0.860000; image = 373; scale_factor = 1.175730; x = 179; y = 267
p = 0.722200; confidence = 0.850000; image = 373; scale_factor = 1.175730; x = 182; y = 265
p = 0.707300; confidence = 0.710000; image = 373; scale_factor = 1.175730; x = 836; y = 265
p = 0.722200; confidence = 0.860000; image = 377; scale_factor = 0.680400; x = 1155; y = 233
p = 0.707300; confidence = 0.730000; image = 377; scale_factor = 0.680400; x = 259; y = 285
p = 0.722200; confidence = 0.870000; image = 377; scale_factor = 0.680400; x = 1151; y = 242
p = 0.722200; confidence = 0.890000; image = 377; scale_factor = 0.680400; x = 1154; y = 236
p = 0.722200; confidence = 0.810000; image = 377; scale_factor = 0.816480; x = 261; y = 286
p = 0.707300; confidence = 0.770000; image = 377; scale_factor = 0.816480; x = 1154; y = 280
p = 0.722200; confidence = 0.800000; image = 377; scale_factor = 0.816480; x = 1153; y = 280
p = 0.707300; confidence = 0.760000; image = 377; scale_factor = 0.816480; x = 261; y = 280
p = 0.722200; confidence = 0.800000; image = 377; scale_factor = 0.816480; x = 260; y = 293
p = 0.707300; confidence = 0.710000; image = 377; scale_factor = 0.816480; x = 1155; y = 277
p = 0.722200; confidence = 0.810000; image = 377; scale_factor = 0.816480; x = 1153; y = 279
p = 0.870700; confidence = 0.980000; image = 378; scale_factor = 0.273440; x = 85; y = 499
p = 0.722200; confidence = 0.800000; image = 379; scale_factor = 0.567000; x = 212; y = 274
p = 0.707300; confidence = 0.730000; image = 379; scale_factor = 0.567000; x = 209; y = 278
p = 0.870700; confidence = 0.900000; image = 379; scale_factor = 0.567000; x = 1087; y = 289
p = 0.870700; confidence = 0.920000; image = 379; scale_factor = 0.567000; x = 1087; y = 285
p = 0.707300; confidence = 0.790000; image = 379; scale_factor = 0.567000; x = 1088; y = 298
p = 0.707300; confidence = 0.730000; image = 379; scale_factor = 0.680400; x = 1079; y = 297
p = 0.707300; confidence = 0.770000; image = 379; scale_factor = 0.680400; x = 1091; y = 297
p = 0.707300; confidence = 0.750000; image = 379; scale_factor = 0.680400; x = 209; y = 277
p = 0.707300; confidence = 0.710000; image = 379; scale_factor = 0.680400; x = 215; y = 280
p = 0.707300; confidence = 0.720000; image = 379; scale_factor = 0.680400; x = 1092; y = 292
p = 0.722200; confidence = 0.800000; image = 379; scale_factor = 0.680400; x = 1094; y = 291
p = 0.707300; confidence = 0.750000; image = 380; scale_factor = 1.175730; x = 565; y = 252
p = 0.870700; confidence = 0.910000; image = 380; scale_factor = 1.410880; x = 562; y = 251
p = 0.707300; confidence = 0.740000; image = 380; scale_factor = 1.410880; x = 962; y = 247
p = 0.722200; confidence = 0.880000; image = 382; scale_factor = 0.680400; x = 1232; y = 248
p = 0.722200; confidence = 0.890000; image = 382; scale_factor = 0.680400; x = 1229; y = 248
p = 0.722200; confidence = 0.860000; image = 382; scale_factor = 0.816480; x = 463; y = 291
p = 0.707300; confidence = 0.710000; image = 382; scale_factor = 0.816480; x = 466; y = 296
p = 0.707300; confidence = 0.790000; image = 382; scale_factor = 0.816480; x = 462; y = 293
p = 0.722200; confidence = 0.800000; image = 382; scale_factor = 0.816480; x = 464; y = 290
p = 0.707300; confidence = 0.760000; image = 382; scale_factor = 0.979780; x = 464; y = 283
p = 0.722200; confidence = 0.840000; image = 382; scale_factor = 0.979780; x = 468; y = 285
p = 0.722200; confidence = 0.890000; image = 382; scale_factor = 0.979780; x = 1231; y = 279
p = 0.722200; confidence = 0.840000; image = 382; scale_factor = 0.979780; x = 471; y = 289
p = 0.707300; confidence = 0.760000; image = 382; scale_factor = 0.979780; x = 472; y = 289
p = 0.722200; confidence = 0.810000; image = 382; scale_factor = 0.979780; x = 1237; y = 284
p = 0.707300; confidence = 0.750000; image = 382; scale_factor = 0.979780; x = 1236; y = 282
p = 0.707300; confidence = 0.770000; image = 382; scale_factor = 1.175730; x = 472; y = 296
p = 0.707300; confidence = 0.730000; image = 382; scale_factor = 1.175730; x = 473; y = 296
p = 0.707300; confidence = 0.740000; image = 384; scale_factor = 0.472500; x = 1236; y = 355
p = 0.707300; confidence = 0.720000; image = 384; scale_factor = 0.472500; x = 1244; y = 360
p = 0.707300; confidence = 0.770000; image = 384; scale_factor = 0.567000; x = 1219; y = 348
p = 0.722200; confidence = 0.810000; image = 384; scale_factor = 0.567000; x = 1228; y = 341
p = 0.707300; confidence = 0.730000; image = 384; scale_factor = 0.567000; x = 1221; y = 346
p = 0.707300; confidence = 0.760000; image = 384; scale_factor = 0.680400; x = 1241; y = 363
p = 0.707300; confidence = 0.720000; image = 385; scale_factor = 0.816480; x = 291; y = 243
p = 0.707300; confidence = 0.740000; image = 385; scale_factor = 0.816480; x = 296; y = 245
p = 0.707300; confidence = 0.780000; image = 385; scale_factor = 0.816480; x = 999; y = 249
p = 0.707300; confidence = 0.710000; image = 385; scale_factor = 0.979780; x = 282; y = 246
p = 0.707300; confidence = 0.760000; image = 385; scale_factor = 0.979780; x = 294; y = 246
p = 0.722200; confidence = 0.830000; image = 385; scale_factor = 0.979780; x = 993; y = 251
p = 0.707300; confidence = 0.740000; image = 385; scale_factor = 0.979780; x = 1003; y = 251
p = 0.707300; confidence = 0.760000; image = 385; scale_factor = 0.979780; x = 286; y = 252
p = 0.722200; confidence = 0.830000; image = 385; scale_factor = 0.979780; x = 997; y = 247
p = 0.707300; confidence = 0.730000; image = 385; scale_factor = 0.979780; x = 1003; y = 256
p = 0.707300; confidence = 0.770000; image = 385; scale_factor = 1.175730; x = 1004; y = 248
p = 0.707300; confidence = 0.750000; image = 385; scale_factor = 1.175730; x = 1004; y = 257
p = 0.707300; confidence = 0.770000; image = 385; scale_factor = 1.175730; x = 1004; y = 254
p = 0.707300; confidence = 0.730000; image = 386; scale_factor = 1.410880; x = 986; y = 239
p = 0.707300; confidence = 0.770000; image = 390; scale_factor = 0.680400; x = 478; y = 279
p = 0.722200; confidence = 0.830000; image = 390; scale_factor = 0.680400; x = 482; y = 276
p = 0.707300; confidence = 0.780000; image = 390; scale_factor = 0.680400; x = 478; y = 273
p = 0.707300; confidence = 0.720000; image = 390; scale_factor = 0.816480; x = 472; y = 278
p = 0.707300; confidence = 0.780000; image = 390; scale_factor = 0.816480; x = 487; y = 279
p = 0.707300; confidence = 0.740000; image = 392; scale_factor = 0.393750; x = 387; y = 326
p = 0.707300; confidence = 0.760000; image = 392; scale_factor = 0.393750; x = 387; y = 330
p = 0.707300; confidence = 0.720000; image = 392; scale_factor = 0.393750; x = 386; y = 322
p = 0.707300; confidence = 0.790000; image = 392; scale_factor = 0.472500; x = 394; y = 310
p = 0.870700; confidence = 0.920000; image = 392; scale_factor = 0.472500; x = 388; y = 324
p = 0.870700; confidence = 0.920000; image = 392; scale_factor = 0.472500; x = 388; y = 321
p = 0.707300; confidence = 0.780000; image = 396; scale_factor = 0.567000; x = 1024; y = 303
p = 0.707300; confidence = 0.730000; image = 396; scale_factor = 0.567000; x = 1028; y = 307
p = 0.707300; confidence = 0.770000; image = 396; scale_factor = 0.680400; x = 213; y = 292
p = 0.707300; confidence = 0.770000; image = 396; scale_factor = 0.680400; x = 218; y = 292
p = 0.707300; confidence = 0.780000; image = 396; scale_factor = 0.680400; x = 1014; y = 311
p = 0.722200; confidence = 0.880000; image = 396; scale_factor = 0.680400; x = 1022; y = 304
p = 0.707300; confidence = 0.760000; image = 396; scale_factor = 0.680400; x = 218; y = 297
p = 0.707300; confidence = 0.730000; image = 396; scale_factor = 0.680400; x = 215; y = 297
p = 0.722200; confidence = 0.840000; image = 396; scale_factor = 0.680400; x = 1017; y = 313
p = 0.707300; confidence = 0.760000; image = 396; scale_factor = 0.816480; x = 221; y = 290
p = 0.707300; confidence = 0.720000; image = 396; scale_factor = 0.816480; x = 1034; y = 308
p = 0.707300; confidence = 0.770000; image = 397; scale_factor = 0.816480; x = 965; y = 263
p = 0.722200; confidence = 0.830000; image = 397; scale_factor = 0.816480; x = 968; y = 222
p = 0.722200; confidence = 0.800000; image = 397; scale_factor = 0.816480; x = 966; y = 259
p = 0.870700; confidence = 0.920000; image = 397; scale_factor = 0.979780; x = 964; y = 259
p = 0.870700; confidence = 0.950000; image = 397; scale_factor = 0.979780; x = 966; y = 256
p = 0.870700; confidence = 0.930000; image = 397; scale_factor = 0.979780; x = 965; y = 259
p = 0.870700; confidence = 0.910000; image = 397; scale_factor = 0.979780; x = 965; y = 257
p = 0.707300; confidence = 0.770000; image = 398; scale_factor = 1.175730; x = 786; y = 230
