p = 0.923600; confidence = 0.650000; image = 2; scale_factor = 0.979780; x = 456; y = 245
p = 0.826200; confidence = 0.750000; image = 20; scale_factor = 1.175730; x = 880; y = 358
p = 0.826200; confidence = 0.740000; image = 20; scale_factor = 1.175730; x = 875; y = 356
p = 0.845700; confidence = 0.940000; image = 21; scale_factor = 1.175730; x = 795; y = 342
p = 0.662900; confidence = 0.760000; image = 21; scale_factor = 1.175730; x = 800; y = 338
p = 0.679000; confidence = 0.860000; image = 21; scale_factor = 1.175730; x = 796; y = 343
p = 0.845700; confidence = 0.940000; image = 21; scale_factor = 1.175730; x = 796; y = 342
p = 0.740800; confidence = 0.920000; image = 21; scale_factor = 1.410880; x = 798; y = 341
p = 0.932000; confidence = 0.920000; image = 23; scale_factor = 0.472500; x = 1005; y = 395
p = 0.841000; confidence = 0.870000; image = 23; scale_factor = 0.472500; x = 1007; y = 391
p = 0.841000; confidence = 0.880000; image = 23; scale_factor = 0.472500; x = 1007; y = 396
p = 0.948900; confidence = 0.950000; image = 23; scale_factor = 0.567000; x = 1001; y = 398
p = 0.948900; confidence = 0.940000; image = 23; scale_factor = 0.567000; x = 1006; y = 398
p = 0.948900; confidence = 0.970000; image = 23; scale_factor = 0.567000; x = 1007; y = 395
p = 0.948900; confidence = 0.950000; image = 23; scale_factor = 0.567000; x = 1004; y = 397
p = 0.826200; confidence = 0.720000; image = 24; scale_factor = 1.175730; x = 833; y = 322
p = 0.706900; confidence = 0.700000; image = 24; scale_factor = 1.175730; x = 830; y = 322
p = 0.727300; confidence = 0.890000; image = 24; scale_factor = 1.410880; x = 832; y = 323
p = 0.727300; confidence = 0.840000; image = 24; scale_factor = 1.410880; x = 832; y = 321
p = 0.653900; confidence = 0.620000; image = 24; scale_factor = 1.693050; x = 831; y = 319
p = 0.646000; confidence = 0.710000; image = 25; scale_factor = 0.393750; x = 1061; y = 391
p = 0.841000; confidence = 0.850000; image = 25; scale_factor = 0.472500; x = 1068; y = 383
p = 0.713900; confidence = 0.700000; image = 25; scale_factor = 0.472500; x = 1082; y = 395
p = 0.841000; confidence = 0.830000; image = 25; scale_factor = 0.472500; x = 1075; y = 387
p = 0.869500; confidence = 0.720000; image = 25; scale_factor = 0.567000; x = 1078; y = 386
p = 0.771700; confidence = 0.700000; image = 25; scale_factor = 0.567000; x = 1081; y = 383
p = 0.727200; confidence = 0.630000; image = 26; scale_factor = 0.680400; x = 875; y = 342
p = 0.727200; confidence = 0.650000; image = 26; scale_factor = 0.680400; x = 873; y = 379
p = 0.897000; confidence = 0.850000; image = 26; scale_factor = 0.816480; x = 873; y = 378
p = 0.897000; confidence = 0.850000; image = 26; scale_factor = 0.816480; x = 879; y = 380
p = 0.957600; confidence = 0.960000; image = 26; scale_factor = 0.816480; x = 876; y = 376
p = 0.949900; confidence = 0.910000; image = 26; scale_factor = 0.979780; x = 879; y = 373
p = 0.879700; confidence = 0.880000; image = 26; scale_factor = 0.979780; x = 879; y = 370
p = 0.879700; confidence = 0.870000; image = 26; scale_factor = 0.979780; x = 880; y = 371
p = 0.879700; confidence = 0.860000; image = 26; scale_factor = 0.979780; x = 881; y = 371
p = 0.706900; confidence = 0.610000; image = 26; scale_factor = 1.175730; x = 871; y = 368
p = 0.794700; confidence = 0.700000; image = 31; scale_factor = 0.816480; x = 814; y = 304
p = 0.903400; confidence = 0.690000; image = 31; scale_factor = 0.816480; x = 819; y = 303
p = 0.884100; confidence = 0.710000; image = 31; scale_factor = 0.816480; x = 815; y = 302
p = 0.794700; confidence = 0.690000; image = 31; scale_factor = 0.816480; x = 814; y = 305
p = 0.943300; confidence = 0.880000; image = 31; scale_factor = 0.979780; x = 816; y = 304
p = 0.780000; confidence = 0.760000; image = 34; scale_factor = 0.816480; x = 553; y = 398
p = 0.840100; confidence = 0.710000; image = 35; scale_factor = 0.680400; x = 844; y = 358
p = 0.727200; confidence = 0.700000; image = 35; scale_factor = 0.680400; x = 841; y = 361
p = 0.840100; confidence = 0.710000; image = 35; scale_factor = 0.680400; x = 847; y = 360
p = 0.804200; confidence = 0.670000; image = 35; scale_factor = 0.816480; x = 849; y = 359
p = 0.804200; confidence = 0.630000; image = 35; scale_factor = 0.816480; x = 845; y = 363
p = 0.616000; confidence = 0.750000; image = 38; scale_factor = 0.816480; x = 929; y = 407
p = 0.616500; confidence = 0.950000; image = 40; scale_factor = 0.472500; x = 1143; y = 412
p = 0.616500; confidence = 0.920000; image = 40; scale_factor = 0.472500; x = 1147; y = 415
p = 0.616500; confidence = 0.950000; image = 40; scale_factor = 0.472500; x = 1143; y = 409
p = 0.616500; confidence = 0.910000; image = 40; scale_factor = 0.472500; x = 1141; y = 417
p = 0.786300; confidence = 0.920000; image = 45; scale_factor = 0.567000; x = 1060; y = 462
p = 0.706900; confidence = 0.660000; image = 46; scale_factor = 1.175730; x = 826; y = 359
p = 0.826200; confidence = 0.760000; image = 46; scale_factor = 1.175730; x = 835; y = 367
p = 0.826200; confidence = 0.770000; image = 46; scale_factor = 1.175730; x = 834; y = 369
p = 0.748500; confidence = 0.730000; image = 47; scale_factor = 0.979780; x = 676; y = 366
p = 0.601600; confidence = 0.690000; image = 47; scale_factor = 0.979780; x = 675; y = 370
p = 0.601600; confidence = 0.690000; image = 47; scale_factor = 0.979780; x = 670; y = 369
p = 0.748500; confidence = 0.750000; image = 47; scale_factor = 0.979780; x = 668; y = 366
p = 0.602500; confidence = 0.650000; image = 51; scale_factor = 0.472500; x = 823; y = 381
p = 0.813200; confidence = 0.850000; image = 51; scale_factor = 0.567000; x = 826; y = 373
p = 0.813200; confidence = 0.820000; image = 51; scale_factor = 0.567000; x = 829; y = 368
p = 0.801900; confidence = 0.790000; image = 51; scale_factor = 0.567000; x = 826; y = 376
p = 0.801900; confidence = 0.780000; image = 51; scale_factor = 0.567000; x = 822; y = 370
p = 0.849700; confidence = 0.830000; image = 51; scale_factor = 0.680400; x = 822; y = 367
p = 0.840100; confidence = 0.750000; image = 51; scale_factor = 0.680400; x = 822; y = 374
p = 0.849700; confidence = 0.850000; image = 51; scale_factor = 0.680400; x = 831; y = 367
p = 0.894200; confidence = 0.640000; image = 54; scale_factor = 1.175730; x = 462; y = 311
p = 0.934800; confidence = 0.850000; image = 57; scale_factor = 0.816480; x = 1008; y = 380
p = 0.934800; confidence = 0.840000; image = 57; scale_factor = 0.816480; x = 1009; y = 384
p = 0.934800; confidence = 0.870000; image = 57; scale_factor = 0.816480; x = 1008; y = 384
p = 0.968900; confidence = 0.960000; image = 57; scale_factor = 0.979780; x = 1009; y = 381
p = 0.923300; confidence = 0.890000; image = 57; scale_factor = 0.979780; x = 1005; y = 385
p = 0.923300; confidence = 0.860000; image = 57; scale_factor = 0.979780; x = 1004; y = 386
p = 0.798800; confidence = 0.620000; image = 57; scale_factor = 1.175730; x = 999; y = 380
p = 0.896400; confidence = 0.780000; image = 59; scale_factor = 0.680400; x = 1014; y = 346
p = 0.896400; confidence = 0.740000; image = 59; scale_factor = 0.680400; x = 1010; y = 354
p = 0.896400; confidence = 0.730000; image = 59; scale_factor = 0.680400; x = 1008; y = 354
p = 0.934800; confidence = 0.870000; image = 59; scale_factor = 0.816480; x = 1010; y = 348
p = 0.918000; confidence = 0.770000; image = 59; scale_factor = 0.979780; x = 1006; y = 347
p = 0.923300; confidence = 0.860000; image = 59; scale_factor = 0.979780; x = 1017; y = 346
p = 0.930200; confidence = 0.740000; image = 60; scale_factor = 0.816480; x = 958; y = 356
p = 0.930200; confidence = 0.730000; image = 60; scale_factor = 0.816480; x = 961; y = 360
p = 0.850200; confidence = 0.620000; image = 60; scale_factor = 0.979780; x = 954; y = 355
p = 0.918000; confidence = 0.740000; image = 60; scale_factor = 0.979780; x = 957; y = 358
p = 0.770700; confidence = 0.700000; image = 61; scale_factor = 0.979780; x = 1157; y = 382
p = 0.770700; confidence = 0.640000; image = 61; scale_factor = 0.979780; x = 1157; y = 380
p = 0.770700; confidence = 0.700000; image = 61; scale_factor = 0.979780; x = 1151; y = 386
p = 0.770700; confidence = 0.650000; image = 61; scale_factor = 0.979780; x = 1156; y = 384
p = 0.928100; confidence = 0.910000; image = 61; scale_factor = 1.175730; x = 1154; y = 383
p = 0.928100; confidence = 0.910000; image = 61; scale_factor = 1.175730; x = 1154; y = 383
p = 0.928100; confidence = 0.920000; image = 61; scale_factor = 1.175730; x = 1153; y = 384
p = 0.928100; confidence = 0.910000; image = 61; scale_factor = 1.175730; x = 1154; y = 384
p = 0.804200; confidence = 0.620000; image = 64; scale_factor = 0.816480; x = 861; y = 344
p = 0.879700; confidence = 0.890000; image = 64; scale_factor = 0.979780; x = 866; y = 347
p = 0.949900; confidence = 0.900000; image = 64; scale_factor = 0.979780; x = 864; y = 347
p = 0.949900; confidence = 0.900000; image = 64; scale_factor = 0.979780; x = 865; y = 347
p = 0.836400; confidence = 0.850000; image = 64; scale_factor = 1.175730; x = 867; y = 350
p = 0.836400; confidence = 0.860000; image = 64; scale_factor = 1.175730; x = 866; y = 350
p = 0.836400; confidence = 0.840000; image = 64; scale_factor = 1.175730; x = 870; y = 347
p = 0.636900; confidence = 0.810000; image = 65; scale_factor = 1.693050; x = 567; y = 316
p = 0.619800; confidence = 0.770000; image = 65; scale_factor = 1.693050; x = 569; y = 318
p = 0.619800; confidence = 0.790000; image = 65; scale_factor = 1.693050; x = 566; y = 319
p = 0.636900; confidence = 0.820000; image = 65; scale_factor = 1.693050; x = 567; y = 318
p = 0.679000; confidence = 0.860000; image = 67; scale_factor = 1.175730; x = 751; y = 339
p = 0.679000; confidence = 0.840000; image = 67; scale_factor = 1.175730; x = 749; y = 342
p = 0.679000; confidence = 0.870000; image = 67; scale_factor = 1.175730; x = 751; y = 342
p = 0.740800; confidence = 0.900000; image = 67; scale_factor = 1.410880; x = 754; y = 342
p = 0.740800; confidence = 0.910000; image = 67; scale_factor = 1.410880; x = 752; y = 340
p = 0.813200; confidence = 0.840000; image = 69; scale_factor = 0.567000; x = 926; y = 378
p = 0.813200; confidence = 0.830000; image = 69; scale_factor = 0.567000; x = 922; y = 381
p = 0.801900; confidence = 0.790000; image = 69; scale_factor = 0.567000; x = 923; y = 384
p = 0.936100; confidence = 0.930000; image = 69; scale_factor = 0.680400; x = 920; y = 377
p = 0.936100; confidence = 0.930000; image = 69; scale_factor = 0.680400; x = 917; y = 379
p = 0.849700; confidence = 0.890000; image = 69; scale_factor = 0.680400; x = 926; y = 376
p = 0.804200; confidence = 0.700000; image = 69; scale_factor = 0.816480; x = 926; y = 371
p = 0.804200; confidence = 0.700000; image = 69; scale_factor = 0.816480; x = 920; y = 371
p = 0.730800; confidence = 0.920000; image = 70; scale_factor = 0.472500; x = 1032; y = 459
p = 0.730800; confidence = 0.930000; image = 70; scale_factor = 0.472500; x = 1030; y = 457
p = 0.730800; confidence = 0.900000; image = 70; scale_factor = 0.472500; x = 1026; y = 466
p = 0.890100; confidence = 0.730000; image = 71; scale_factor = 0.816480; x = 873; y = 386
p = 0.890100; confidence = 0.750000; image = 71; scale_factor = 0.816480; x = 868; y = 390
p = 0.949900; confidence = 0.920000; image = 71; scale_factor = 0.979780; x = 864; y = 384
p = 0.949900; confidence = 0.900000; image = 71; scale_factor = 0.979780; x = 868; y = 388
p = 0.879700; confidence = 0.890000; image = 71; scale_factor = 0.979780; x = 867; y = 387
p = 0.879700; confidence = 0.810000; image = 71; scale_factor = 0.979780; x = 870; y = 391
p = 0.706900; confidence = 0.650000; image = 71; scale_factor = 1.175730; x = 870; y = 380
p = 0.608300; confidence = 0.900000; image = 74; scale_factor = 0.979780; x = 736; y = 411
p = 0.602500; confidence = 0.640000; image = 80; scale_factor = 0.472500; x = 926; y = 383
p = 0.602500; confidence = 0.620000; image = 80; scale_factor = 0.472500; x = 925; y = 376
p = 0.918600; confidence = 0.950000; image = 80; scale_factor = 0.567000; x = 926; y = 378
p = 0.813200; confidence = 0.850000; image = 80; scale_factor = 0.567000; x = 935; y = 382
p = 0.813200; confidence = 0.890000; image = 80; scale_factor = 0.567000; x = 929; y = 379
p = 0.813200; confidence = 0.890000; image = 80; scale_factor = 0.567000; x = 928; y = 376
p = 0.849700; confidence = 0.890000; image = 80; scale_factor = 0.680400; x = 929; y = 374
p = 0.849700; confidence = 0.880000; image = 80; scale_factor = 0.680400; x = 931; y = 377
p = 0.936100; confidence = 0.920000; image = 80; scale_factor = 0.680400; x = 926; y = 376
p = 0.799700; confidence = 0.620000; image = 80; scale_factor = 0.979780; x = 1009; y = 177
p = 0.799700; confidence = 0.610000; image = 80; scale_factor = 0.979780; x = 1009; y = 179
p = 0.736300; confidence = 0.660000; image = 80; scale_factor = 1.175730; x = 1005; y = 176
p = 0.826200; confidence = 0.720000; image = 81; scale_factor = 1.175730; x = 834; y = 350
p = 0.706900; confidence = 0.700000; image = 81; scale_factor = 1.175730; x = 832; y = 356
p = 0.826200; confidence = 0.730000; image = 81; scale_factor = 1.175730; x = 831; y = 353
p = 0.727300; confidence = 0.820000; image = 81; scale_factor = 1.410880; x = 834; y = 352
p = 0.727300; confidence = 0.810000; image = 81; scale_factor = 1.410880; x = 833; y = 351
p = 0.712600; confidence = 0.740000; image = 81; scale_factor = 1.410880; x = 833; y = 354
p = 0.712600; confidence = 0.770000; image = 81; scale_factor = 1.410880; x = 832; y = 351
p = 0.826200; confidence = 0.750000; image = 83; scale_factor = 1.175730; x = 901; y = 338
p = 0.706900; confidence = 0.700000; image = 83; scale_factor = 1.175730; x = 903; y = 337
p = 0.768000; confidence = 0.620000; image = 83; scale_factor = 1.175730; x = 399; y = 333
p = 0.826200; confidence = 0.720000; image = 83; scale_factor = 1.175730; x = 904; y = 338
p = 0.826200; confidence = 0.750000; image = 83; scale_factor = 1.175730; x = 902; y = 338
p = 0.633300; confidence = 0.640000; image = 83; scale_factor = 1.410880; x = 398; y = 332
p = 0.633300; confidence = 0.680000; image = 83; scale_factor = 1.410880; x = 402; y = 331
p = 0.712600; confidence = 0.740000; image = 83; scale_factor = 1.410880; x = 899; y = 335
p = 0.712600; confidence = 0.770000; image = 83; scale_factor = 1.410880; x = 901; y = 337
p = 0.785400; confidence = 0.640000; image = 86; scale_factor = 0.680400; x = 391; y = 342
p = 0.785400; confidence = 0.650000; image = 86; scale_factor = 0.680400; x = 394; y = 348
p = 0.922800; confidence = 0.890000; image = 86; scale_factor = 0.816480; x = 396; y = 344
p = 0.922800; confidence = 0.860000; image = 86; scale_factor = 0.816480; x = 392; y = 344
p = 0.909400; confidence = 0.890000; image = 86; scale_factor = 0.979780; x = 397; y = 341
p = 0.963000; confidence = 0.920000; image = 86; scale_factor = 0.979780; x = 393; y = 340
p = 0.825600; confidence = 0.700000; image = 86; scale_factor = 0.979780; x = 385; y = 349
p = 0.909400; confidence = 0.820000; image = 86; scale_factor = 0.979780; x = 400; y = 349
p = 0.817400; confidence = 0.760000; image = 90; scale_factor = 1.175730; x = 787; y = 281
p = 0.694400; confidence = 0.670000; image = 90; scale_factor = 1.175730; x = 787; y = 283
p = 0.694400; confidence = 0.660000; image = 90; scale_factor = 1.175730; x = 788; y = 282
p = 0.715300; confidence = 0.870000; image = 90; scale_factor = 1.410880; x = 787; y = 281
p = 0.715300; confidence = 0.840000; image = 90; scale_factor = 1.410880; x = 790; y = 281
p = 0.715300; confidence = 0.850000; image = 90; scale_factor = 1.410880; x = 788; y = 281
p = 0.896700; confidence = 0.760000; image = 91; scale_factor = 1.410880; x = 478; y = 299
p = 0.896700; confidence = 0.780000; image = 91; scale_factor = 1.410880; x = 479; y = 297
p = 0.849500; confidence = 0.740000; image = 91; scale_factor = 1.410880; x = 895; y = 297
p = 0.815000; confidence = 0.700000; image = 91; scale_factor = 1.410880; x = 480; y = 296
p = 0.815000; confidence = 0.690000; image = 91; scale_factor = 1.410880; x = 481; y = 300
p = 0.849500; confidence = 0.740000; image = 91; scale_factor = 1.410880; x = 895; y = 295
p = 0.849500; confidence = 0.730000; image = 91; scale_factor = 1.410880; x = 895; y = 295
p = 0.860400; confidence = 0.870000; image = 91; scale_factor = 1.693050; x = 480; y = 296
p = 0.912100; confidence = 0.930000; image = 91; scale_factor = 1.693050; x = 896; y = 295
p = 0.941100; confidence = 0.900000; image = 91; scale_factor = 1.693050; x = 479; y = 298
p = 0.941100; confidence = 0.920000; image = 91; scale_factor = 1.693050; x = 480; y = 298
p = 0.912100; confidence = 0.930000; image = 91; scale_factor = 1.693050; x = 896; y = 295
p = 0.800200; confidence = 0.860000; image = 91; scale_factor = 1.693050; x = 896; y = 298
p = 0.630000; confidence = 0.630000; image = 91; scale_factor = 2.031660; x = 483; y = 294
p = 0.631500; confidence = 0.730000; image = 92; scale_factor = 0.680400; x = 1073; y = 423
p = 0.631500; confidence = 0.730000; image = 92; scale_factor = 0.680400; x = 1073; y = 423
p = 0.896400; confidence = 0.740000; image = 93; scale_factor = 0.680400; x = 1004; y = 395
p = 0.814400; confidence = 0.680000; image = 93; scale_factor = 0.680400; x = 1007; y = 391
p = 0.973800; confidence = 0.920000; image = 93; scale_factor = 0.816480; x = 1002; y = 395
p = 0.934800; confidence = 0.860000; image = 93; scale_factor = 0.816480; x = 1008; y = 393
p = 0.934800; confidence = 0.870000; image = 93; scale_factor = 0.816480; x = 1005; y = 396
p = 0.871200; confidence = 0.670000; image = 93; scale_factor = 0.816480; x = 1014; y = 398
p = 0.918000; confidence = 0.760000; image = 93; scale_factor = 0.979780; x = 1002; y = 391
p = 0.850200; confidence = 0.650000; image = 93; scale_factor = 0.979780; x = 995; y = 397
p = 0.845700; confidence = 0.920000; image = 98; scale_factor = 1.175730; x = 753; y = 373
p = 0.845700; confidence = 0.970000; image = 98; scale_factor = 1.175730; x = 751; y = 370
p = 0.845700; confidence = 0.920000; image = 98; scale_factor = 1.175730; x = 754; y = 372
p = 0.737700; confidence = 0.770000; image = 99; scale_factor = 0.979780; x = 743; y = 371
p = 0.737700; confidence = 0.740000; image = 99; scale_factor = 0.979780; x = 744; y = 372
p = 0.845700; confidence = 0.940000; image = 99; scale_factor = 1.175730; x = 743; y = 371
p = 0.679000; confidence = 0.870000; image = 99; scale_factor = 1.175730; x = 744; y = 372
p = 0.960200; confidence = 0.900000; image = 101; scale_factor = 0.680400; x = 1067; y = 377
p = 0.903000; confidence = 0.850000; image = 101; scale_factor = 0.680400; x = 1067; y = 385
p = 0.903000; confidence = 0.870000; image = 101; scale_factor = 0.680400; x = 1067; y = 382
p = 0.930200; confidence = 0.760000; image = 101; scale_factor = 0.816480; x = 1069; y = 377
p = 0.930200; confidence = 0.760000; image = 101; scale_factor = 0.816480; x = 1070; y = 384
p = 0.631500; confidence = 0.710000; image = 103; scale_factor = 0.680400; x = 1014; y = 420
p = 0.631500; confidence = 0.710000; image = 103; scale_factor = 0.680400; x = 1023; y = 421
p = 0.631500; confidence = 0.740000; image = 103; scale_factor = 0.680400; x = 1019; y = 421
p = 0.880400; confidence = 0.910000; image = 103; scale_factor = 0.816480; x = 1023; y = 417
p = 0.739600; confidence = 0.850000; image = 103; scale_factor = 0.816480; x = 1022; y = 416
p = 0.880400; confidence = 0.900000; image = 103; scale_factor = 0.816480; x = 1023; y = 419
p = 0.739600; confidence = 0.870000; image = 103; scale_factor = 0.816480; x = 1019; y = 418
p = 0.689100; confidence = 0.710000; image = 103; scale_factor = 0.979780; x = 1023; y = 412
p = 0.689100; confidence = 0.770000; image = 103; scale_factor = 0.979780; x = 1028; y = 420
p = 0.679000; confidence = 0.860000; image = 104; scale_factor = 1.175730; x = 779; y = 373
p = 0.679000; confidence = 0.870000; image = 104; scale_factor = 1.175730; x = 781; y = 373
p = 0.679000; confidence = 0.870000; image = 104; scale_factor = 1.175730; x = 781; y = 376
p = 0.725300; confidence = 0.710000; image = 105; scale_factor = 0.816480; x = 975; y = 441
p = 0.725300; confidence = 0.740000; image = 105; scale_factor = 0.816480; x = 970; y = 440
p = 0.739600; confidence = 0.830000; image = 105; scale_factor = 0.816480; x = 972; y = 438
p = 0.689100; confidence = 0.780000; image = 105; scale_factor = 0.979780; x = 977; y = 435
p = 0.704500; confidence = 0.850000; image = 105; scale_factor = 0.979780; x = 974; y = 441
p = 0.704500; confidence = 0.830000; image = 105; scale_factor = 0.979780; x = 974; y = 440
p = 0.704500; confidence = 0.890000; image = 105; scale_factor = 0.979780; x = 972; y = 440
p = 0.957600; confidence = 0.920000; image = 107; scale_factor = 0.816480; x = 925; y = 398
p = 0.897000; confidence = 0.860000; image = 107; scale_factor = 0.816480; x = 929; y = 399
p = 0.897000; confidence = 0.850000; image = 107; scale_factor = 0.816480; x = 926; y = 396
p = 0.897000; confidence = 0.860000; image = 107; scale_factor = 0.816480; x = 928; y = 396
