p = 0.109600; confidence = 0.500000; image = 300; scale_factor = 0.816480; x = 791; y = 367
p = 0.109600; confidence = 0.500000; image = 309; scale_factor = 1.410880; x = 207; y = 401
p = 0.109600; confidence = 0.500000; image = 309; scale_factor = 2.031660; x = 796; y = 291
p = 0.109600; confidence = 0.520000; image = 310; scale_factor = 0.472500; x = 439; y = 120
p = 0.109600; confidence = 0.500000; image = 310; scale_factor = 0.472500; x = 1168; y = 394
p = 0.109600; confidence = 0.500000; image = 310; scale_factor = 0.567000; x = 437; y = 124
p = 0.550800; confidence = 0.660000; image = 310; scale_factor = 0.567000; x = 1168; y = 389
p = 0.550800; confidence = 0.610000; image = 310; scale_factor = 0.567000; x = 1168; y = 395
p = 0.550800; confidence = 0.640000; image = 310; scale_factor = 0.567000; x = 1168; y = 393
p = 0.109600; confidence = 0.540000; image = 310; scale_factor = 0.816480; x = 1123; y = 258
p = 0.109600; confidence = 0.520000; image = 310; scale_factor = 0.816480; x = 1120; y = 258
p = 0.109600; confidence = 0.570000; image = 310; scale_factor = 0.979780; x = 1118; y = 257
p = 0.109600; confidence = 0.570000; image = 310; scale_factor = 0.979780; x = 1118; y = 257
p = 0.109600; confidence = 0.500000; image = 310; scale_factor = 1.410880; x = 959; y = 437
p = 0.109600; confidence = 0.540000; image = 311; scale_factor = 0.567000; x = 1315; y = 394
p = 0.109600; confidence = 0.510000; image = 311; scale_factor = 0.567000; x = 151; y = 517
p = 0.550800; confidence = 0.660000; image = 311; scale_factor = 0.816480; x = 630; y = 366
p = 0.109600; confidence = 0.530000; image = 311; scale_factor = 0.816480; x = 1312; y = 397
p = 0.109600; confidence = 0.580000; image = 311; scale_factor = 0.816480; x = 632; y = 363
p = 0.109600; confidence = 0.580000; image = 311; scale_factor = 0.816480; x = 1311; y = 397
p = 0.707300; confidence = 0.730000; image = 311; scale_factor = 0.979780; x = 633; y = 362
p = 0.707300; confidence = 0.740000; image = 311; scale_factor = 0.979780; x = 633; y = 357
p = 0.707300; confidence = 0.740000; image = 311; scale_factor = 0.979780; x = 1314; y = 388
p = 0.722200; confidence = 0.800000; image = 311; scale_factor = 0.979780; x = 634; y = 364
p = 0.722200; confidence = 0.820000; image = 311; scale_factor = 0.979780; x = 633; y = 361
p = 0.707300; confidence = 0.730000; image = 311; scale_factor = 0.979780; x = 1313; y = 396
p = 0.109600; confidence = 0.540000; image = 311; scale_factor = 0.979780; x = 1318; y = 387
p = 0.707300; confidence = 0.760000; image = 311; scale_factor = 1.175730; x = 638; y = 354
p = 0.707300; confidence = 0.760000; image = 311; scale_factor = 1.175730; x = 637; y = 357
p = 0.707300; confidence = 0.730000; image = 311; scale_factor = 1.175730; x = 1310; y = 385
p = 0.707300; confidence = 0.720000; image = 311; scale_factor = 1.175730; x = 629; y = 367
p = 0.707300; confidence = 0.720000; image = 311; scale_factor = 1.175730; x = 1308; y = 397
p = 0.550800; confidence = 0.650000; image = 311; scale_factor = 1.410880; x = 628; y = 365
p = 0.550800; confidence = 0.640000; image = 311; scale_factor = 1.410880; x = 627; y = 364
p = 0.550800; confidence = 0.620000; image = 311; scale_factor = 1.410880; x = 1307; y = 386
p = 0.109600; confidence = 0.590000; image = 311; scale_factor = 1.410880; x = 1308; y = 387
p = 0.109600; confidence = 0.510000; image = 311; scale_factor = 1.693050; x = 641; y = 367
p = 0.109600; confidence = 0.500000; image = 311; scale_factor = 2.031660; x = 595; y = 174
p = 0.707300; confidence = 0.780000; image = 312; scale_factor = 0.273440; x = 188; y = 483
p = 0.722200; confidence = 0.840000; image = 312; scale_factor = 0.273440; x = 177; y = 473
p = 0.707300; confidence = 0.780000; image = 312; scale_factor = 0.328120; x = 184; y = 463
p = 0.550800; confidence = 0.700000; image = 312; scale_factor = 0.393750; x = 181; y = 504
p = 0.109600; confidence = 0.520000; image = 312; scale_factor = 0.472500; x = 195; y = 504
p = 0.109600; confidence = 0.500000; image = 313; scale_factor = 2.031660; x = 535; y = 155
p = 0.109600; confidence = 0.530000; image = 313; scale_factor = 2.031660; x = 388; y = 362
p = 0.109600; confidence = 0.530000; image = 314; scale_factor = 0.816480; x = 409; y = 331
p = 0.550800; confidence = 0.680000; image = 314; scale_factor = 0.816480; x = 413; y = 331
p = 0.550800; confidence = 0.690000; image = 314; scale_factor = 0.816480; x = 410; y = 334
p = 0.707300; confidence = 0.730000; image = 314; scale_factor = 0.816480; x = 1225; y = 380
p = 0.722200; confidence = 0.890000; image = 314; scale_factor = 0.979780; x = 414; y = 331
p = 0.707300; confidence = 0.710000; image = 314; scale_factor = 0.979780; x = 422; y = 334
p = 0.870700; confidence = 0.920000; image = 314; scale_factor = 0.979780; x = 1231; y = 381
p = 0.722200; confidence = 0.890000; image = 314; scale_factor = 0.979780; x = 415; y = 334
p = 0.722200; confidence = 0.890000; image = 314; scale_factor = 0.979780; x = 1228; y = 383
p = 0.109600; confidence = 0.510000; image = 314; scale_factor = 0.979780; x = 1284; y = 420
p = 0.707300; confidence = 0.710000; image = 314; scale_factor = 1.175730; x = 416; y = 338
p = 0.109600; confidence = 0.600000; image = 314; scale_factor = 1.175730; x = 416; y = 329
p = 0.550800; confidence = 0.700000; image = 314; scale_factor = 1.175730; x = 421; y = 330
p = 0.550800; confidence = 0.670000; image = 314; scale_factor = 1.175730; x = 1224; y = 381
p = 0.550800; confidence = 0.670000; image = 314; scale_factor = 1.175730; x = 1237; y = 378
p = 0.109600; confidence = 0.500000; image = 314; scale_factor = 1.175730; x = 1284; y = 424
p = 0.109600; confidence = 0.530000; image = 314; scale_factor = 1.410880; x = 405; y = 332
p = 0.109600; confidence = 0.520000; image = 316; scale_factor = 0.816480; x = 268; y = 245
p = 0.109600; confidence = 0.500000; image = 316; scale_factor = 0.979780; x = 1116; y = 483
p = 0.109600; confidence = 0.550000; image = 316; scale_factor = 0.979780; x = 1115; y = 480
p = 0.550800; confidence = 0.650000; image = 316; scale_factor = 1.175730; x = 707; y = 347
p = 0.707300; confidence = 0.740000; image = 316; scale_factor = 1.175730; x = 709; y = 350
p = 0.550800; confidence = 0.690000; image = 316; scale_factor = 1.175730; x = 709; y = 349
p = 0.722200; confidence = 0.800000; image = 316; scale_factor = 1.175730; x = 1009; y = 368
p = 0.707300; confidence = 0.780000; image = 316; scale_factor = 1.175730; x = 1007; y = 367
p = 0.722200; confidence = 0.830000; image = 316; scale_factor = 1.175730; x = 1008; y = 368
p = 0.109600; confidence = 0.560000; image = 316; scale_factor = 1.410880; x = 1078; y = 159
p = 0.870700; confidence = 0.900000; image = 316; scale_factor = 1.410880; x = 707; y = 349
p = 0.870700; confidence = 0.920000; image = 316; scale_factor = 1.410880; x = 1009; y = 366
p = 0.722200; confidence = 0.860000; image = 316; scale_factor = 1.410880; x = 1011; y = 366
p = 0.722200; confidence = 0.860000; image = 316; scale_factor = 1.410880; x = 706; y = 352
p = 0.722200; confidence = 0.870000; image = 316; scale_factor = 1.410880; x = 1005; y = 368
p = 0.870700; confidence = 0.920000; image = 316; scale_factor = 1.410880; x = 1009; y = 366
p = 0.109600; confidence = 0.500000; image = 316; scale_factor = 1.693050; x = 1163; y = 166
p = 0.550800; confidence = 0.680000; image = 316; scale_factor = 1.693050; x = 710; y = 348
p = 0.550800; confidence = 0.670000; image = 316; scale_factor = 1.693050; x = 715; y = 350
p = 0.707300; confidence = 0.730000; image = 316; scale_factor = 1.693050; x = 1009; y = 365
p = 0.550800; confidence = 0.670000; image = 316; scale_factor = 1.693050; x = 1011; y = 363
p = 0.109600; confidence = 0.510000; image = 316; scale_factor = 1.693050; x = 551; y = 427
p = 0.109600; confidence = 0.580000; image = 316; scale_factor = 2.031660; x = 711; y = 346
p = 0.109600; confidence = 0.540000; image = 316; scale_factor = 2.031660; x = 810; y = 352
p = 0.109600; confidence = 0.530000; image = 316; scale_factor = 2.031660; x = 1002; y = 364
p = 0.109600; confidence = 0.550000; image = 316; scale_factor = 2.031660; x = 703; y = 358
p = 0.109600; confidence = 0.580000; image = 316; scale_factor = 2.031660; x = 712; y = 357
p = 0.109600; confidence = 0.500000; image = 317; scale_factor = 2.031660; x = 698; y = 196
p = 0.109600; confidence = 0.580000; image = 317; scale_factor = 2.031660; x = 870; y = 304
p = 0.109600; confidence = 0.530000; image = 317; scale_factor = 2.031660; x = 869; y = 303
p = 0.109600; confidence = 0.510000; image = 318; scale_factor = 0.979780; x = 787; y = 304
p = 0.109600; confidence = 0.510000; image = 318; scale_factor = 0.979780; x = 789; y = 307
p = 0.109600; confidence = 0.500000; image = 318; scale_factor = 1.693050; x = 366; y = 146
p = 0.109600; confidence = 0.510000; image = 318; scale_factor = 2.031660; x = 268; y = 154
p = 0.109600; confidence = 0.530000; image = 318; scale_factor = 2.031660; x = 268; y = 156
p = 0.109600; confidence = 0.530000; image = 318; scale_factor = 2.031660; x = 1043; y = 325
p = 0.109600; confidence = 0.520000; image = 319; scale_factor = 0.393750; x = 1221; y = 381
p = 0.109600; confidence = 0.550000; image = 319; scale_factor = 0.393750; x = 1227; y = 376
p = 0.109600; confidence = 0.540000; image = 319; scale_factor = 0.472500; x = 1223; y = 377
p = 0.550800; confidence = 0.700000; image = 319; scale_factor = 0.567000; x = 591; y = 336
p = 0.550800; confidence = 0.680000; image = 319; scale_factor = 0.567000; x = 590; y = 343
p = 0.722200; confidence = 0.870000; image = 319; scale_factor = 0.567000; x = 1227; y = 373
p = 0.550800; confidence = 0.610000; image = 319; scale_factor = 0.567000; x = 596; y = 340
p = 0.550800; confidence = 0.620000; image = 319; scale_factor = 0.567000; x = 597; y = 339
p = 0.707300; confidence = 0.770000; image = 319; scale_factor = 0.567000; x = 1215; y = 377
p = 0.722200; confidence = 0.850000; image = 319; scale_factor = 0.567000; x = 1227; y = 376
p = 0.722200; confidence = 0.890000; image = 319; scale_factor = 0.680400; x = 597; y = 338
p = 0.870700; confidence = 0.980000; image = 319; scale_factor = 0.680400; x = 1223; y = 374
p = 0.722200; confidence = 0.890000; image = 319; scale_factor = 0.680400; x = 597; y = 341
p = 0.870700; confidence = 0.960000; image = 319; scale_factor = 0.680400; x = 1227; y = 371
p = 0.870700; confidence = 0.970000; image = 319; scale_factor = 0.680400; x = 1227; y = 371
p = 0.722200; confidence = 0.880000; image = 319; scale_factor = 0.816480; x = 599; y = 338
p = 0.870700; confidence = 0.900000; image = 319; scale_factor = 0.816480; x = 593; y = 345
p = 0.707300; confidence = 0.780000; image = 319; scale_factor = 0.816480; x = 1215; y = 370
p = 0.707300; confidence = 0.720000; image = 319; scale_factor = 0.816480; x = 1221; y = 367
p = 0.550800; confidence = 0.670000; image = 319; scale_factor = 0.979780; x = 591; y = 331
p = 0.550800; confidence = 0.630000; image = 319; scale_factor = 0.979780; x = 584; y = 332
p = 0.109600; confidence = 0.580000; image = 319; scale_factor = 0.979780; x = 581; y = 347
p = 0.109600; confidence = 0.560000; image = 319; scale_factor = 0.979780; x = 1214; y = 369
p = 0.109600; confidence = 0.590000; image = 319; scale_factor = 0.979780; x = 1236; y = 370
p = 0.109600; confidence = 0.510000; image = 319; scale_factor = 1.693050; x = 379; y = 102
p = 0.109600; confidence = 0.580000; image = 319; scale_factor = 1.693050; x = 622; y = 250
p = 0.109600; confidence = 0.500000; image = 320; scale_factor = 0.979780; x = 1282; y = 491
p = 0.109600; confidence = 0.520000; image = 320; scale_factor = 1.175730; x = 1268; y = 223
p = 0.109600; confidence = 0.510000; image = 320; scale_factor = 1.410880; x = 1269; y = 221
p = 0.109600; confidence = 0.500000; image = 320; scale_factor = 1.693050; x = 391; y = 236
p = 0.109600; confidence = 0.530000; image = 320; scale_factor = 1.693050; x = 1259; y = 228
p = 0.109600; confidence = 0.510000; image = 320; scale_factor = 1.693050; x = 1347; y = 408
p = 0.109600; confidence = 0.500000; image = 320; scale_factor = 2.031660; x = 596; y = 116
p = 0.109600; confidence = 0.540000; image = 320; scale_factor = 2.031660; x = 450; y = 387
p = 0.109600; confidence = 0.510000; image = 321; scale_factor = 0.816480; x = 1311; y = 582
p = 0.109600; confidence = 0.510000; image = 321; scale_factor = 1.410880; x = 162; y = 231
p = 0.109600; confidence = 0.550000; image = 321; scale_factor = 1.693050; x = 388; y = 138
p = 0.109600; confidence = 0.510000; image = 321; scale_factor = 1.693050; x = 387; y = 136
p = 0.109600; confidence = 0.510000; image = 321; scale_factor = 1.693050; x = 299; y = 151
p = 0.109600; confidence = 0.540000; image = 321; scale_factor = 2.031660; x = 296; y = 151
p = 0.109600; confidence = 0.520000; image = 321; scale_factor = 2.031660; x = 389; y = 137
p = 0.109600; confidence = 0.570000; image = 322; scale_factor = 0.567000; x = 368; y = 373
p = 0.870700; confidence = 0.900000; image = 322; scale_factor = 0.680400; x = 359; y = 373
p = 0.707300; confidence = 0.780000; image = 322; scale_factor = 0.680400; x = 362; y = 364
