p = 0.991600; confidence = 0.850000; image = 5; scale_factor = 0.816480; x = 187; y = 269
p = 0.989100; confidence = 0.750000; image = 10; scale_factor = 2.031660; x = 1142; y = 321
p = 0.989100; confidence = 0.730000; image = 10; scale_factor = 2.031660; x = 1101; y = 328
p = 0.989100; confidence = 0.750000; image = 10; scale_factor = 2.031660; x = 1126; y = 335
p = 0.989200; confidence = 0.720000; image = 11; scale_factor = 0.979780; x = 858; y = 261
p = 0.989900; confidence = 0.820000; image = 11; scale_factor = 0.979780; x = 854; y = 295
p = 0.989200; confidence = 0.780000; image = 11; scale_factor = 0.979780; x = 857; y = 297
p = 0.989200; confidence = 0.730000; image = 11; scale_factor = 1.175730; x = 859; y = 295
p = 0.984100; confidence = 0.800000; image = 11; scale_factor = 1.410880; x = 1294; y = 353
p = 0.982900; confidence = 0.740000; image = 11; scale_factor = 1.410880; x = 1250; y = 429
p = 0.984100; confidence = 0.800000; image = 11; scale_factor = 1.410880; x = 1287; y = 367
p = 0.982900; confidence = 0.760000; image = 11; scale_factor = 1.410880; x = 1272; y = 468
p = 0.982900; confidence = 0.710000; image = 11; scale_factor = 1.410880; x = 1233; y = 502
p = 0.982900; confidence = 0.750000; image = 11; scale_factor = 1.410880; x = 1283; y = 535
p = 0.989100; confidence = 0.740000; image = 11; scale_factor = 1.693050; x = 1212; y = 433
p = 0.989100; confidence = 0.720000; image = 13; scale_factor = 0.680400; x = 1150; y = 226
p = 0.993400; confidence = 0.810000; image = 13; scale_factor = 0.816480; x = 499; y = 233
p = 0.989800; confidence = 0.820000; image = 13; scale_factor = 0.816480; x = 1147; y = 221
p = 0.989800; confidence = 0.890000; image = 13; scale_factor = 0.816480; x = 1153; y = 217
p = 0.992900; confidence = 0.740000; image = 13; scale_factor = 0.816480; x = 502; y = 239
p = 1.000000; confidence = 0.910000; image = 13; scale_factor = 0.979780; x = 495; y = 237
p = 0.993400; confidence = 0.870000; image = 13; scale_factor = 0.979780; x = 501; y = 237
p = 1.000000; confidence = 0.920000; image = 13; scale_factor = 0.979780; x = 1146; y = 220
p = 1.000000; confidence = 0.910000; image = 13; scale_factor = 0.979780; x = 1149; y = 216
p = 0.993400; confidence = 0.890000; image = 13; scale_factor = 0.979780; x = 500; y = 233
p = 1.000000; confidence = 0.930000; image = 13; scale_factor = 0.979780; x = 1148; y = 219
p = 0.992600; confidence = 0.710000; image = 15; scale_factor = 1.410880; x = 405; y = 216
p = 0.992600; confidence = 0.710000; image = 15; scale_factor = 1.410880; x = 400; y = 218
p = 0.989200; confidence = 0.730000; image = 17; scale_factor = 1.693050; x = 844; y = 311
p = 0.989200; confidence = 0.750000; image = 20; scale_factor = 1.175730; x = 880; y = 358
p = 0.989200; confidence = 0.740000; image = 20; scale_factor = 1.175730; x = 875; y = 356
p = 1.000000; confidence = 0.940000; image = 21; scale_factor = 1.175730; x = 795; y = 342
p = 0.969400; confidence = 0.760000; image = 21; scale_factor = 1.175730; x = 800; y = 338
p = 0.971400; confidence = 0.860000; image = 21; scale_factor = 1.175730; x = 796; y = 343
p = 1.000000; confidence = 0.940000; image = 21; scale_factor = 1.175730; x = 796; y = 342
p = 0.971400; confidence = 0.860000; image = 21; scale_factor = 1.410880; x = 797; y = 346
p = 0.969400; confidence = 0.710000; image = 21; scale_factor = 1.410880; x = 795; y = 341
p = 1.000000; confidence = 0.920000; image = 21; scale_factor = 1.410880; x = 798; y = 341
p = 1.000000; confidence = 0.920000; image = 23; scale_factor = 0.472500; x = 1005; y = 395
p = 0.993700; confidence = 0.870000; image = 23; scale_factor = 0.472500; x = 1007; y = 391
p = 0.993300; confidence = 0.760000; image = 23; scale_factor = 0.472500; x = 994; y = 404
p = 0.993700; confidence = 0.880000; image = 23; scale_factor = 0.472500; x = 1007; y = 396
p = 1.000000; confidence = 0.950000; image = 23; scale_factor = 0.567000; x = 1001; y = 398
p = 1.000000; confidence = 0.940000; image = 23; scale_factor = 0.567000; x = 1006; y = 398
p = 1.000000; confidence = 0.970000; image = 23; scale_factor = 0.567000; x = 1007; y = 395
p = 1.000000; confidence = 0.950000; image = 23; scale_factor = 0.567000; x = 1004; y = 397
p = 0.989200; confidence = 0.720000; image = 24; scale_factor = 1.175730; x = 833; y = 322
p = 0.989900; confidence = 0.890000; image = 24; scale_factor = 1.410880; x = 832; y = 323
p = 0.989900; confidence = 0.840000; image = 24; scale_factor = 1.410880; x = 832; y = 321
p = 0.993300; confidence = 0.710000; image = 25; scale_factor = 0.393750; x = 1061; y = 391
p = 0.993700; confidence = 0.850000; image = 25; scale_factor = 0.472500; x = 1068; y = 383
p = 0.993700; confidence = 0.830000; image = 25; scale_factor = 0.472500; x = 1075; y = 387
p = 0.993300; confidence = 0.720000; image = 25; scale_factor = 0.567000; x = 1078; y = 386
p = 0.989900; confidence = 0.850000; image = 26; scale_factor = 0.816480; x = 873; y = 378
p = 0.989900; confidence = 0.850000; image = 26; scale_factor = 0.816480; x = 879; y = 380
p = 1.000000; confidence = 0.960000; image = 26; scale_factor = 0.816480; x = 876; y = 376
p = 1.000000; confidence = 0.910000; image = 26; scale_factor = 0.979780; x = 879; y = 373
p = 0.989900; confidence = 0.880000; image = 26; scale_factor = 0.979780; x = 879; y = 370
p = 0.989900; confidence = 0.870000; image = 26; scale_factor = 0.979780; x = 880; y = 371
p = 0.989900; confidence = 0.860000; image = 26; scale_factor = 0.979780; x = 881; y = 371
p = 0.984100; confidence = 0.840000; image = 30; scale_factor = 0.472500; x = 1255; y = 453
p = 0.982900; confidence = 0.770000; image = 30; scale_factor = 0.472500; x = 1242; y = 457
p = 0.984100; confidence = 0.830000; image = 30; scale_factor = 0.472500; x = 1259; y = 453
p = 0.982900; confidence = 0.740000; image = 30; scale_factor = 0.567000; x = 1246; y = 464
p = 0.969400; confidence = 0.710000; image = 31; scale_factor = 0.816480; x = 815; y = 302
p = 0.989900; confidence = 0.880000; image = 31; scale_factor = 0.979780; x = 816; y = 304
p = 0.976300; confidence = 0.710000; image = 34; scale_factor = 0.567000; x = 550; y = 403
p = 0.977800; confidence = 0.890000; image = 34; scale_factor = 0.680400; x = 545; y = 408
p = 1.000000; confidence = 0.910000; image = 34; scale_factor = 0.680400; x = 548; y = 408
p = 0.977800; confidence = 0.840000; image = 34; scale_factor = 0.816480; x = 552; y = 402
p = 0.976300; confidence = 0.760000; image = 34; scale_factor = 0.816480; x = 553; y = 398
p = 0.989200; confidence = 0.710000; image = 35; scale_factor = 0.680400; x = 844; y = 358
p = 0.989200; confidence = 0.710000; image = 35; scale_factor = 0.680400; x = 847; y = 360
p = 0.989200; confidence = 0.750000; image = 38; scale_factor = 0.816480; x = 929; y = 407
p = 0.989800; confidence = 0.860000; image = 40; scale_factor = 0.393750; x = 1139; y = 414
p = 1.000000; confidence = 0.900000; image = 40; scale_factor = 0.393750; x = 1140; y = 409
p = 1.000000; confidence = 0.950000; image = 40; scale_factor = 0.472500; x = 1143; y = 412
p = 1.000000; confidence = 0.920000; image = 40; scale_factor = 0.472500; x = 1147; y = 415
p = 1.000000; confidence = 0.950000; image = 40; scale_factor = 0.472500; x = 1143; y = 409
p = 1.000000; confidence = 0.910000; image = 40; scale_factor = 0.472500; x = 1141; y = 417
p = 1.000000; confidence = 0.920000; image = 45; scale_factor = 0.567000; x = 1060; y = 462
p = 0.989200; confidence = 0.760000; image = 46; scale_factor = 1.175730; x = 835; y = 367
p = 0.989200; confidence = 0.770000; image = 46; scale_factor = 1.175730; x = 834; y = 369
p = 0.976300; confidence = 0.730000; image = 47; scale_factor = 0.979780; x = 676; y = 366
p = 0.976300; confidence = 0.750000; image = 47; scale_factor = 0.979780; x = 668; y = 366
p = 0.989900; confidence = 0.850000; image = 51; scale_factor = 0.567000; x = 826; y = 373
p = 0.989900; confidence = 0.820000; image = 51; scale_factor = 0.567000; x = 829; y = 368
p = 0.989200; confidence = 0.790000; image = 51; scale_factor = 0.567000; x = 826; y = 376
p = 0.989200; confidence = 0.780000; image = 51; scale_factor = 0.567000; x = 822; y = 370
p = 0.989900; confidence = 0.830000; image = 51; scale_factor = 0.680400; x = 822; y = 367
p = 0.989200; confidence = 0.750000; image = 51; scale_factor = 0.680400; x = 822; y = 374
p = 0.989900; confidence = 0.850000; image = 51; scale_factor = 0.680400; x = 831; y = 367
p = 0.993700; confidence = 0.850000; image = 57; scale_factor = 0.816480; x = 1008; y = 380
p = 0.993700; confidence = 0.840000; image = 57; scale_factor = 0.816480; x = 1009; y = 384
p = 0.993700; confidence = 0.870000; image = 57; scale_factor = 0.816480; x = 1008; y = 384
p = 1.000000; confidence = 0.960000; image = 57; scale_factor = 0.979780; x = 1009; y = 381
p = 0.993700; confidence = 0.890000; image = 57; scale_factor = 0.979780; x = 1005; y = 385
p = 0.993700; confidence = 0.860000; image = 57; scale_factor = 0.979780; x = 1004; y = 386
p = 0.993300; confidence = 0.780000; image = 59; scale_factor = 0.680400; x = 1014; y = 346
p = 0.993300; confidence = 0.740000; image = 59; scale_factor = 0.680400; x = 1010; y = 354
p = 0.993300; confidence = 0.730000; image = 59; scale_factor = 0.680400; x = 1008; y = 354
p = 0.993700; confidence = 0.870000; image = 59; scale_factor = 0.816480; x = 1010; y = 348
p = 0.993300; confidence = 0.770000; image = 59; scale_factor = 0.979780; x = 1006; y = 347
p = 0.993700; confidence = 0.860000; image = 59; scale_factor = 0.979780; x = 1017; y = 346
p = 0.993300; confidence = 0.740000; image = 60; scale_factor = 0.816480; x = 958; y = 356
p = 0.993300; confidence = 0.730000; image = 60; scale_factor = 0.816480; x = 961; y = 360
p = 0.993300; confidence = 0.740000; image = 60; scale_factor = 0.979780; x = 957; y = 358
p = 1.000000; confidence = 0.910000; image = 61; scale_factor = 1.175730; x = 1154; y = 383
p = 1.000000; confidence = 0.910000; image = 61; scale_factor = 1.175730; x = 1154; y = 383
p = 1.000000; confidence = 0.920000; image = 61; scale_factor = 1.175730; x = 1153; y = 384
p = 1.000000; confidence = 0.910000; image = 61; scale_factor = 1.175730; x = 1154; y = 384
p = 0.989900; confidence = 0.890000; image = 64; scale_factor = 0.979780; x = 866; y = 347
p = 1.000000; confidence = 0.900000; image = 64; scale_factor = 0.979780; x = 864; y = 347
p = 1.000000; confidence = 0.900000; image = 64; scale_factor = 0.979780; x = 865; y = 347
p = 0.989900; confidence = 0.850000; image = 64; scale_factor = 1.175730; x = 867; y = 350
p = 0.989900; confidence = 0.860000; image = 64; scale_factor = 1.175730; x = 866; y = 350
p = 0.989900; confidence = 0.840000; image = 64; scale_factor = 1.175730; x = 870; y = 347
p = 0.977800; confidence = 0.810000; image = 65; scale_factor = 1.693050; x = 567; y = 316
p = 0.976300; confidence = 0.770000; image = 65; scale_factor = 1.693050; x = 569; y = 318
p = 0.976300; confidence = 0.790000; image = 65; scale_factor = 1.693050; x = 566; y = 319
p = 0.977800; confidence = 0.820000; image = 65; scale_factor = 1.693050; x = 567; y = 318
p = 0.971400; confidence = 0.860000; image = 67; scale_factor = 1.175730; x = 751; y = 339
p = 0.971400; confidence = 0.840000; image = 67; scale_factor = 1.175730; x = 749; y = 342
p = 0.971400; confidence = 0.870000; image = 67; scale_factor = 1.175730; x = 751; y = 342
p = 0.971400; confidence = 0.880000; image = 67; scale_factor = 1.410880; x = 753; y = 343
p = 1.000000; confidence = 0.900000; image = 67; scale_factor = 1.410880; x = 754; y = 342
p = 0.971400; confidence = 0.890000; image = 67; scale_factor = 1.410880; x = 749; y = 342
p = 1.000000; confidence = 0.910000; image = 67; scale_factor = 1.410880; x = 752; y = 340
p = 0.989800; confidence = 0.850000; image = 68; scale_factor = 0.328120; x = 1122; y = 503
p = 0.989100; confidence = 0.790000; image = 68; scale_factor = 0.328120; x = 1117; y = 500
p = 0.989800; confidence = 0.820000; image = 68; scale_factor = 0.328120; x = 1126; y = 498
p = 0.989800; confidence = 0.870000; image = 68; scale_factor = 0.393750; x = 1137; y = 505
p = 0.989800; confidence = 0.870000; image = 68; scale_factor = 0.393750; x = 1138; y = 495
p = 1.000000; confidence = 0.930000; image = 68; scale_factor = 0.393750; x = 1124; y = 499
p = 0.989800; confidence = 0.870000; image = 68; scale_factor = 0.393750; x = 1133; y = 509
p = 0.989100; confidence = 0.720000; image = 68; scale_factor = 0.472500; x = 1138; y = 495
p = 0.989900; confidence = 0.840000; image = 69; scale_factor = 0.567000; x = 926; y = 378
p = 0.989900; confidence = 0.830000; image = 69; scale_factor = 0.567000; x = 922; y = 381
p = 0.989200; confidence = 0.790000; image = 69; scale_factor = 0.567000; x = 923; y = 384
p = 1.000000; confidence = 0.930000; image = 69; scale_factor = 0.680400; x = 920; y = 377
p = 1.000000; confidence = 0.930000; image = 69; scale_factor = 0.680400; x = 917; y = 379
p = 0.989900; confidence = 0.890000; image = 69; scale_factor = 0.680400; x = 926; y = 376
p = 0.993300; confidence = 0.720000; image = 70; scale_factor = 0.393750; x = 1030; y = 460
p = 1.000000; confidence = 0.920000; image = 70; scale_factor = 0.472500; x = 1032; y = 459
p = 1.000000; confidence = 0.930000; image = 70; scale_factor = 0.472500; x = 1030; y = 457
p = 1.000000; confidence = 0.900000; image = 70; scale_factor = 0.472500; x = 1026; y = 466
p = 0.993700; confidence = 0.810000; image = 70; scale_factor = 0.567000; x = 1041; y = 469
p = 0.989200; confidence = 0.730000; image = 71; scale_factor = 0.816480; x = 873; y = 386
p = 0.989200; confidence = 0.750000; image = 71; scale_factor = 0.816480; x = 868; y = 390
p = 1.000000; confidence = 0.920000; image = 71; scale_factor = 0.979780; x = 864; y = 384
p = 1.000000; confidence = 0.900000; image = 71; scale_factor = 0.979780; x = 868; y = 388
p = 0.989900; confidence = 0.890000; image = 71; scale_factor = 0.979780; x = 867; y = 387
p = 0.989900; confidence = 0.810000; image = 71; scale_factor = 0.979780; x = 870; y = 391
p = 0.971400; confidence = 0.840000; image = 74; scale_factor = 0.816480; x = 733; y = 410
p = 0.971400; confidence = 0.810000; image = 74; scale_factor = 0.816480; x = 731; y = 414
p = 0.971400; confidence = 0.890000; image = 74; scale_factor = 0.979780; x = 733; y = 408
p = 1.000000; confidence = 0.900000; image = 74; scale_factor = 0.979780; x = 736; y = 411
p = 0.971400; confidence = 0.850000; image = 74; scale_factor = 0.979780; x = 734; y = 418
p = 1.000000; confidence = 0.950000; image = 80; scale_factor = 0.567000; x = 926; y = 378
p = 0.989900; confidence = 0.850000; image = 80; scale_factor = 0.567000; x = 935; y = 382
p = 0.989900; confidence = 0.890000; image = 80; scale_factor = 0.567000; x = 929; y = 379
p = 0.989900; confidence = 0.890000; image = 80; scale_factor = 0.567000; x = 928; y = 376
p = 0.989900; confidence = 0.890000; image = 80; scale_factor = 0.680400; x = 929; y = 374
p = 0.989900; confidence = 0.880000; image = 80; scale_factor = 0.680400; x = 931; y = 377
p = 1.000000; confidence = 0.920000; image = 80; scale_factor = 0.680400; x = 926; y = 376
p = 0.989200; confidence = 0.720000; image = 81; scale_factor = 1.175730; x = 834; y = 350
p = 0.989200; confidence = 0.730000; image = 81; scale_factor = 1.175730; x = 831; y = 353
p = 0.989900; confidence = 0.820000; image = 81; scale_factor = 1.410880; x = 834; y = 352
p = 0.989900; confidence = 0.810000; image = 81; scale_factor = 1.410880; x = 833; y = 351
p = 0.989200; confidence = 0.740000; image = 81; scale_factor = 1.410880; x = 833; y = 354
p = 0.989200; confidence = 0.770000; image = 81; scale_factor = 1.410880; x = 832; y = 351
p = 0.989200; confidence = 0.750000; image = 83; scale_factor = 1.175730; x = 901; y = 338
p = 0.989200; confidence = 0.720000; image = 83; scale_factor = 1.175730; x = 904; y = 338
p = 0.989200; confidence = 0.750000; image = 83; scale_factor = 1.175730; x = 902; y = 338
p = 0.989200; confidence = 0.740000; image = 83; scale_factor = 1.410880; x = 899; y = 335
p = 0.989200; confidence = 0.770000; image = 83; scale_factor = 1.410880; x = 901; y = 337
p = 0.993100; confidence = 0.890000; image = 86; scale_factor = 0.816480; x = 396; y = 344
p = 0.993100; confidence = 0.860000; image = 86; scale_factor = 0.816480; x = 392; y = 344
p = 0.993100; confidence = 0.890000; image = 86; scale_factor = 0.979780; x = 397; y = 341
p = 1.000000; confidence = 0.920000; image = 86; scale_factor = 0.979780; x = 393; y = 340
p = 0.993100; confidence = 0.820000; image = 86; scale_factor = 0.979780; x = 400; y = 349
p = 0.969400; confidence = 0.760000; image = 90; scale_factor = 1.175730; x = 787; y = 281
p = 0.971400; confidence = 0.870000; image = 90; scale_factor = 1.410880; x = 787; y = 281
p = 0.971400; confidence = 0.840000; image = 90; scale_factor = 1.410880; x = 790; y = 281
p = 0.971400; confidence = 0.850000; image = 90; scale_factor = 1.410880; x = 788; y = 281
p = 0.992900; confidence = 0.760000; image = 91; scale_factor = 1.410880; x = 478; y = 299
p = 0.992900; confidence = 0.780000; image = 91; scale_factor = 1.410880; x = 479; y = 297
p = 0.989200; confidence = 0.740000; image = 91; scale_factor = 1.410880; x = 895; y = 297
p = 0.989200; confidence = 0.740000; image = 91; scale_factor = 1.410880; x = 895; y = 295
p = 0.989200; confidence = 0.730000; image = 91; scale_factor = 1.410880; x = 895; y = 295
p = 0.993400; confidence = 0.870000; image = 91; scale_factor = 1.693050; x = 480; y = 296
p = 1.000000; confidence = 0.930000; image = 91; scale_factor = 1.693050; x = 896; y = 295
p = 1.000000; confidence = 0.900000; image = 91; scale_factor = 1.693050; x = 479; y = 298
p = 1.000000; confidence = 0.920000; image = 91; scale_factor = 1.693050; x = 480; y = 298
p = 1.000000; confidence = 0.930000; image = 91; scale_factor = 1.693050; x = 896; y = 295
p = 0.989900; confidence = 0.860000; image = 91; scale_factor = 1.693050; x = 896; y = 298
p = 0.993300; confidence = 0.730000; image = 92; scale_factor = 0.680400; x = 1073; y = 423
p = 0.993300; confidence = 0.730000; image = 92; scale_factor = 0.680400; x = 1073; y = 423
p = 0.993300; confidence = 0.740000; image = 93; scale_factor = 0.680400; x = 1004; y = 395
p = 1.000000; confidence = 0.920000; image = 93; scale_factor = 0.816480; x = 1002; y = 395
p = 0.993700; confidence = 0.860000; image = 93; scale_factor = 0.816480; x = 1008; y = 393
p = 0.993700; confidence = 0.870000; image = 93; scale_factor = 0.816480; x = 1005; y = 396
p = 0.993300; confidence = 0.760000; image = 93; scale_factor = 0.979780; x = 1002; y = 391
p = 1.000000; confidence = 0.920000; image = 98; scale_factor = 1.175730; x = 753; y = 373
p = 1.000000; confidence = 0.970000; image = 98; scale_factor = 1.175730; x = 751; y = 370
p = 1.000000; confidence = 0.920000; image = 98; scale_factor = 1.175730; x = 754; y = 372
p = 0.969400; confidence = 0.760000; image = 98; scale_factor = 1.410880; x = 750; y = 370
p = 0.969400; confidence = 0.780000; image = 98; scale_factor = 1.410880; x = 753; y = 370
p = 0.971400; confidence = 0.860000; image = 98; scale_factor = 1.410880; x = 753; y = 369
p = 0.969400; confidence = 0.770000; image = 99; scale_factor = 0.979780; x = 743; y = 371
p = 0.969400; confidence = 0.740000; image = 99; scale_factor = 0.979780; x = 744; y = 372
p = 1.000000; confidence = 0.940000; image = 99; scale_factor = 1.175730; x = 743; y = 371
p = 0.971400; confidence = 0.870000; image = 99; scale_factor = 1.175730; x = 744; y = 372
p = 1.000000; confidence = 0.900000; image = 101; scale_factor = 0.680400; x = 1067; y = 377
p = 0.993700; confidence = 0.850000; image = 101; scale_factor = 0.680400; x = 1067; y = 385
p = 0.993700; confidence = 0.870000; image = 101; scale_factor = 0.680400; x = 1067; y = 382
p = 0.993300; confidence = 0.760000; image = 101; scale_factor = 0.816480; x = 1069; y = 377
p = 0.993300; confidence = 0.760000; image = 101; scale_factor = 0.816480; x = 1070; y = 384
p = 0.993300; confidence = 0.710000; image = 103; scale_factor = 0.680400; x = 1014; y = 420
p = 0.993300; confidence = 0.710000; image = 103; scale_factor = 0.680400; x = 1023; y = 421
p = 0.993300; confidence = 0.740000; image = 103; scale_factor = 0.680400; x = 1019; y = 421
p = 1.000000; confidence = 0.910000; image = 103; scale_factor = 0.816480; x = 1023; y = 417
p = 0.993700; confidence = 0.850000; image = 103; scale_factor = 0.816480; x = 1022; y = 416
p = 1.000000; confidence = 0.900000; image = 103; scale_factor = 0.816480; x = 1023; y = 419
p = 0.993700; confidence = 0.870000; image = 103; scale_factor = 0.816480; x = 1019; y = 418
p = 0.993300; confidence = 0.710000; image = 103; scale_factor = 0.979780; x = 1023; y = 412
p = 0.993300; confidence = 0.770000; image = 103; scale_factor = 0.979780; x = 1028; y = 420
p = 0.971400; confidence = 0.860000; image = 104; scale_factor = 1.175730; x = 779; y = 373
p = 0.971400; confidence = 0.870000; image = 104; scale_factor = 1.175730; x = 781; y = 373
p = 0.971400; confidence = 0.870000; image = 104; scale_factor = 1.175730; x = 781; y = 376
p = 0.969400; confidence = 0.780000; image = 104; scale_factor = 1.410880; x = 777; y = 374
p = 0.993300; confidence = 0.710000; image = 105; scale_factor = 0.816480; x = 975; y = 441
p = 0.993300; confidence = 0.740000; image = 105; scale_factor = 0.816480; x = 970; y = 440
p = 0.993700; confidence = 0.830000; image = 105; scale_factor = 0.816480; x = 972; y = 438
p = 0.993300; confidence = 0.780000; image = 105; scale_factor = 0.979780; x = 977; y = 435
p = 0.993700; confidence = 0.850000; image = 105; scale_factor = 0.979780; x = 974; y = 441
p = 0.993700; confidence = 0.830000; image = 105; scale_factor = 0.979780; x = 974; y = 440
p = 0.993700; confidence = 0.890000; image = 105; scale_factor = 0.979780; x = 972; y = 440
p = 0.989900; confidence = 0.840000; image = 106; scale_factor = 0.979780; x = 885; y = 415
p = 0.989900; confidence = 0.820000; image = 106; scale_factor = 0.979780; x = 887; y = 414
p = 1.000000; confidence = 0.920000; image = 107; scale_factor = 0.816480; x = 925; y = 398
p = 0.989900; confidence = 0.860000; image = 107; scale_factor = 0.816480; x = 929; y = 399
p = 0.989900; confidence = 0.850000; image = 107; scale_factor = 0.816480; x = 926; y = 396
p = 0.989900; confidence = 0.860000; image = 107; scale_factor = 0.816480; x = 928; y = 396
p = 0.989900; confidence = 0.820000; image = 107; scale_factor = 0.979780; x = 926; y = 393
p = 1.000000; confidence = 0.900000; image = 107; scale_factor = 0.979780; x = 926; y = 402
p = 0.989900; confidence = 0.820000; image = 107; scale_factor = 0.979780; x = 932; y = 401
p = 0.989800; confidence = 0.870000; image = 110; scale_factor = 0.393750; x = 1124; y = 564
p = 0.989800; confidence = 0.860000; image = 110; scale_factor = 0.393750; x = 1120; y = 564
p = 0.989800; confidence = 0.870000; image = 110; scale_factor = 0.393750; x = 1124; y = 560
p = 0.989800; confidence = 0.880000; image = 110; scale_factor = 0.393750; x = 1128; y = 565
p = 0.993300; confidence = 0.730000; image = 112; scale_factor = 0.472500; x = 956; y = 415
p = 0.993700; confidence = 0.860000; image = 112; scale_factor = 0.567000; x = 954; y = 416
p = 0.993700; confidence = 0.830000; image = 112; scale_factor = 0.567000; x = 963; y = 412
p = 1.000000; confidence = 0.910000; image = 112; scale_factor = 0.567000; x = 957; y = 411
p = 0.993700; confidence = 0.840000; image = 112; scale_factor = 0.567000; x = 961; y = 414
p = 0.989200; confidence = 0.750000; image = 112; scale_factor = 0.680400; x = 950; y = 413
p = 0.989200; confidence = 0.750000; image = 112; scale_factor = 0.680400; x = 947; y = 411
p = 0.971400; confidence = 0.830000; image = 114; scale_factor = 0.680400; x = 798; y = 466
p = 0.971400; confidence = 0.870000; image = 114; scale_factor = 0.680400; x = 807; y = 468
p = 0.971400; confidence = 0.870000; image = 114; scale_factor = 0.680400; x = 806; y = 466
p = 0.971400; confidence = 0.840000; image = 114; scale_factor = 0.680400; x = 807; y = 470
p = 0.969400; confidence = 0.760000; image = 114; scale_factor = 0.816480; x = 812; y = 462
p = 0.989200; confidence = 0.720000; image = 116; scale_factor = 0.567000; x = 851; y = 442
p = 0.989200; confidence = 0.770000; image = 116; scale_factor = 0.567000; x = 846; y = 437
p = 0.989200; confidence = 0.760000; image = 116; scale_factor = 0.567000; x = 844; y = 443
p = 1.000000; confidence = 0.920000; image = 116; scale_factor = 0.680400; x = 844; y = 439
p = 1.000000; confidence = 0.920000; image = 116; scale_factor = 0.680400; x = 842; y = 441
p = 0.989200; confidence = 0.790000; image = 116; scale_factor = 0.680400; x = 836; y = 445
p = 0.989900; confidence = 0.870000; image = 116; scale_factor = 0.680400; x = 845; y = 439
p = 0.989200; confidence = 0.730000; image = 117; scale_factor = 1.175730; x = 848; y = 351
p = 0.989200; confidence = 0.710000; image = 117; scale_factor = 1.175730; x = 847; y = 356
p = 0.989900; confidence = 0.830000; image = 117; scale_factor = 1.410880; x = 844; y = 352
p = 1.000000; confidence = 0.950000; image = 117; scale_factor = 1.410880; x = 848; y = 353
