p = 0.399800; confidence = 0.710000; image = 1; scale_factor = 0.567000; x = 124; y = 315
p = 0.887800; confidence = 0.870000; image = 13; scale_factor = 0.979780; x = 501; y = 237
p = 0.928500; confidence = 0.920000; image = 13; scale_factor = 0.979780; x = 1146; y = 220
p = 0.928500; confidence = 0.910000; image = 13; scale_factor = 0.979780; x = 1149; y = 216
p = 0.887800; confidence = 0.890000; image = 13; scale_factor = 0.979780; x = 500; y = 233
p = 0.928500; confidence = 0.930000; image = 13; scale_factor = 0.979780; x = 1148; y = 219
p = 0.207500; confidence = 0.550000; image = 13; scale_factor = 1.175730; x = 490; y = 230
p = 0.623000; confidence = 0.660000; image = 13; scale_factor = 1.175730; x = 1140; y = 219
p = 0.142300; confidence = 0.550000; image = 13; scale_factor = 1.175730; x = 1156; y = 215
p = 0.207500; confidence = 0.540000; image = 13; scale_factor = 1.175730; x = 494; y = 229
p = 0.623000; confidence = 0.610000; image = 13; scale_factor = 1.175730; x = 1140; y = 217
p = 0.109500; confidence = 0.500000; image = 13; scale_factor = 1.410880; x = 1163; y = 396
p = 0.291900; confidence = 0.550000; image = 14; scale_factor = 0.816480; x = 898; y = 384
p = 0.404300; confidence = 0.540000; image = 14; scale_factor = 0.816480; x = 1059; y = 381
p = 0.404300; confidence = 0.550000; image = 14; scale_factor = 0.816480; x = 1056; y = 378
p = 0.101400; confidence = 0.500000; image = 14; scale_factor = 0.979780; x = 1020; y = 406
p = 0.127700; confidence = 0.500000; image = 14; scale_factor = 1.175730; x = 1305; y = 379
p = 0.279700; confidence = 0.520000; image = 15; scale_factor = 0.816480; x = 726; y = 241
p = 0.250400; confidence = 0.550000; image = 15; scale_factor = 0.979780; x = 397; y = 213
p = 0.195700; confidence = 0.510000; image = 15; scale_factor = 0.979780; x = 900; y = 218
p = 0.189400; confidence = 0.540000; image = 15; scale_factor = 1.175730; x = 402; y = 207
p = 0.629100; confidence = 0.620000; image = 15; scale_factor = 1.175730; x = 898; y = 220
p = 0.145400; confidence = 0.580000; image = 15; scale_factor = 1.175730; x = 904; y = 209
p = 0.699500; confidence = 0.680000; image = 15; scale_factor = 1.175730; x = 399; y = 218
p = 0.189400; confidence = 0.520000; image = 15; scale_factor = 1.175730; x = 397; y = 210
p = 0.705300; confidence = 0.710000; image = 15; scale_factor = 1.410880; x = 405; y = 216
p = 0.108600; confidence = 0.500000; image = 15; scale_factor = 1.410880; x = 403; y = 207
p = 0.469400; confidence = 0.620000; image = 15; scale_factor = 1.410880; x = 901; y = 221
p = 0.548400; confidence = 0.620000; image = 15; scale_factor = 1.410880; x = 400; y = 217
p = 0.705300; confidence = 0.710000; image = 15; scale_factor = 1.410880; x = 400; y = 218
p = 0.444700; confidence = 0.660000; image = 15; scale_factor = 1.693050; x = 399; y = 220
p = 0.444700; confidence = 0.670000; image = 15; scale_factor = 1.693050; x = 398; y = 221
p = 0.444700; confidence = 0.610000; image = 15; scale_factor = 1.693050; x = 398; y = 220
p = 0.483800; confidence = 0.510000; image = 17; scale_factor = 0.680400; x = 460; y = 269
p = 0.107900; confidence = 0.410000; image = 17; scale_factor = 0.816480; x = 464; y = 267
p = 0.788300; confidence = 0.730000; image = 17; scale_factor = 1.693050; x = 844; y = 311
p = 0.653900; confidence = 0.700000; image = 17; scale_factor = 1.693050; x = 844; y = 312
p = 0.194900; confidence = 0.510000; image = 18; scale_factor = 1.175730; x = 847; y = 328
p = 0.291900; confidence = 0.590000; image = 20; scale_factor = 0.816480; x = 881; y = 356
p = 0.291900; confidence = 0.530000; image = 20; scale_factor = 0.816480; x = 879; y = 358
p = 0.775200; confidence = 0.690000; image = 20; scale_factor = 0.979780; x = 873; y = 361
p = 0.826200; confidence = 0.750000; image = 20; scale_factor = 1.175730; x = 880; y = 358
p = 0.826200; confidence = 0.740000; image = 20; scale_factor = 1.175730; x = 875; y = 356
p = 0.112100; confidence = 0.570000; image = 20; scale_factor = 1.410880; x = 872; y = 359
p = 0.112100; confidence = 0.560000; image = 20; scale_factor = 1.410880; x = 874; y = 356
p = 0.845700; confidence = 0.940000; image = 21; scale_factor = 1.175730; x = 795; y = 342
p = 0.662900; confidence = 0.760000; image = 21; scale_factor = 1.175730; x = 800; y = 338
p = 0.679000; confidence = 0.860000; image = 21; scale_factor = 1.175730; x = 796; y = 343
p = 0.845700; confidence = 0.940000; image = 21; scale_factor = 1.175730; x = 796; y = 342
p = 0.524600; confidence = 0.860000; image = 21; scale_factor = 1.410880; x = 797; y = 346
p = 0.506300; confidence = 0.710000; image = 21; scale_factor = 1.410880; x = 795; y = 341
p = 0.740800; confidence = 0.920000; image = 21; scale_factor = 1.410880; x = 798; y = 341
p = 0.362200; confidence = 0.500000; image = 22; scale_factor = 0.816480; x = 1224; y = 302
p = 0.322800; confidence = 0.540000; image = 22; scale_factor = 0.979780; x = 1224; y = 304
p = 0.250000; confidence = 0.510000; image = 22; scale_factor = 1.175730; x = 1227; y = 270
p = 0.102900; confidence = 0.540000; image = 22; scale_factor = 1.693050; x = 1302; y = 244
p = 0.154600; confidence = 0.570000; image = 22; scale_factor = 2.031660; x = 1031; y = 266
p = 0.154600; confidence = 0.570000; image = 22; scale_factor = 2.031660; x = 1031; y = 266
p = 0.932000; confidence = 0.920000; image = 23; scale_factor = 0.472500; x = 1005; y = 395
p = 0.841000; confidence = 0.870000; image = 23; scale_factor = 0.472500; x = 1007; y = 391
p = 0.493500; confidence = 0.760000; image = 23; scale_factor = 0.472500; x = 994; y = 404
p = 0.841000; confidence = 0.880000; image = 23; scale_factor = 0.472500; x = 1007; y = 396
p = 0.182300; confidence = 0.510000; image = 23; scale_factor = 0.567000; x = 476; y = 214
p = 0.948900; confidence = 0.950000; image = 23; scale_factor = 0.567000; x = 1001; y = 398
p = 0.948900; confidence = 0.940000; image = 23; scale_factor = 0.567000; x = 1006; y = 398
p = 0.948900; confidence = 0.970000; image = 23; scale_factor = 0.567000; x = 1007; y = 395
p = 0.948900; confidence = 0.950000; image = 23; scale_factor = 0.567000; x = 1004; y = 397
p = 0.465100; confidence = 0.670000; image = 23; scale_factor = 0.680400; x = 1013; y = 405
p = 0.107900; confidence = 0.410000; image = 23; scale_factor = 0.816480; x = 470; y = 266
p = 0.165100; confidence = 0.520000; image = 24; scale_factor = 0.393750; x = 411; y = 263
p = 0.257100; confidence = 0.510000; image = 24; scale_factor = 0.979780; x = 835; y = 320
p = 0.218900; confidence = 0.570000; image = 24; scale_factor = 1.175730; x = 1039; y = 197
p = 0.826200; confidence = 0.720000; image = 24; scale_factor = 1.175730; x = 833; y = 322
p = 0.706900; confidence = 0.700000; image = 24; scale_factor = 1.175730; x = 830; y = 322
p = 0.727300; confidence = 0.890000; image = 24; scale_factor = 1.410880; x = 832; y = 323
p = 0.727300; confidence = 0.840000; image = 24; scale_factor = 1.410880; x = 832; y = 321
p = 0.162600; confidence = 0.520000; image = 24; scale_factor = 1.410880; x = 463; y = 362
p = 0.653900; confidence = 0.620000; image = 24; scale_factor = 1.693050; x = 831; y = 319
p = 0.646000; confidence = 0.710000; image = 25; scale_factor = 0.393750; x = 1061; y = 391
p = 0.480800; confidence = 0.660000; image = 25; scale_factor = 0.393750; x = 1067; y = 391
p = 0.841000; confidence = 0.850000; image = 25; scale_factor = 0.472500; x = 1068; y = 383
p = 0.713900; confidence = 0.700000; image = 25; scale_factor = 0.472500; x = 1082; y = 395
p = 0.841000; confidence = 0.830000; image = 25; scale_factor = 0.472500; x = 1075; y = 387
p = 0.869500; confidence = 0.720000; image = 25; scale_factor = 0.567000; x = 1078; y = 386
p = 0.771700; confidence = 0.700000; image = 25; scale_factor = 0.567000; x = 1081; y = 383
p = 0.305800; confidence = 0.550000; image = 25; scale_factor = 0.680400; x = 1058; y = 377
p = 0.107900; confidence = 0.420000; image = 25; scale_factor = 0.816480; x = 419; y = 242
p = 0.362200; confidence = 0.520000; image = 25; scale_factor = 0.816480; x = 1331; y = 244
p = 0.190900; confidence = 0.510000; image = 25; scale_factor = 1.175730; x = 1117; y = 333
p = 0.102900; confidence = 0.540000; image = 25; scale_factor = 1.693050; x = 1243; y = 311
p = 0.170900; confidence = 0.540000; image = 26; scale_factor = 0.567000; x = 878; y = 336
p = 0.727200; confidence = 0.630000; image = 26; scale_factor = 0.680400; x = 875; y = 342
p = 0.727200; confidence = 0.650000; image = 26; scale_factor = 0.680400; x = 873; y = 379
p = 0.897000; confidence = 0.850000; image = 26; scale_factor = 0.816480; x = 873; y = 378
p = 0.897000; confidence = 0.850000; image = 26; scale_factor = 0.816480; x = 879; y = 380
p = 0.957600; confidence = 0.960000; image = 26; scale_factor = 0.816480; x = 876; y = 376
p = 0.949900; confidence = 0.910000; image = 26; scale_factor = 0.979780; x = 879; y = 373
p = 0.879700; confidence = 0.880000; image = 26; scale_factor = 0.979780; x = 879; y = 370
p = 0.879700; confidence = 0.870000; image = 26; scale_factor = 0.979780; x = 880; y = 371
p = 0.879700; confidence = 0.860000; image = 26; scale_factor = 0.979780; x = 881; y = 371
p = 0.706900; confidence = 0.610000; image = 26; scale_factor = 1.175730; x = 871; y = 368
p = 0.194900; confidence = 0.520000; image = 26; scale_factor = 1.175730; x = 882; y = 369
p = 0.223300; confidence = 0.540000; image = 26; scale_factor = 1.410880; x = 856; y = 266
p = 0.223300; confidence = 0.540000; image = 26; scale_factor = 1.410880; x = 858; y = 268
p = 0.112100; confidence = 0.510000; image = 26; scale_factor = 1.410880; x = 869; y = 385
p = 0.206500; confidence = 0.510000; image = 26; scale_factor = 1.693050; x = 327; y = 292
p = 0.120500; confidence = 0.510000; image = 26; scale_factor = 1.693050; x = 982; y = 399
p = 0.173100; confidence = 0.520000; image = 29; scale_factor = 0.979780; x = 1251; y = 349
p = 0.224200; confidence = 0.620000; image = 29; scale_factor = 1.175730; x = 1246; y = 430
p = 0.224200; confidence = 0.610000; image = 29; scale_factor = 1.175730; x = 1248; y = 429
p = 0.109500; confidence = 0.510000; image = 29; scale_factor = 1.410880; x = 1205; y = 397
p = 0.131000; confidence = 0.640000; image = 29; scale_factor = 1.410880; x = 1244; y = 430
p = 0.278000; confidence = 0.840000; image = 30; scale_factor = 0.472500; x = 1255; y = 453
p = 0.263600; confidence = 0.770000; image = 30; scale_factor = 0.472500; x = 1242; y = 457
p = 0.278000; confidence = 0.830000; image = 30; scale_factor = 0.472500; x = 1259; y = 453
p = 0.197400; confidence = 0.640000; image = 30; scale_factor = 0.567000; x = 1253; y = 438
p = 0.326500; confidence = 0.740000; image = 30; scale_factor = 0.567000; x = 1246; y = 464
p = 0.242100; confidence = 0.650000; image = 30; scale_factor = 0.680400; x = 1252; y = 468
p = 0.242100; confidence = 0.620000; image = 30; scale_factor = 0.680400; x = 1239; y = 466
p = 0.242100; confidence = 0.620000; image = 30; scale_factor = 0.680400; x = 1245; y = 466
p = 0.132300; confidence = 0.560000; image = 30; scale_factor = 2.031660; x = 360; y = 268
p = 0.132300; confidence = 0.560000; image = 30; scale_factor = 2.031660; x = 360; y = 268
p = 0.794700; confidence = 0.700000; image = 31; scale_factor = 0.816480; x = 814; y = 304
p = 0.903400; confidence = 0.690000; image = 31; scale_factor = 0.816480; x = 819; y = 303
p = 0.884100; confidence = 0.710000; image = 31; scale_factor = 0.816480; x = 815; y = 302
p = 0.794700; confidence = 0.690000; image = 31; scale_factor = 0.816480; x = 814; y = 305
p = 0.943300; confidence = 0.880000; image = 31; scale_factor = 0.979780; x = 816; y = 304
p = 0.355300; confidence = 0.530000; image = 31; scale_factor = 1.175730; x = 817; y = 300
p = 0.185700; confidence = 0.500000; image = 31; scale_factor = 1.175730; x = 813; y = 299
p = 0.355300; confidence = 0.540000; image = 31; scale_factor = 1.175730; x = 821; y = 311
p = 0.129200; confidence = 0.610000; image = 32; scale_factor = 0.567000; x = 122; y = 393
p = 0.290000; confidence = 0.810000; image = 32; scale_factor = 0.680400; x = 128; y = 395
p = 0.228900; confidence = 0.650000; image = 32; scale_factor = 0.816480; x = 132; y = 398
p = 0.228900; confidence = 0.610000; image = 32; scale_factor = 0.816480; x = 130; y = 390
p = 0.114600; confidence = 0.410000; image = 33; scale_factor = 0.816480; x = 997; y = 307
p = 0.127500; confidence = 0.510000; image = 33; scale_factor = 1.410880; x = 975; y = 177
p = 0.259800; confidence = 0.710000; image = 34; scale_factor = 0.567000; x = 550; y = 403
p = 0.151200; confidence = 0.690000; image = 34; scale_factor = 0.567000; x = 559; y = 409
p = 0.329000; confidence = 0.890000; image = 34; scale_factor = 0.680400; x = 545; y = 408
p = 0.559500; confidence = 0.910000; image = 34; scale_factor = 0.680400; x = 548; y = 408
p = 0.430400; confidence = 0.840000; image = 34; scale_factor = 0.816480; x = 552; y = 402
p = 0.780000; confidence = 0.760000; image = 34; scale_factor = 0.816480; x = 553; y = 398
p = 0.131600; confidence = 0.600000; image = 34; scale_factor = 0.979780; x = 555; y = 398
p = 0.230300; confidence = 0.620000; image = 34; scale_factor = 0.979780; x = 558; y = 400
p = 0.170900; confidence = 0.510000; image = 35; scale_factor = 0.567000; x = 843; y = 365
p = 0.840100; confidence = 0.710000; image = 35; scale_factor = 0.680400; x = 844; y = 358
p = 0.104800; confidence = 0.500000; image = 35; scale_factor = 0.680400; x = 557; y = 355
p = 0.727200; confidence = 0.700000; image = 35; scale_factor = 0.680400; x = 841; y = 361
p = 0.840100; confidence = 0.710000; image = 35; scale_factor = 0.680400; x = 847; y = 360
p = 0.152900; confidence = 0.510000; image = 35; scale_factor = 0.816480; x = 553; y = 353
p = 0.152900; confidence = 0.500000; image = 35; scale_factor = 0.816480; x = 555; y = 353
p = 0.804200; confidence = 0.670000; image = 35; scale_factor = 0.816480; x = 849; y = 359
p = 0.291900; confidence = 0.600000; image = 35; scale_factor = 0.816480; x = 852; y = 354
p = 0.804200; confidence = 0.630000; image = 35; scale_factor = 0.816480; x = 845; y = 363
p = 0.257100; confidence = 0.530000; image = 35; scale_factor = 0.979780; x = 837; y = 352
p = 0.257100; confidence = 0.550000; image = 35; scale_factor = 0.979780; x = 836; y = 352
p = 0.127500; confidence = 0.500000; image = 35; scale_factor = 1.410880; x = 1045; y = 208
p = 0.127500; confidence = 0.500000; image = 35; scale_factor = 1.410880; x = 1044; y = 205
p = 0.127500; confidence = 0.550000; image = 35; scale_factor = 1.410880; x = 1054; y = 232
p = 0.148100; confidence = 0.520000; image = 35; scale_factor = 1.410880; x = 1313; y = 251
p = 0.172400; confidence = 0.540000; image = 35; scale_factor = 1.693050; x = 247; y = 299
p = 0.120500; confidence = 0.520000; image = 35; scale_factor = 1.693050; x = 1077; y = 344
p = 0.172100; confidence = 0.510000; image = 36; scale_factor = 1.410880; x = 1039; y = 360
p = 0.448700; confidence = 0.700000; image = 38; scale_factor = 0.816480; x = 931; y = 411
p = 0.448700; confidence = 0.680000; image = 38; scale_factor = 0.816480; x = 933; y = 409
p = 0.616000; confidence = 0.750000; image = 38; scale_factor = 0.816480; x = 929; y = 407
p = 0.405900; confidence = 0.670000; image = 38; scale_factor = 0.979780; x = 936; y = 411
p = 0.192600; confidence = 0.510000; image = 39; scale_factor = 0.567000; x = 1006; y = 205
p = 0.192600; confidence = 0.510000; image = 39; scale_factor = 0.567000; x = 1003; y = 211
p = 0.127500; confidence = 0.500000; image = 39; scale_factor = 1.410880; x = 1051; y = 222
p = 0.187200; confidence = 0.860000; image = 40; scale_factor = 0.393750; x = 1139; y = 414
p = 0.373700; confidence = 0.900000; image = 40; scale_factor = 0.393750; x = 1140; y = 409
p = 0.616500; confidence = 0.950000; image = 40; scale_factor = 0.472500; x = 1143; y = 412
p = 0.616500; confidence = 0.920000; image = 40; scale_factor = 0.472500; x = 1147; y = 415
p = 0.616500; confidence = 0.950000; image = 40; scale_factor = 0.472500; x = 1143; y = 409
p = 0.616500; confidence = 0.910000; image = 40; scale_factor = 0.472500; x = 1141; y = 417
p = 0.283900; confidence = 0.630000; image = 40; scale_factor = 0.567000; x = 1131; y = 400
p = 0.167200; confidence = 0.600000; image = 40; scale_factor = 0.567000; x = 1131; y = 397
p = 0.100800; confidence = 0.510000; image = 42; scale_factor = 0.816480; x = 343; y = 439
p = 0.218800; confidence = 0.540000; image = 42; scale_factor = 1.410880; x = 1116; y = 272
