p = 0.870700; confidence = 0.900000; image = 309; scale_factor = 0.680400; x = 1182; y = 421
p = 0.870700; confidence = 0.910000; image = 380; scale_factor = 1.410880; x = 562; y = 251
p = 0.870700; confidence = 0.920000; image = 392; scale_factor = 0.472500; x = 388; y = 324
p = 0.870700; confidence = 0.920000; image = 392; scale_factor = 0.472500; x = 388; y = 321
p = 0.870700; confidence = 0.920000; image = 397; scale_factor = 0.979780; x = 964; y = 259
p = 0.870700; confidence = 0.950000; image = 397; scale_factor = 0.979780; x = 966; y = 256
p = 0.870700; confidence = 0.930000; image = 397; scale_factor = 0.979780; x = 965; y = 259
p = 0.870700; confidence = 0.910000; image = 397; scale_factor = 0.979780; x = 965; y = 257
p = 0.870700; confidence = 0.900000; image = 401; scale_factor = 0.680400; x = 1141; y = 279
p = 0.870700; confidence = 0.970000; image = 401; scale_factor = 0.816480; x = 440; y = 281
p = 0.870700; confidence = 0.940000; image = 401; scale_factor = 0.816480; x = 441; y = 286
p = 0.870700; confidence = 0.960000; image = 401; scale_factor = 0.816480; x = 1144; y = 281
p = 0.870700; confidence = 0.930000; image = 401; scale_factor = 0.816480; x = 1145; y = 285
p = 0.870700; confidence = 0.940000; image = 401; scale_factor = 0.816480; x = 440; y = 285
p = 0.870700; confidence = 0.930000; image = 401; scale_factor = 0.816480; x = 444; y = 284
p = 0.870700; confidence = 0.930000; image = 401; scale_factor = 0.816480; x = 1144; y = 285
p = 0.870700; confidence = 0.970000; image = 401; scale_factor = 0.816480; x = 1145; y = 282
p = 0.870700; confidence = 0.900000; image = 405; scale_factor = 0.567000; x = 384; y = 327
p = 0.870700; confidence = 0.930000; image = 405; scale_factor = 0.567000; x = 1283; y = 303
p = 0.870700; confidence = 0.920000; image = 405; scale_factor = 0.680400; x = 1286; y = 301
p = 0.870700; confidence = 0.920000; image = 425; scale_factor = 0.816480; x = 321; y = 276
p = 0.870700; confidence = 0.930000; image = 425; scale_factor = 0.816480; x = 326; y = 276
p = 0.870700; confidence = 0.900000; image = 425; scale_factor = 0.816480; x = 319; y = 274
p = 0.870700; confidence = 0.900000; image = 434; scale_factor = 0.328120; x = 212; y = 557
p = 0.870700; confidence = 0.940000; image = 445; scale_factor = 0.680400; x = 1044; y = 280
p = 0.870700; confidence = 0.900000; image = 445; scale_factor = 0.680400; x = 1041; y = 280
p = 0.870700; confidence = 0.900000; image = 456; scale_factor = 0.567000; x = 451; y = 357
p = 0.870700; confidence = 0.950000; image = 457; scale_factor = 0.567000; x = 1273; y = 350
p = 0.870700; confidence = 0.930000; image = 457; scale_factor = 0.567000; x = 1271; y = 354
p = 0.870700; confidence = 0.900000; image = 457; scale_factor = 0.816480; x = 539; y = 313
p = 0.870700; confidence = 0.930000; image = 457; scale_factor = 0.979780; x = 538; y = 313
p = 0.870700; confidence = 0.910000; image = 467; scale_factor = 0.816480; x = 1149; y = 282
p = 0.870700; confidence = 0.910000; image = 468; scale_factor = 0.816480; x = 1145; y = 273
p = 0.870700; confidence = 0.930000; image = 468; scale_factor = 0.979780; x = 1148; y = 270
p = 0.870700; confidence = 0.940000; image = 468; scale_factor = 0.979780; x = 1149; y = 272
p = 0.870700; confidence = 0.940000; image = 468; scale_factor = 0.979780; x = 1146; y = 273
p = 0.870700; confidence = 0.940000; image = 474; scale_factor = 0.979780; x = 530; y = 215
p = 0.870700; confidence = 0.900000; image = 474; scale_factor = 0.979780; x = 1261; y = 234
p = 0.870700; confidence = 0.920000; image = 476; scale_factor = 0.979780; x = 183; y = 264
p = 0.870700; confidence = 0.940000; image = 476; scale_factor = 0.979780; x = 1168; y = 259
p = 0.870700; confidence = 0.920000; image = 476; scale_factor = 0.979780; x = 1170; y = 256
p = 0.870700; confidence = 0.910000; image = 476; scale_factor = 0.979780; x = 1167; y = 262
p = 0.870700; confidence = 0.930000; image = 476; scale_factor = 0.979780; x = 1172; y = 260
p = 0.870700; confidence = 0.920000; image = 477; scale_factor = 0.816480; x = 319; y = 274
p = 0.870700; confidence = 0.900000; image = 478; scale_factor = 0.680400; x = 942; y = 307
p = 0.870700; confidence = 0.920000; image = 478; scale_factor = 0.816480; x = 939; y = 308
p = 0.870700; confidence = 0.940000; image = 478; scale_factor = 0.816480; x = 940; y = 307
p = 0.870700; confidence = 0.900000; image = 478; scale_factor = 0.816480; x = 941; y = 307
p = 0.870700; confidence = 0.950000; image = 478; scale_factor = 0.816480; x = 944; y = 310
p = 0.870700; confidence = 0.980000; image = 480; scale_factor = 0.680400; x = 1080; y = 333
p = 0.870700; confidence = 0.950000; image = 480; scale_factor = 0.680400; x = 1079; y = 332
p = 0.870700; confidence = 0.940000; image = 480; scale_factor = 0.680400; x = 1079; y = 335
p = 0.870700; confidence = 0.980000; image = 480; scale_factor = 0.680400; x = 1079; y = 333
p = 0.870700; confidence = 0.930000; image = 484; scale_factor = 0.979780; x = 357; y = 275
p = 0.870700; confidence = 0.930000; image = 484; scale_factor = 0.979780; x = 358; y = 275
p = 0.870700; confidence = 0.920000; image = 484; scale_factor = 0.979780; x = 1016; y = 254
p = 0.870700; confidence = 0.920000; image = 484; scale_factor = 0.979780; x = 357; y = 271
p = 0.870700; confidence = 0.910000; image = 484; scale_factor = 0.979780; x = 1016; y = 253
p = 0.870700; confidence = 0.920000; image = 485; scale_factor = 0.393750; x = 245; y = 383
p = 0.870700; confidence = 0.910000; image = 486; scale_factor = 0.567000; x = 436; y = 255
p = 0.870700; confidence = 0.910000; image = 494; scale_factor = 0.328120; x = 1159; y = 451
p = 0.870700; confidence = 0.900000; image = 500; scale_factor = 0.567000; x = 976; y = 274
p = 0.870700; confidence = 0.960000; image = 500; scale_factor = 0.680400; x = 979; y = 273
p = 0.870700; confidence = 0.980000; image = 500; scale_factor = 0.680400; x = 978; y = 277
p = 0.870700; confidence = 0.950000; image = 500; scale_factor = 0.680400; x = 979; y = 279
p = 0.870700; confidence = 0.910000; image = 512; scale_factor = 0.816480; x = 1161; y = 288
p = 0.870700; confidence = 0.910000; image = 512; scale_factor = 0.816480; x = 1157; y = 290
p = 0.870700; confidence = 0.910000; image = 512; scale_factor = 0.816480; x = 1157; y = 290
p = 0.870700; confidence = 0.900000; image = 518; scale_factor = 0.680400; x = 476; y = 248
p = 0.870700; confidence = 0.900000; image = 524; scale_factor = 0.567000; x = 218; y = 242
p = 0.870700; confidence = 0.910000; image = 524; scale_factor = 0.567000; x = 216; y = 244
p = 0.870700; confidence = 0.910000; image = 524; scale_factor = 0.567000; x = 216; y = 241
p = 0.870700; confidence = 0.960000; image = 524; scale_factor = 0.567000; x = 1246; y = 244
p = 0.870700; confidence = 0.900000; image = 528; scale_factor = 0.816480; x = 184; y = 361
