image label x y z rx ry rz timestamp
/dados/ufes/20171122/1511378492.374121.bb3.l.ppm 15 7757861.4662 -363762.60223 0.0 0.015008 0.006928 -2.483443 1511378492.374121
/dados/ufes/20171122/1511378496.311692.bb3.l.ppm 16 7757837.09642 -363780.91233 0.0 0.011842 0.025255 -2.478258 1511378496.311692
/dados/ufes/20171122/1511378500.311765.bb3.l.ppm 17 7757813.46034 -363799.355067 0.0 0.020498 0.032088 -2.470406 1511378500.311765
/dados/ufes/20171122/1511378504.561929.bb3.l.ppm 18 7757789.52078 -363817.840392 0.0 0.023543 0.034718 -2.482213 1511378504.561929
/dados/ufes/20171122/1511378510.999507.bb3.l.ppm 19 7757765.92615 -363835.895844 0.0 0.021 0.043178 -2.477271 1511378510.999507
/dados/ufes/20171122/1511378516.249619.bb3.l.ppm 20 7757742.20391 -363854.228018 0.0 0.02665 0.013729 -2.482969 1511378516.249619
/dados/ufes/20171122/1511378522.187323.bb3.l.ppm 21 7757718.10002 -363872.537728 0.0 0.025453 0.061994 -2.476586 1511378522.187323
/dados/ufes/20171122/1511378527.812418.bb3.l.ppm 22 7757694.15009 -363890.625134 0.0 0.02554 -0.005417 -2.491495 1511378527.812418
/dados/ufes/20171122/1511378532.000025.bb3.l.ppm 23 7757669.88793 -363909.031831 0.0 0.020332 -0.024611 -2.479404 1511378532.000025
/dados/ufes/20171122/1511378535.750090.bb3.l.ppm 24 7757646.05946 -363927.438369 0.0 0.018992 -0.008512 -2.47232 1511378535.750090
/dados/ufes/20171122/1511378539.437668.bb3.l.ppm 25 7757622.45912 -363945.543689 0.0 0.025439 0.007136 -2.478481 1511378539.437668
/dados/ufes/20171122/1511378543.187779.bb3.l.ppm 26 7757598.356 -363963.927918 0.0 0.015089 0.01561 -2.481572 1511378543.187779
/dados/ufes/20171122/1511378546.937880.bb3.l.ppm 27 7757574.43006 -363981.881459 0.0 0.025393 0.018335 -2.486702 1511378546.937880
/dados/ufes/20171122/1511378550.875440.bb3.l.ppm 28 7757549.01909 -363999.323899 0.0 0.002443 0.009228 -2.606458 1511378550.875440
/dados/ufes/20171122/1511378554.563051.bb3.l.ppm 29 7757523.01351 -364014.223493 0.0 0.01603 0.014168 -2.568203 1511378554.563051
/dados/ufes/20171122/1511378558.063131.bb3.l.ppm 30 7757498.49703 -364032.271616 0.0 0.040375 -0.005752 -2.426359 1511378558.063131
/dados/ufes/20171122/1511378561.500721.bb3.l.ppm 31 7757476.08798 -364052.378389 0.0 0.04895 0.000289 -2.432145 1511378561.500721
/dados/ufes/20171122/1511378565.000814.bb3.l.ppm 32 7757451.52088 -364069.382088 0.0 0.009274 0.015295 -2.630857 1511378565.000814
/dados/ufes/20171122/1511378568.563403.bb3.l.ppm 33 7757424.12636 -364081.604351 0.0 -0.006605 0.006163 -2.78895 1511378568.563403
/dados/ufes/20171122/1511378572.313461.bb3.l.ppm 34 7757395.66492 -364090.672051 0.0 0.009193 0.013581 -2.851371 1511378572.313461
/dados/ufes/20171122/1511378576.938575.bb3.l.ppm 35 7757366.4243 -364097.176283 0.0 0.035811 0.040471 -2.973417 1511378576.938575
/dados/ufes/20171122/1511378592.376431.bb3.l.ppm 36 7757336.36408 -364100.458117 0.0 0.021243 0.029869 -3.055208 1511378592.376431
/dados/ufes/20171122/1511378594.126472.bb3.l.ppm 37 7757328.4056 -364100.853435 0.0 0.002475 0.010302 -3.112493 1511378594.126472
/dados/ufes/20171122/1511378594.188975.bb3.l.ppm 38 7757328.01474 -364100.859658 0.0 0.001539 0.00942 -3.11543 1511378594.188975
/dados/ufes/20171122/1511378594.251477.bb3.l.ppm 39 7757327.69393 -364100.870633 0.0 0.000602 0.008855 -3.116882 1511378594.251477
/dados/ufes/20171122/1511378600.814115.bb3.l.ppm 40 7757297.86887 -364098.791388 0.0 0.008765 -5.6e-05 3.024929 1511378600.814115
/dados/ufes/20171122/1511378605.689248.bb3.l.ppm 41 7757268.28167 -364094.322426 0.0 0.012243 -0.024159 2.989289 1511378605.689248
/dados/ufes/20171122/1511378609.189325.bb3.l.ppm 42 7757238.36874 -364089.773112 0.0 0.028828 -0.024629 2.982472 1511378609.189325
/dados/ufes/20171122/1511378612.626932.bb3.l.ppm 43 7757208.59646 -364082.840368 0.0 0.043525 -0.009224 2.869792 1511378612.626932
/dados/ufes/20171122/1511378616.126985.bb3.l.ppm 44 7757179.17808 -364075.955424 0.0 0.054995 0.001037 3.021169 1511378616.126985
/dados/ufes/20171122/1511378619.627064.bb3.l.ppm 45 7757148.83574 -364073.746012 0.0 0.061169 0.017033 3.090147 1511378619.627064
/dados/ufes/20171122/1511378623.002168.bb3.l.ppm 46 7757118.773 -364071.013095 0.0 0.054728 0.008668 3.025485 1511378623.002168
/dados/ufes/20171122/1511378626.377226.bb3.l.ppm 47 7757088.57817 -364067.548017 0.0 0.037533 -0.000418 3.07705 1511378626.377226
/dados/ufes/20171122/1511378629.564797.bb3.l.ppm 48 7757058.62339 -364065.750384 0.0 0.034685 0.006804 3.074879 1511378629.564797
/dados/ufes/20171122/1511378632.689904.bb3.l.ppm 49 7757028.74819 -364062.566151 0.0 0.030894 0.004096 3.02491 1511378632.689904
/dados/ufes/20171122/1511378635.689983.bb3.l.ppm 50 7756999.09687 -364058.610516 0.0 0.030322 0.001845 3.01977 1511378635.689983
/dados/ufes/20171122/1511378638.565003.bb3.l.ppm 51 7756969.25774 -364054.663159 0.0 0.035674 0.007183 3.026154 1511378638.565003
/dados/ufes/20171122/1511378641.502590.bb3.l.ppm 52 7756939.53815 -364050.717517 0.0 0.038784 0.015706 3.01972 1511378641.502590
/dados/ufes/20171122/1511378645.440202.bb3.l.ppm 53 7756909.1481 -364046.671331 0.0 0.035057 0.054308 3.019175 1511378645.440202
/dados/ufes/20171122/1511378651.877818.bb3.l.ppm 54 7756879.36642 -364042.769192 0.0 -0.00152 0.0403 3.015459 1511378651.877818
/dados/ufes/20171122/1511378656.377903.bb3.l.ppm 55 7756849.18963 -364038.26542 0.0 0.017606 0.010212 2.986099 1511378656.377903
/dados/ufes/20171122/1511378662.315550.bb3.l.ppm 56 7756819.61031 -364033.051985 0.0 0.006594 0.016631 2.948907 1511378662.315550
/dados/ufes/20171122/1511378667.440661.bb3.l.ppm 57 7756790.70521 -364025.226297 0.0 0.024999 0.014458 2.839799 1511378667.440661
/dados/ufes/20171122/1511378674.815858.bb3.l.ppm 58 7756762.46334 -364015.297667 0.0 0.019754 0.01543 2.793234 1511378674.815858
/dados/ufes/20171122/1511378678.440893.bb3.l.ppm 59 7756734.97083 -364003.234617 0.0 -0.014417 -0.048618 2.679288 1511378678.440893
/dados/ufes/20171122/1511378681.253564.bb3.l.ppm 60 7756708.61074 -363988.36285 0.0 -0.002498 -0.060691 2.610564 1511378681.253564
/dados/ufes/20171122/1511378684.003523.bb3.l.ppm 61 7756682.53714 -363972.297414 0.0 0.012124 -0.038534 2.600577 1511378684.003523
/dados/ufes/20171122/1511378686.816140.bb3.l.ppm 62 7756656.50896 -363956.319984 0.0 0.030984 0.001084 2.593878 1511378686.816140
/dados/ufes/20171122/1511378689.753717.bb3.l.ppm 63 7756631.08172 -363940.343169 0.0 0.046812 0.023637 2.594102 1511378689.753717
/dados/ufes/20171122/1511378692.878794.bb3.l.ppm 64 7756605.33358 -363924.34104 0.0 0.044668 0.037124 2.599751 1511378692.878794
/dados/ufes/20171122/1511378696.191374.bb3.l.ppm 65 7756579.52796 -363908.345109 0.0 0.033827 0.034803 2.601311 1511378696.191374
/dados/ufes/20171122/1511378699.753953.bb3.l.ppm 66 7756553.91411 -363892.494773 0.0 0.024737 0.04339 2.523307 1511378699.753953
/dados/ufes/20171122/1511378705.629109.bb3.l.ppm 67 7756534.12669 -363869.769544 0.0 0.015357 0.083183 2.043801 1511378705.629109
/dados/ufes/20171122/1511378711.879165.bb3.l.ppm 68 7756526.7528 -363840.691936 0.0 0.005097 -0.02051 1.577191 1511378711.879165
/dados/ufes/20171122/1511378715.566801.bb3.l.ppm 69 7756530.15322 -363810.247633 0.0 0.024337 -0.035491 1.446825 1511378715.566801
/dados/ufes/20171122/1511378718.879380.bb3.l.ppm 70 7756536.62779 -363781.002831 0.0 0.014759 -0.028896 1.186154 1511378718.879380
/dados/ufes/20171122/1511378722.254486.bb3.l.ppm 71 7756554.22362 -363756.146918 0.0 -0.049448 -0.026431 0.726273 1511378722.254486
/dados/ufes/20171122/1511378725.254556.bb3.l.ppm 72 7756578.08142 -363737.244588 0.0 -0.023753 -0.02219 0.668697 1511378725.254556
/dados/ufes/20171122/1511378728.254593.bb3.l.ppm 73 7756602.11007 -363718.906039 0.0 0.004117 -0.018048 0.675253 1511378728.254593
/dados/ufes/20171122/1511378731.254682.bb3.l.ppm 74 7756625.63142 -363700.344468 0.0 0.044347 -0.00646 0.682997 1511378731.254682
/dados/ufes/20171122/1511378734.317243.bb3.l.ppm 75 7756649.40233 -363681.939104 0.0 0.068407 -0.001121 0.657112 1511378734.317243
/dados/ufes/20171122/1511378737.442335.bb3.l.ppm 76 7756675.11922 -363665.620076 0.0 0.030145 0.004146 0.435192 1511378737.442335
/dados/ufes/20171122/1511378740.567423.bb3.l.ppm 77 7756703.95143 -363656.244204 0.0 0.00029 0.000643 0.200523 1511378740.567423
/dados/ufes/20171122/1511378743.629971.bb3.l.ppm 78 7756733.86074 -363654.389248 0.0 -0.020496 -0.005215 -0.050293 1511378743.629971
/dados/ufes/20171122/1511378746.567521.bb3.l.ppm 79 7756763.63735 -363657.686467 0.0 -0.019476 -0.013139 -0.1163 1511378746.567521
/dados/ufes/20171122/1511378749.505071.bb3.l.ppm 80 7756793.72318 -363661.557013 0.0 0.004636 -0.005159 -0.111019 1511378749.505071
/dados/ufes/20171122/1511378752.567633.bb3.l.ppm 81 7756823.58714 -363665.368562 0.0 0.025038 0.01921 -0.111489 1511378752.567633
/dados/ufes/20171122/1511378755.755280.bb3.l.ppm 82 7756853.9244 -363669.234759 0.0 0.023594 0.026512 -0.122745 1511378755.755280
/dados/ufes/20171122/1511378758.880275.bb3.l.ppm 83 7756883.89882 -363673.186831 0.0 0.032818 0.03151 -0.12142 1511378758.880275
/dados/ufes/20171122/1511378762.067852.bb3.l.ppm 84 7756914.39706 -363677.183959 0.0 0.032229 0.025887 -0.114143 1511378762.067852
/dados/ufes/20171122/1511378765.192948.bb3.l.ppm 85 7756944.32508 -363680.888364 0.0 0.036866 0.030646 -0.115238 1511378765.192948
/dados/ufes/20171122/1511378768.443012.bb3.l.ppm 86 7756974.37676 -363684.791135 0.0 0.007712 0.031259 -0.122739 1511378768.443012
/dados/ufes/20171122/1511378771.755561.bb3.l.ppm 87 7757004.07398 -363688.702425 0.0 0.028221 0.041952 -0.120387 1511378771.755561
/dados/ufes/20171122/1511378775.443180.bb3.l.ppm 88 7757033.97942 -363692.603026 0.0 0.043696 0.040934 -0.127364 1511378775.443180
/dados/ufes/20171122/1511378781.318384.bb3.l.ppm 89 7757063.8019 -363697.019798 0.0 0.037099 0.052741 -0.119517 1511378781.318384
/dados/ufes/20171122/1511378786.443446.bb3.l.ppm 90 7757091.99692 -363687.613947 0.0 0.082479 0.017828 0.546322 1511378786.443446
/dados/ufes/20171122/1511378792.006073.bb3.l.ppm 91 7757118.20119 -363672.244943 0.0 0.051184 0.010948 0.53052 1511378792.006073
/dados/ufes/20171122/1511378796.006204.bb3.l.ppm 92 7757144.47902 -363657.691952 0.0 0.032194 -0.003153 0.510099 1511378796.006204
/dados/ufes/20171122/1511378800.443814.bb3.l.ppm 93 7757167.84229 -363638.235021 0.0 0.055503 -0.00902 1.124129 1511378800.443814
/dados/ufes/20171122/1511378804.818901.bb3.l.ppm 94 7757180.06705 -363610.86249 0.0 0.065116 0.008535 0.92449 1511378804.818901
/dados/ufes/20171122/1511378808.943946.bb3.l.ppm 95 7757204.13359 -363592.209123 0.0 -0.028468 0.025469 0.560995 1511378808.943946
/dados/ufes/20171122/1511378812.631560.bb3.l.ppm 96 7757229.45987 -363575.599539 0.0 -0.013319 0.01772 0.638309 1511378812.631560
/dados/ufes/20171122/1511378816.381603.bb3.l.ppm 97 7757253.14817 -363556.398832 0.0 0.009513 0.012767 0.746781 1511378816.381603
/dados/ufes/20171122/1511378820.256736.bb3.l.ppm 98 7757275.08191 -363535.858467 0.0 0.030363 0.025883 0.743965 1511378820.256736
/dados/ufes/20171122/1511378824.194355.bb3.l.ppm 99 7757297.29122 -363514.51259 0.0 0.06618 0.026574 0.804786 1511378824.194355
/dados/ufes/20171122/1511378828.256912.bb3.l.ppm 100 7757320.03847 -363495.120169 0.0 0.021971 0.022577 0.39749 1511378828.256912
/dados/ufes/20171122/1511378832.632024.bb3.l.ppm 101 7757350.02205 -363496.845769 0.0 -0.107172 -0.045145 -0.307789 1511378832.632024
/dados/ufes/20171122/1511378836.569596.bb3.l.ppm 102 7757377.70724 -363509.153447 0.0 -0.073383 -0.023103 -0.553561 1511378836.569596
/dados/ufes/20171122/1511378840.382238.bb3.l.ppm 103 7757400.22468 -363529.931827 0.0 -0.06431 -0.029431 -0.892554 1511378840.382238
/dados/ufes/20171122/1511378843.757275.bb3.l.ppm 104 7757418.37386 -363553.533758 0.0 -0.060278 -0.011553 -0.908623 1511378843.757275
/dados/ufes/20171122/1511378847.069892.bb3.l.ppm 105 7757436.83277 -363577.600205 0.0 -0.049799 0.00602 -0.910717 1511378847.069892
/dados/ufes/20171122/1511378850.569986.bb3.l.ppm 106 7757455.10457 -363601.604772 0.0 -0.052662 0.032848 -0.911939 1511378850.569986
/dados/ufes/20171122/1511378854.070039.bb3.l.ppm 107 7757473.23566 -363625.372231 0.0 -0.03395 0.026315 -0.894045 1511378854.070039
/dados/ufes/20171122/1511378857.695162.bb3.l.ppm 108 7757494.93848 -363646.221075 0.0 -0.00722 0.055939 -0.577079 1511378857.695162
/dados/ufes/20171122/1511378861.320211.bb3.l.ppm 109 7757522.75407 -363657.838057 0.0 0.035141 0.034021 -0.194711 1511378861.320211
/dados/ufes/20171122/1511378864.882778.bb3.l.ppm 110 7757552.43346 -363660.210761 0.0 0.039102 0.012875 0.031681 1511378864.882778
/dados/ufes/20171122/1511378868.570375.bb3.l.ppm 111 7757582.12633 -363656.584335 0.0 0.035947 -0.011093 0.219641 1511378868.570375
/dados/ufes/20171122/1511378872.570483.bb3.l.ppm 112 7757611.1303 -363648.481433 0.0 0.001047 0.001267 0.371613 1511378872.570483
/dados/ufes/20171122/1511378876.758054.bb3.l.ppm 113 7757636.90917 -363633.075604 0.0 0.089279 0.008542 0.659967 1511378876.758054
/dados/ufes/20171122/1511378880.820653.bb3.l.ppm 114 7757660.84724 -363614.631884 0.0 0.068914 0.023069 0.665855 1511378880.820653
/dados/ufes/20171122/1511378885.008272.bb3.l.ppm 115 7757684.92833 -363596.299196 0.0 0.045545 0.024577 0.661059 1511378885.008272
/dados/ufes/20171122/1511378889.633392.bb3.l.ppm 116 7757708.6874 -363578.078358 0.0 0.03649 0.035281 0.659863 1511378889.633392
