Image file name: /home/alberto/TIAGO/haar_competition/test_full/00254.ppm
scale_factor = 0.50; x =  165; y =  57; confidence = 0.60; MISS
scale_factor = 0.50; x =  753; y = 495; confidence = 0.84; HIT ***
scale_factor = 0.50; x =  755; y = 503; confidence = 0.87; HIT ***
scale_factor = 0.50; x = 1077; y = 557; confidence = 0.23; MISS
scale_factor = 0.50; x = 1111; y = 555; confidence = 0.43; MISS
scale_factor = 0.50; x = 1251; y = 507; confidence = 0.57; MISS
scale_factor = 0.50; x =  131; y = 669; confidence = 0.58; MISS
scale_factor = 0.50; x =  121; y = 673; confidence = 0.41; MISS
scale_factor = 0.50; x =  477; y = 739; confidence = 0.58; MISS
scale_factor = 0.50; x =  565; y = 697; confidence = 0.23; MISS
scale_factor = 0.50; x =  683; y = 707; confidence = 0.35; MISS
scale_factor = 0.50; x =  809; y = 699; confidence = 0.19; MISS
scale_factor = 0.50; x = 1021; y = 709; confidence = 0.40; MISS
scale_factor = 0.50; x = 1021; y = 709; confidence = 0.40; MISS
scale_factor = 0.50; x = 1319; y = 527; confidence = 0.05; MISS
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00298.ppm
scale_factor = 0.50; x =  145; y = 183; confidence = 0.57; MISS
scale_factor = 0.50; x =  279; y = 133; confidence = 0.04; MISS
scale_factor = 0.50; x =  457; y = 123; confidence = 0.16; MISS
scale_factor = 0.50; x =  581; y = 127; confidence = 0.09; MISS
scale_factor = 0.50; x =  739; y = 239; confidence = 0.41; MISS
scale_factor = 0.50; x =  867; y = 151; confidence = 0.00; MISS
scale_factor = 0.50; x = 1037; y = 245; confidence = 0.65; MISS
scale_factor = 0.50; x = 1039; y = 245; confidence = 0.69; MISS
scale_factor = 0.50; x = 1279; y = 169; confidence = 0.53; MISS
scale_factor = 0.50; x =  169; y = 279; confidence = 0.54; MISS
scale_factor = 0.50; x =  173; y = 279; confidence = 0.53; MISS
scale_factor = 0.50; x =  449; y = 233; confidence = 0.53; MISS
scale_factor = 0.50; x =  533; y = 363; confidence = 0.21; MISS
scale_factor = 0.50; x =  715; y = 293; confidence = 0.02; MISS
scale_factor = 0.50; x =  827; y = 297; confidence = 0.07; MISS
scale_factor = 0.50; x =  973; y = 279; confidence = 0.47; MISS
scale_factor = 0.50; x = 1039; y = 243; confidence = 0.71; MISS
scale_factor = 0.50; x = 1267; y = 299; confidence = 0.32; MISS
scale_factor = 0.50; x =  155; y = 381; confidence = 0.44; MISS
scale_factor = 0.50; x =  283; y = 393; confidence = 0.26; MISS
scale_factor = 0.50; x =  423; y = 419; confidence = 0.12; MISS
scale_factor = 0.50; x =  597; y = 389; confidence = 0.24; MISS
scale_factor = 0.50; x =  827; y = 437; confidence = 0.48; MISS
scale_factor = 0.50; x =  833; y = 433; confidence = 0.58; MISS
scale_factor = 0.50; x =  951; y = 397; confidence = 0.40; MISS
scale_factor = 0.50; x = 1267; y = 503; confidence = 1.00; HIT ***
scale_factor = 0.50; x = 1291; y = 511; confidence = 0.98; HIT ***
scale_factor = 0.50; x =  161; y = 585; confidence = 0.39; MISS
scale_factor = 0.50; x =  279; y = 559; confidence = 0.41; MISS
scale_factor = 0.50; x =  401; y = 567; confidence = 0.51; MISS
scale_factor = 0.50; x =  447; y = 519; confidence = 0.35; MISS
scale_factor = 0.50; x =  835; y = 629; confidence = 0.38; MISS
scale_factor = 0.50; x =  863; y = 523; confidence = 0.36; MISS
scale_factor = 0.50; x =  965; y = 569; confidence = 0.60; MISS
scale_factor = 0.50; x = 1261; y = 503; confidence = 1.00; HIT ***
scale_factor = 0.50; x = 1291; y = 505; confidence = 1.00; HIT ***
scale_factor = 0.50; x =  147; y = 649; confidence = 0.56; MISS
scale_factor = 0.50; x =  297; y = 735; confidence = 0.50; MISS
scale_factor = 0.50; x =  477; y = 681; confidence = 0.34; MISS
scale_factor = 0.50; x =  471; y = 681; confidence = 0.36; MISS
scale_factor = 0.50; x =  879; y = 693; confidence = 0.52; MISS
scale_factor = 0.50; x =  847; y = 677; confidence = 0.28; MISS
scale_factor = 0.50; x =  887; y = 689; confidence = 0.54; MISS
scale_factor = 0.50; x = 1247; y = 567; confidence = 0.73; MISS
scale_factor = 0.50; x = 1289; y = 521; confidence = 0.91; HIT ***
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00330.ppm
scale_factor = 0.50; x =  155; y = 135; confidence = 0.27; MISS
scale_factor = 0.50; x =  279; y = 139; confidence = 0.30; MISS
scale_factor = 0.50; x =  533; y =  83; confidence = 0.65; MISS
scale_factor = 0.50; x =  531; y =  85; confidence = 0.64; MISS
scale_factor = 0.50; x =  533; y =  81; confidence = 0.62; MISS
scale_factor = 0.50; x =  839; y = 139; confidence = 0.41; MISS
scale_factor = 0.50; x =  951; y =  77; confidence = 0.66; MISS
scale_factor = 0.50; x = 1117; y = 113; confidence = 0.48; MISS
scale_factor = 0.50; x = 1301; y =  69; confidence = 0.38; MISS
scale_factor = 0.50; x =  167; y = 309; confidence = 0.59; MISS
scale_factor = 0.50; x =  279; y = 279; confidence = 0.33; MISS
scale_factor = 0.50; x =  381; y = 325; confidence = 0.37; MISS
scale_factor = 0.50; x =  507; y = 241; confidence = 0.40; MISS
scale_factor = 0.50; x =  739; y = 311; confidence = 0.56; MISS
scale_factor = 0.50; x =  737; y = 313; confidence = 0.55; MISS
scale_factor = 0.50; x =  967; y = 313; confidence = 0.66; MISS
scale_factor = 0.50; x = 1087; y = 449; confidence = 0.97; HIT ***
scale_factor = 0.50; x = 1219; y = 317; confidence = 0.38; MISS
scale_factor = 0.50; x =  127; y = 419; confidence = 0.27; MISS
scale_factor = 0.50; x =  295; y = 453; confidence = 0.24; MISS
scale_factor = 0.50; x =  345; y = 511; confidence = 0.21; MISS
scale_factor = 0.50; x =  545; y = 313; confidence = 0.29; MISS
scale_factor = 0.50; x =  677; y = 425; confidence = 0.51; MISS
scale_factor = 0.50; x =  843; y = 433; confidence = 0.32; MISS
scale_factor = 0.50; x = 1089; y = 455; confidence = 0.91; HIT ***
scale_factor = 0.50; x = 1091; y = 449; confidence = 0.92; HIT ***
scale_factor = 0.50; x = 1087; y = 451; confidence = 0.94; HIT ***
scale_factor = 0.50; x =   49; y = 565; confidence = 0.62; MISS
scale_factor = 0.50; x =  341; y = 511; confidence = 0.43; MISS
scale_factor = 0.50; x =  403; y = 637; confidence = 0.60; MISS
scale_factor = 0.50; x =  403; y = 641; confidence = 0.60; MISS
scale_factor = 0.50; x =  699; y = 559; confidence = 0.11; MISS
scale_factor = 0.50; x =  801; y = 393; confidence = 0.08; MISS
scale_factor = 0.50; x = 1087; y = 447; confidence = 0.97; HIT ***
scale_factor = 0.50; x = 1089; y = 453; confidence = 0.93; HIT ***
scale_factor = 0.50; x = 1247; y = 431; confidence = 0.67; MISS
scale_factor = 0.50; x =  139; y = 703; confidence = 0.44; MISS
scale_factor = 0.50; x =  403; y = 639; confidence = 0.62; MISS
scale_factor = 0.50; x =  403; y = 637; confidence = 0.60; MISS
scale_factor = 0.50; x =  407; y = 637; confidence = 0.61; MISS
scale_factor = 0.50; x =  697; y = 539; confidence = 0.04; MISS
scale_factor = 0.50; x =  989; y = 777; confidence = 0.51; MISS
scale_factor = 0.50; x = 1057; y = 595; confidence = 0.54; MISS
scale_factor = 0.50; x = 1057; y = 593; confidence = 0.55; MISS
scale_factor = 0.50; x = 1235; y = 595; confidence = 0.47; MISS
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00349.ppm
scale_factor = 0.50; x =   83; y = 315; confidence = 0.75; HIT ***
scale_factor = 0.50; x =  317; y = 131; confidence = 0.13; MISS
scale_factor = 0.50; x =  463; y = 145; confidence = 0.09; MISS
scale_factor = 0.50; x =  541; y = 109; confidence = 0.39; MISS
scale_factor = 0.50; x =  743; y = 125; confidence = 0.09; MISS
scale_factor = 0.50; x =  853; y = 123; confidence = 0.23; MISS
scale_factor = 0.50; x =  985; y = 117; confidence = 0.38; MISS
scale_factor = 0.50; x = 1133; y = 101; confidence = 0.52; MISS
scale_factor = 0.50; x = 1283; y = 291; confidence = 0.96; MISS
scale_factor = 0.50; x =   87; y = 315; confidence = 0.73; HIT ***
scale_factor = 0.50; x =  245; y = 461; confidence = 0.47; MISS
scale_factor = 0.50; x =  511; y = 213; confidence = 0.40; MISS
scale_factor = 0.50; x =  553; y = 203; confidence = 0.54; MISS
scale_factor = 0.50; x =  721; y = 249; confidence = 0.35; MISS
scale_factor = 0.50; x =  855; y = 327; confidence = 0.41; MISS
scale_factor = 0.50; x =  991; y = 119; confidence = 0.53; MISS
scale_factor = 0.50; x = 1271; y = 301; confidence = 0.99; MISS
scale_factor = 0.50; x = 1267; y = 295; confidence = 0.98; MISS
scale_factor = 0.50; x =   85; y = 307; confidence = 0.80; HIT ***
scale_factor = 0.50; x =  229; y = 439; confidence = 0.44; MISS
scale_factor = 0.50; x =  445; y = 415; confidence = 0.34; MISS
scale_factor = 0.50; x =  537; y = 417; confidence = 0.42; MISS
scale_factor = 0.50; x =  699; y = 419; confidence = 0.41; MISS
scale_factor = 0.50; x =  817; y = 459; confidence = 0.07; MISS
scale_factor = 0.50; x =  887; y = 513; confidence = 0.53; MISS
scale_factor = 0.50; x = 1267; y = 301; confidence = 0.98; MISS
scale_factor = 0.50; x = 1281; y = 291; confidence = 0.98; MISS
scale_factor = 0.50; x =  189; y = 659; confidence = 0.36; MISS
scale_factor = 0.50; x =  317; y = 487; confidence = 0.22; MISS
scale_factor = 0.50; x =  485; y = 649; confidence = 0.50; MISS
scale_factor = 0.50; x =  477; y = 651; confidence = 0.50; MISS
scale_factor = 0.50; x =  687; y = 549; confidence = 0.29; MISS
scale_factor = 0.50; x =  887; y = 513; confidence = 0.53; MISS
scale_factor = 0.50; x =  951; y = 569; confidence = 0.49; MISS
scale_factor = 0.50; x = 1065; y = 611; confidence = 0.63; MISS
scale_factor = 0.50; x = 1193; y = 505; confidence = 0.50; MISS
scale_factor = 0.50; x =  183; y = 659; confidence = 0.47; MISS
scale_factor = 0.50; x =  321; y = 675; confidence = 0.60; MISS
scale_factor = 0.50; x =  479; y = 649; confidence = 0.48; MISS
scale_factor = 0.50; x =  481; y = 651; confidence = 0.50; MISS
scale_factor = 0.50; x =  771; y = 673; confidence = 0.46; MISS
scale_factor = 0.50; x =  813; y = 699; confidence = 0.59; MISS
scale_factor = 0.50; x =  995; y = 665; confidence = 0.50; MISS
scale_factor = 0.50; x = 1057; y = 721; confidence = 0.58; MISS
scale_factor = 0.50; x = 1255; y = 693; confidence = 0.42; MISS
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00349.ppm
scale_factor = 0.50; x =   83; y = 315; confidence = 0.74; MISS
scale_factor = 0.50; x =  317; y = 133; confidence = 0.24; MISS
scale_factor = 0.50; x =  463; y = 145; confidence = 0.09; MISS
scale_factor = 0.50; x =  541; y = 109; confidence = 0.40; MISS
scale_factor = 0.50; x =  743; y = 125; confidence = 0.10; MISS
scale_factor = 0.50; x =  853; y = 123; confidence = 0.22; MISS
scale_factor = 0.50; x =  983; y = 117; confidence = 0.47; MISS
scale_factor = 0.50; x = 1165; y = 145; confidence = 0.30; MISS
scale_factor = 0.50; x = 1277; y = 297; confidence = 1.00; HIT ***
scale_factor = 0.50; x =   87; y = 313; confidence = 0.78; MISS
scale_factor = 0.50; x =  229; y = 435; confidence = 0.54; MISS
scale_factor = 0.50; x =  511; y = 213; confidence = 0.41; MISS
scale_factor = 0.50; x =  513; y = 213; confidence = 0.43; MISS
scale_factor = 0.50; x =  721; y = 249; confidence = 0.35; MISS
scale_factor = 0.50; x =  857; y = 327; confidence = 0.39; MISS
scale_factor = 0.50; x =  991; y = 119; confidence = 0.54; MISS
scale_factor = 0.50; x = 1271; y = 301; confidence = 0.99; HIT ***
scale_factor = 0.50; x = 1269; y = 297; confidence = 0.99; HIT ***
scale_factor = 0.50; x =   85; y = 307; confidence = 0.80; MISS
scale_factor = 0.50; x =  259; y = 419; confidence = 0.11; MISS
scale_factor = 0.50; x =  445; y = 415; confidence = 0.34; MISS
scale_factor = 0.50; x =  537; y = 417; confidence = 0.42; MISS
scale_factor = 0.50; x =  699; y = 419; confidence = 0.41; MISS
scale_factor = 0.50; x =  817; y = 459; confidence = 0.07; MISS
scale_factor = 0.50; x =  887; y = 513; confidence = 0.54; MISS
scale_factor = 0.50; x = 1267; y = 301; confidence = 0.98; HIT ***
scale_factor = 0.50; x = 1281; y = 295; confidence = 0.97; HIT ***
scale_factor = 0.50; x =  195; y = 661; confidence = 0.35; MISS
scale_factor = 0.50; x =  317; y = 487; confidence = 0.22; MISS
scale_factor = 0.50; x =  485; y = 649; confidence = 0.51; MISS
scale_factor = 0.50; x =  477; y = 651; confidence = 0.50; MISS
scale_factor = 0.50; x =  687; y = 549; confidence = 0.30; MISS
scale_factor = 0.50; x =  887; y = 513; confidence = 0.53; MISS
scale_factor = 0.50; x =  951; y = 569; confidence = 0.49; MISS
scale_factor = 0.50; x = 1065; y = 611; confidence = 0.64; MISS
scale_factor = 0.50; x = 1197; y = 503; confidence = 0.53; MISS
scale_factor = 0.50; x =  183; y = 659; confidence = 0.46; MISS
scale_factor = 0.50; x =  321; y = 675; confidence = 0.60; MISS
scale_factor = 0.50; x =  407; y = 721; confidence = 0.29; MISS
scale_factor = 0.50; x =  605; y = 699; confidence = 0.39; MISS
scale_factor = 0.50; x =  767; y = 677; confidence = 0.51; MISS
scale_factor = 0.50; x =  813; y = 699; confidence = 0.59; MISS
scale_factor = 0.50; x = 1057; y = 721; confidence = 0.58; MISS
scale_factor = 0.50; x = 1057; y = 721; confidence = 0.58; MISS
scale_factor = 0.50; x = 1255; y = 693; confidence = 0.42; MISS
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00384.ppm
scale_factor = 0.50; x =  135; y = 231; confidence = 0.53; MISS
scale_factor = 0.50; x =  251; y = 197; confidence = 0.45; MISS
scale_factor = 0.50; x =  429; y = 153; confidence = 0.09; MISS
scale_factor = 0.50; x =  605; y = 191; confidence = 0.52; MISS
scale_factor = 0.50; x =  785; y = 163; confidence = 0.56; MISS
scale_factor = 0.50; x =  785; y = 159; confidence = 0.56; MISS
scale_factor = 0.50; x =  897; y = 185; confidence = 0.25; MISS
scale_factor = 0.50; x = 1231; y = 281; confidence = 0.97; MISS
scale_factor = 0.50; x = 1233; y = 279; confidence = 0.98; MISS
scale_factor = 0.50; x =  135; y = 229; confidence = 0.53; MISS
scale_factor = 0.50; x =  253; y = 195; confidence = 0.45; MISS
scale_factor = 0.50; x =  391; y = 217; confidence = 0.48; MISS
scale_factor = 0.50; x =  611; y = 189; confidence = 0.44; MISS
scale_factor = 0.50; x =  603; y = 185; confidence = 0.56; MISS
scale_factor = 0.50; x =  781; y = 159; confidence = 0.55; MISS
scale_factor = 0.50; x = 1059; y = 205; confidence = 0.29; MISS
scale_factor = 0.50; x = 1239; y = 287; confidence = 0.94; MISS
scale_factor = 0.50; x = 1243; y = 291; confidence = 0.88; MISS
scale_factor = 0.50; x =  109; y = 375; confidence = 0.42; MISS
scale_factor = 0.50; x =  317; y = 435; confidence = 0.00; MISS
scale_factor = 0.50; x =  341; y = 493; confidence = 0.07; MISS
scale_factor = 0.50; x =  627; y = 427; confidence = 0.08; MISS
scale_factor = 0.50; x =  627; y = 427; confidence = 0.08; MISS
scale_factor = 0.50; x =  781; y = 471; confidence = 0.03; MISS
scale_factor = 0.50; x = 1149; y = 361; confidence = 0.57; MISS
scale_factor = 0.50; x = 1237; y = 287; confidence = 0.95; MISS
scale_factor = 0.50; x = 1239; y = 281; confidence = 0.97; MISS
scale_factor = 0.50; x =  123; y = 497; confidence = 0.33; MISS
scale_factor = 0.50; x =  273; y = 587; confidence = 0.09; MISS
scale_factor = 0.50; x =  533; y = 491; confidence = 0.39; MISS
scale_factor = 0.50; x =  513; y = 617; confidence = 0.21; MISS
scale_factor = 0.50; x =  695; y = 541; confidence = 0.04; MISS
scale_factor = 0.50; x =  919; y = 721; confidence = 0.03; MISS
scale_factor = 0.50; x =  919; y = 721; confidence = 0.05; MISS
scale_factor = 0.50; x = 1175; y = 547; confidence = 0.60; MISS
scale_factor = 0.50; x = 1285; y = 553; confidence = 0.59; MISS
scale_factor = 0.50; x =  137; y = 713; confidence = 0.34; MISS
scale_factor = 0.50; x =  351; y = 753; confidence = 0.10; MISS
scale_factor = 0.50; x =  343; y = 755; confidence = 0.35; MISS
scale_factor = 0.50; x =  665; y = 697; confidence = 0.12; MISS
scale_factor = 0.50; x =  687; y = 697; confidence = 0.05; MISS
scale_factor = 0.50; x =  915; y = 717; confidence = 0.07; MISS
scale_factor = 0.50; x =  917; y = 719; confidence = 0.08; MISS
scale_factor = 0.50; x = 1249; y = 729; confidence = 0.47; MISS
scale_factor = 0.50; x = 1235; y = 733; confidence = 0.59; MISS
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00384.ppm
scale_factor = 0.50; x =  135; y = 231; confidence = 0.54; MISS
scale_factor = 0.50; x =  251; y = 197; confidence = 0.45; MISS
scale_factor = 0.50; x =  429; y = 153; confidence = 0.07; MISS
scale_factor = 0.50; x =  605; y = 191; confidence = 0.52; MISS
scale_factor = 0.50; x =  785; y = 163; confidence = 0.56; MISS
scale_factor = 0.50; x =  785; y = 159; confidence = 0.56; MISS
scale_factor = 0.50; x =  897; y = 185; confidence = 0.25; MISS
scale_factor = 0.50; x = 1231; y = 281; confidence = 0.97; HIT ***
scale_factor = 0.50; x = 1239; y = 285; confidence = 0.95; HIT ***
scale_factor = 0.50; x =  133; y = 229; confidence = 0.50; MISS
scale_factor = 0.50; x =  177; y = 277; confidence = 0.39; MISS
scale_factor = 0.50; x =  389; y = 223; confidence = 0.42; MISS
scale_factor = 0.50; x =  611; y = 189; confidence = 0.44; MISS
scale_factor = 0.50; x =  603; y = 185; confidence = 0.55; MISS
scale_factor = 0.50; x =  781; y = 159; confidence = 0.55; MISS
scale_factor = 0.50; x = 1059; y = 205; confidence = 0.29; MISS
scale_factor = 0.50; x = 1239; y = 287; confidence = 0.94; HIT ***
scale_factor = 0.50; x = 1237; y = 289; confidence = 0.92; HIT ***
scale_factor = 0.50; x =  109; y = 375; confidence = 0.42; MISS
scale_factor = 0.50; x =  317; y = 435; confidence = 0.00; MISS
scale_factor = 0.50; x =  341; y = 493; confidence = 0.07; MISS
scale_factor = 0.50; x =  533; y = 495; confidence = 0.28; MISS
scale_factor = 0.50; x =  627; y = 427; confidence = 0.07; MISS
scale_factor = 0.50; x =  781; y = 471; confidence = 0.03; MISS
scale_factor = 0.50; x = 1149; y = 361; confidence = 0.57; MISS
scale_factor = 0.50; x = 1241; y = 283; confidence = 0.95; HIT ***
scale_factor = 0.50; x = 1233; y = 283; confidence = 0.97; HIT ***
scale_factor = 0.50; x =   71; y = 587; confidence = 0.28; MISS
scale_factor = 0.50; x =  273; y = 587; confidence = 0.08; MISS
scale_factor = 0.50; x =  533; y = 491; confidence = 0.39; MISS
scale_factor = 0.50; x =  513; y = 617; confidence = 0.23; MISS
scale_factor = 0.50; x =  695; y = 541; confidence = 0.04; MISS
scale_factor = 0.50; x =  919; y = 721; confidence = 0.04; MISS
scale_factor = 0.50; x = 1073; y = 537; confidence = 0.01; MISS
scale_factor = 0.50; x = 1175; y = 547; confidence = 0.60; MISS
scale_factor = 0.50; x = 1285; y = 553; confidence = 0.57; MISS
scale_factor = 0.50; x =  137; y = 713; confidence = 0.35; MISS
scale_factor = 0.50; x =  349; y = 757; confidence = 0.14; MISS
scale_factor = 0.50; x =  343; y = 755; confidence = 0.34; MISS
scale_factor = 0.50; x =  597; y = 727; confidence = 0.03; MISS
scale_factor = 0.50; x =  683; y = 697; confidence = 0.14; MISS
scale_factor = 0.50; x =  915; y = 717; confidence = 0.06; MISS
scale_factor = 0.50; x =  917; y = 719; confidence = 0.07; MISS
scale_factor = 0.50; x = 1177; y = 555; confidence = 0.53; MISS
scale_factor = 0.50; x = 1291; y = 683; confidence = 0.70; MISS
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00392.ppm
scale_factor = 0.50; x =  113; y = 129; confidence = 0.42; MISS
scale_factor = 0.50; x =  287; y = 107; confidence = 0.31; MISS
scale_factor = 0.50; x =  451; y = 169; confidence = 0.50; MISS
scale_factor = 0.50; x =  591; y = 139; confidence = 0.64; MISS
scale_factor = 0.50; x =  589; y = 137; confidence = 0.64; MISS
scale_factor = 0.50; x =  881; y = 159; confidence = 0.60; MISS
scale_factor = 0.50; x = 1065; y = 209; confidence = 0.70; MISS
scale_factor = 0.50; x = 1115; y = 139; confidence = 0.22; MISS
scale_factor = 0.50; x = 1217; y = 139; confidence = 0.26; MISS
scale_factor = 0.50; x =  149; y = 271; confidence = 0.49; MISS
scale_factor = 0.50; x =  399; y = 313; confidence = 0.85; HIT ***
scale_factor = 0.50; x =  403; y = 319; confidence = 0.81; HIT ***
scale_factor = 0.50; x =  399; y = 317; confidence = 0.86; HIT ***
scale_factor = 0.50; x =  601; y = 127; confidence = 0.65; MISS
scale_factor = 0.50; x =  799; y = 171; confidence = 0.35; MISS
scale_factor = 0.50; x = 1061; y = 209; confidence = 0.70; MISS
scale_factor = 0.50; x = 1059; y = 209; confidence = 0.71; MISS
scale_factor = 0.50; x = 1265; y = 285; confidence = 0.24; MISS
scale_factor = 0.50; x =  165; y = 359; confidence = 0.61; MISS
scale_factor = 0.50; x =  397; y = 317; confidence = 0.90; HIT ***
scale_factor = 0.50; x =  395; y = 311; confidence = 0.83; HIT ***
scale_factor = 0.50; x =  497; y = 451; confidence = 0.54; MISS
scale_factor = 0.50; x =  761; y = 485; confidence = 0.85; MISS
scale_factor = 0.50; x =  757; y = 489; confidence = 0.90; MISS
scale_factor = 0.50; x =  901; y = 585; confidence = 0.76; MISS
scale_factor = 0.50; x = 1109; y = 457; confidence = 0.35; MISS
scale_factor = 0.50; x = 1253; y = 405; confidence = 0.18; MISS
scale_factor = 0.50; x =  123; y = 579; confidence = 0.60; MISS
scale_factor = 0.50; x =  269; y = 565; confidence = 0.37; MISS
scale_factor = 0.50; x =  495; y = 447; confidence = 0.55; MISS
scale_factor = 0.50; x =  729; y = 475; confidence = 0.81; MISS
scale_factor = 0.50; x =  755; y = 487; confidence = 0.89; MISS
scale_factor = 0.50; x =  827; y = 511; confidence = 0.57; MISS
scale_factor = 0.50; x =  897; y = 583; confidence = 0.74; MISS
scale_factor = 0.50; x = 1185; y = 559; confidence = 0.32; MISS
