p = 0.987500; confidence = 0.730000; image = 5; scale_factor = 0.816480; x = 184; y = 268
p = 0.986600; confidence = 0.740000; image = 175; scale_factor = 0.816480; x = 908; y = 298
p = 0.986600; confidence = 0.730000; image = 175; scale_factor = 0.816480; x = 908; y = 299
p = 1.000000; confidence = 0.810000; image = 203; scale_factor = 0.567000; x = 805; y = 533
p = 1.000000; confidence = 0.830000; image = 233; scale_factor = 0.680400; x = 801; y = 441
p = 1.000000; confidence = 0.840000; image = 233; scale_factor = 0.680400; x = 803; y = 444
p = 1.000000; confidence = 0.830000; image = 233; scale_factor = 0.680400; x = 804; y = 444
p = 1.000000; confidence = 0.810000; image = 254; scale_factor = 0.393750; x = 1224; y = 505
p = 1.000000; confidence = 0.840000; image = 254; scale_factor = 0.472500; x = 1219; y = 504
p = 1.000000; confidence = 0.810000; image = 254; scale_factor = 0.472500; x = 1221; y = 502
p = 1.000000; confidence = 0.810000; image = 260; scale_factor = 0.328120; x = 1125; y = 614
p = 1.000000; confidence = 0.810000; image = 260; scale_factor = 0.393750; x = 1129; y = 602
p = 1.000000; confidence = 0.800000; image = 276; scale_factor = 1.410880; x = 480; y = 316
p = 0.976400; confidence = 0.760000; image = 281; scale_factor = 0.816480; x = 499; y = 232
p = 0.970300; confidence = 0.740000; image = 281; scale_factor = 0.979780; x = 497; y = 238
p = 0.970300; confidence = 0.750000; image = 281; scale_factor = 0.979780; x = 501; y = 236
p = 0.970300; confidence = 0.770000; image = 281; scale_factor = 0.979780; x = 500; y = 237
p = 0.988100; confidence = 0.710000; image = 294; scale_factor = 0.816480; x = 1111; y = 245
p = 0.985000; confidence = 0.720000; image = 294; scale_factor = 0.979780; x = 1118; y = 254
p = 0.979800; confidence = 0.750000; image = 295; scale_factor = 0.680400; x = 219; y = 288
p = 0.979800; confidence = 0.720000; image = 295; scale_factor = 0.680400; x = 218; y = 291
p = 0.979800; confidence = 0.770000; image = 295; scale_factor = 0.680400; x = 219; y = 292
p = 0.979800; confidence = 0.740000; image = 295; scale_factor = 0.680400; x = 219; y = 288
p = 0.986500; confidence = 0.740000; image = 298; scale_factor = 0.979780; x = 340; y = 279
p = 0.983100; confidence = 0.770000; image = 298; scale_factor = 0.979780; x = 832; y = 272
p = 1.000000; confidence = 0.810000; image = 298; scale_factor = 1.175730; x = 835; y = 272
