p = 0.987500; confidence = 0.730000; image = 5; scale_factor = 0.816480; x = 184; y = 268
p = 0.958300; confidence = 0.790000; image = 23; scale_factor = 0.567000; x = 1004; y = 397
p = 0.968800; confidence = 0.730000; image = 26; scale_factor = 0.816480; x = 881; y = 373
p = 0.968800; confidence = 0.730000; image = 26; scale_factor = 0.816480; x = 880; y = 378
p = 0.960900; confidence = 0.760000; image = 26; scale_factor = 0.979780; x = 873; y = 375
p = 0.960900; confidence = 0.750000; image = 26; scale_factor = 0.979780; x = 877; y = 376
p = 1.000000; confidence = 0.840000; image = 40; scale_factor = 0.472500; x = 1145; y = 415
p = 1.000000; confidence = 0.810000; image = 40; scale_factor = 0.472500; x = 1140; y = 411
p = 1.000000; confidence = 0.850000; image = 40; scale_factor = 0.472500; x = 1137; y = 413
p = 0.950300; confidence = 0.740000; image = 51; scale_factor = 0.680400; x = 832; y = 363
p = 0.950300; confidence = 0.790000; image = 51; scale_factor = 0.680400; x = 828; y = 364
p = 0.950300; confidence = 0.720000; image = 51; scale_factor = 0.680400; x = 829; y = 361
p = 0.976400; confidence = 0.790000; image = 57; scale_factor = 0.979780; x = 1007; y = 380
p = 0.953100; confidence = 0.710000; image = 61; scale_factor = 1.175730; x = 1153; y = 384
p = 0.950300; confidence = 0.740000; image = 80; scale_factor = 0.680400; x = 928; y = 371
p = 1.000000; confidence = 0.800000; image = 80; scale_factor = 0.680400; x = 923; y = 385
p = 0.950300; confidence = 0.770000; image = 80; scale_factor = 0.680400; x = 922; y = 374
p = 0.968600; confidence = 0.720000; image = 86; scale_factor = 0.979780; x = 394; y = 340
p = 0.981300; confidence = 0.780000; image = 93; scale_factor = 0.816480; x = 1005; y = 393
p = 0.981300; confidence = 0.770000; image = 93; scale_factor = 0.816480; x = 1004; y = 393
p = 0.981300; confidence = 0.780000; image = 93; scale_factor = 0.816480; x = 1005; y = 397
p = 0.976400; confidence = 0.710000; image = 93; scale_factor = 0.979780; x = 1007; y = 390
p = 0.969900; confidence = 0.720000; image = 101; scale_factor = 0.680400; x = 1069; y = 382
p = 1.000000; confidence = 0.810000; image = 103; scale_factor = 0.816480; x = 1024; y = 422
p = 1.000000; confidence = 0.810000; image = 103; scale_factor = 0.816480; x = 1024; y = 420
p = 1.000000; confidence = 0.810000; image = 105; scale_factor = 0.979780; x = 973; y = 440
p = 0.960900; confidence = 0.740000; image = 107; scale_factor = 0.979780; x = 926; y = 395
p = 1.000000; confidence = 0.800000; image = 116; scale_factor = 0.680400; x = 845; y = 441
p = 0.960900; confidence = 0.720000; image = 119; scale_factor = 0.979780; x = 950; y = 390
p = 0.960900; confidence = 0.710000; image = 119; scale_factor = 0.979780; x = 947; y = 388
p = 0.967500; confidence = 0.720000; image = 129; scale_factor = 0.816480; x = 556; y = 296
p = 1.000000; confidence = 0.810000; image = 129; scale_factor = 0.979780; x = 552; y = 291
p = 0.967800; confidence = 0.730000; image = 130; scale_factor = 0.680400; x = 488; y = 327
p = 0.967800; confidence = 0.720000; image = 130; scale_factor = 0.680400; x = 488; y = 333
p = 0.967800; confidence = 0.780000; image = 130; scale_factor = 0.680400; x = 490; y = 335
p = 0.967800; confidence = 0.780000; image = 130; scale_factor = 0.680400; x = 492; y = 333
p = 0.980000; confidence = 0.710000; image = 130; scale_factor = 0.816480; x = 482; y = 325
p = 0.958000; confidence = 0.630000; image = 130; scale_factor = 1.175730; x = 1068; y = 260
p = 0.958000; confidence = 0.630000; image = 130; scale_factor = 1.175730; x = 1068; y = 260
p = 0.974800; confidence = 0.710000; image = 133; scale_factor = 0.979780; x = 528; y = 351
p = 0.974800; confidence = 0.780000; image = 133; scale_factor = 0.979780; x = 525; y = 354
p = 0.986300; confidence = 0.720000; image = 133; scale_factor = 1.175730; x = 952; y = 263
p = 0.986300; confidence = 0.760000; image = 133; scale_factor = 1.175730; x = 952; y = 261
p = 0.966600; confidence = 0.730000; image = 134; scale_factor = 0.472500; x = 1132; y = 298
p = 0.986200; confidence = 0.740000; image = 140; scale_factor = 0.680400; x = 513; y = 257
p = 0.986200; confidence = 0.790000; image = 140; scale_factor = 0.680400; x = 516; y = 261
p = 0.980800; confidence = 0.710000; image = 140; scale_factor = 0.680400; x = 1194; y = 255
p = 0.980800; confidence = 0.710000; image = 140; scale_factor = 0.680400; x = 1192; y = 264
p = 0.957700; confidence = 0.630000; image = 140; scale_factor = 0.680400; x = 504; y = 273
p = 0.991400; confidence = 0.710000; image = 140; scale_factor = 0.816480; x = 512; y = 259
p = 0.973600; confidence = 0.680000; image = 140; scale_factor = 0.816480; x = 513; y = 261
p = 0.973600; confidence = 0.670000; image = 140; scale_factor = 0.816480; x = 518; y = 257
p = 0.961600; confidence = 0.630000; image = 146; scale_factor = 0.816480; x = 258; y = 302
p = 0.961600; confidence = 0.620000; image = 146; scale_factor = 0.816480; x = 259; y = 312
p = 0.961600; confidence = 0.620000; image = 146; scale_factor = 0.816480; x = 260; y = 308
p = 0.953100; confidence = 0.770000; image = 149; scale_factor = 0.680400; x = 322; y = 223
p = 0.953100; confidence = 0.730000; image = 149; scale_factor = 0.680400; x = 331; y = 227
p = 0.953100; confidence = 0.740000; image = 149; scale_factor = 0.680400; x = 329; y = 227
p = 0.983100; confidence = 0.710000; image = 155; scale_factor = 0.979780; x = 872; y = 263
p = 0.983100; confidence = 0.710000; image = 155; scale_factor = 0.979780; x = 872; y = 264
p = 0.977100; confidence = 0.720000; image = 155; scale_factor = 1.175730; x = 870; y = 269
p = 0.958800; confidence = 0.640000; image = 158; scale_factor = 0.979780; x = 385; y = 266
p = 0.958800; confidence = 0.630000; image = 158; scale_factor = 0.979780; x = 391; y = 263
p = 0.958000; confidence = 0.650000; image = 158; scale_factor = 1.175730; x = 1003; y = 263
p = 0.958000; confidence = 0.680000; image = 158; scale_factor = 1.175730; x = 1003; y = 261
p = 0.978400; confidence = 0.730000; image = 175; scale_factor = 0.680400; x = 907; y = 297
p = 0.978400; confidence = 0.740000; image = 175; scale_factor = 0.680400; x = 911; y = 297
p = 0.986600; confidence = 0.740000; image = 175; scale_factor = 0.816480; x = 908; y = 298
p = 0.959000; confidence = 0.700000; image = 175; scale_factor = 0.816480; x = 911; y = 302
p = 0.986600; confidence = 0.730000; image = 175; scale_factor = 0.816480; x = 908; y = 299
p = 1.000000; confidence = 0.810000; image = 203; scale_factor = 0.567000; x = 805; y = 533
p = 1.000000; confidence = 0.830000; image = 233; scale_factor = 0.680400; x = 801; y = 441
p = 1.000000; confidence = 0.840000; image = 233; scale_factor = 0.680400; x = 803; y = 444
p = 1.000000; confidence = 0.830000; image = 233; scale_factor = 0.680400; x = 804; y = 444
p = 0.965900; confidence = 0.710000; image = 238; scale_factor = 1.175730; x = 462; y = 365
p = 0.960100; confidence = 0.730000; image = 239; scale_factor = 0.680400; x = 329; y = 369
p = 0.968600; confidence = 0.760000; image = 246; scale_factor = 0.979780; x = 394; y = 394
p = 0.968600; confidence = 0.770000; image = 246; scale_factor = 0.979780; x = 394; y = 395
p = 1.000000; confidence = 0.810000; image = 254; scale_factor = 0.393750; x = 1224; y = 505
p = 1.000000; confidence = 0.840000; image = 254; scale_factor = 0.472500; x = 1219; y = 504
p = 1.000000; confidence = 0.810000; image = 254; scale_factor = 0.472500; x = 1221; y = 502
p = 1.000000; confidence = 0.810000; image = 260; scale_factor = 0.328120; x = 1125; y = 614
p = 1.000000; confidence = 0.810000; image = 260; scale_factor = 0.393750; x = 1129; y = 602
p = 0.957000; confidence = 0.710000; image = 271; scale_factor = 0.816480; x = 1295; y = 393
p = 0.955200; confidence = 0.640000; image = 276; scale_factor = 1.175730; x = 479; y = 314
p = 1.000000; confidence = 0.800000; image = 276; scale_factor = 1.410880; x = 480; y = 316
p = 0.976400; confidence = 0.760000; image = 281; scale_factor = 0.816480; x = 499; y = 232
p = 0.970300; confidence = 0.740000; image = 281; scale_factor = 0.979780; x = 497; y = 238
p = 0.970300; confidence = 0.750000; image = 281; scale_factor = 0.979780; x = 501; y = 236
p = 0.970300; confidence = 0.770000; image = 281; scale_factor = 0.979780; x = 500; y = 237
p = 0.988100; confidence = 0.710000; image = 294; scale_factor = 0.816480; x = 1111; y = 245
p = 0.963600; confidence = 0.660000; image = 294; scale_factor = 0.816480; x = 1119; y = 249
p = 0.963600; confidence = 0.660000; image = 294; scale_factor = 0.816480; x = 1116; y = 250
p = 0.954400; confidence = 0.660000; image = 294; scale_factor = 0.979780; x = 1104; y = 249
p = 0.954400; confidence = 0.690000; image = 294; scale_factor = 0.979780; x = 1108; y = 251
p = 0.985000; confidence = 0.720000; image = 294; scale_factor = 0.979780; x = 1118; y = 254
p = 0.979800; confidence = 0.750000; image = 295; scale_factor = 0.680400; x = 219; y = 288
p = 0.979800; confidence = 0.720000; image = 295; scale_factor = 0.680400; x = 218; y = 291
p = 0.969900; confidence = 0.740000; image = 295; scale_factor = 0.680400; x = 989; y = 355
p = 0.979800; confidence = 0.770000; image = 295; scale_factor = 0.680400; x = 219; y = 292
p = 0.979800; confidence = 0.740000; image = 295; scale_factor = 0.680400; x = 219; y = 288
p = 0.969900; confidence = 0.790000; image = 295; scale_factor = 0.680400; x = 991; y = 360
p = 0.969900; confidence = 0.770000; image = 295; scale_factor = 0.680400; x = 995; y = 358
p = 0.961600; confidence = 0.640000; image = 295; scale_factor = 0.816480; x = 219; y = 283
p = 0.986500; confidence = 0.740000; image = 298; scale_factor = 0.979780; x = 340; y = 279
p = 0.958800; confidence = 0.680000; image = 298; scale_factor = 0.979780; x = 342; y = 277
p = 0.958800; confidence = 0.660000; image = 298; scale_factor = 0.979780; x = 340; y = 282
p = 0.983100; confidence = 0.770000; image = 298; scale_factor = 0.979780; x = 832; y = 272
p = 1.000000; confidence = 0.810000; image = 298; scale_factor = 1.175730; x = 835; y = 272
