p = 0.942500; confidence = 0.520000; image = 2; scale_factor = 0.979780; x = 457; y = 242
p = 0.709800; confidence = 0.600000; image = 51; scale_factor = 0.567000; x = 822; y = 370
p = 0.950300; confidence = 0.740000; image = 51; scale_factor = 0.680400; x = 832; y = 363
p = 0.950300; confidence = 0.790000; image = 51; scale_factor = 0.680400; x = 828; y = 364
p = 0.950300; confidence = 0.720000; image = 51; scale_factor = 0.680400; x = 829; y = 361
p = 0.903700; confidence = 0.600000; image = 57; scale_factor = 0.816480; x = 1004; y = 377
p = 0.903700; confidence = 0.590000; image = 57; scale_factor = 0.816480; x = 1010; y = 383
p = 0.943400; confidence = 0.680000; image = 57; scale_factor = 0.816480; x = 1008; y = 385
p = 0.929400; confidence = 0.650000; image = 57; scale_factor = 0.979780; x = 1009; y = 379
p = 0.881200; confidence = 0.580000; image = 57; scale_factor = 0.979780; x = 1009; y = 376
p = 0.976400; confidence = 0.790000; image = 57; scale_factor = 0.979780; x = 1007; y = 380
p = 0.844500; confidence = 0.510000; image = 57; scale_factor = 1.175730; x = 1000; y = 385
p = 0.844500; confidence = 0.570000; image = 57; scale_factor = 1.175730; x = 1003; y = 380
p = 0.844500; confidence = 0.580000; image = 57; scale_factor = 1.175730; x = 1010; y = 379
p = 0.881200; confidence = 0.560000; image = 59; scale_factor = 0.979780; x = 1012; y = 354
p = 0.903700; confidence = 0.600000; image = 60; scale_factor = 0.816480; x = 954; y = 361
p = 0.903700; confidence = 0.590000; image = 60; scale_factor = 0.816480; x = 963; y = 364
p = 0.929400; confidence = 0.670000; image = 60; scale_factor = 0.979780; x = 958; y = 364
p = 0.929400; confidence = 0.640000; image = 60; scale_factor = 0.979780; x = 959; y = 361
p = 0.898300; confidence = 0.610000; image = 61; scale_factor = 0.979780; x = 1158; y = 386
p = 0.866100; confidence = 0.670000; image = 61; scale_factor = 1.175730; x = 1158; y = 386
p = 0.953100; confidence = 0.710000; image = 61; scale_factor = 1.175730; x = 1153; y = 384
p = 0.866100; confidence = 0.690000; image = 61; scale_factor = 1.175730; x = 1157; y = 379
p = 0.886500; confidence = 0.700000; image = 64; scale_factor = 0.979780; x = 860; y = 346
p = 0.814800; confidence = 0.550000; image = 64; scale_factor = 0.979780; x = 866; y = 348
p = 0.886500; confidence = 0.670000; image = 64; scale_factor = 0.979780; x = 872; y = 345
p = 0.886500; confidence = 0.700000; image = 64; scale_factor = 0.979780; x = 862; y = 345
p = 0.947300; confidence = 0.710000; image = 64; scale_factor = 1.175730; x = 867; y = 350
p = 0.947300; confidence = 0.760000; image = 64; scale_factor = 1.175730; x = 864; y = 345
p = 0.709800; confidence = 0.580000; image = 69; scale_factor = 0.567000; x = 922; y = 377
p = 0.774100; confidence = 0.570000; image = 69; scale_factor = 0.680400; x = 911; y = 382
p = 0.774100; confidence = 0.550000; image = 69; scale_factor = 0.680400; x = 917; y = 373
p = 0.847800; confidence = 0.600000; image = 69; scale_factor = 0.816480; x = 916; y = 384
p = 0.847800; confidence = 0.530000; image = 69; scale_factor = 0.816480; x = 915; y = 389
p = 0.819000; confidence = 0.720000; image = 70; scale_factor = 0.472500; x = 1024; y = 459
p = 0.814800; confidence = 0.500000; image = 71; scale_factor = 0.979780; x = 865; y = 383
p = 0.886500; confidence = 0.630000; image = 71; scale_factor = 0.979780; x = 871; y = 388
p = 0.812800; confidence = 0.700000; image = 80; scale_factor = 0.567000; x = 927; y = 382
p = 0.931700; confidence = 0.770000; image = 80; scale_factor = 0.567000; x = 930; y = 384
p = 0.931700; confidence = 0.780000; image = 80; scale_factor = 0.567000; x = 927; y = 379
p = 0.931700; confidence = 0.770000; image = 80; scale_factor = 0.567000; x = 930; y = 376
p = 0.950300; confidence = 0.740000; image = 80; scale_factor = 0.680400; x = 928; y = 371
p = 1.000000; confidence = 0.800000; image = 80; scale_factor = 0.680400; x = 923; y = 385
p = 0.950300; confidence = 0.770000; image = 80; scale_factor = 0.680400; x = 922; y = 374
p = 0.763200; confidence = 0.520000; image = 83; scale_factor = 1.175730; x = 902; y = 339
p = 0.802200; confidence = 0.570000; image = 83; scale_factor = 1.175730; x = 401; y = 334
p = 0.763200; confidence = 0.510000; image = 83; scale_factor = 1.175730; x = 904; y = 335
p = 0.925600; confidence = 0.640000; image = 86; scale_factor = 0.816480; x = 393; y = 338
p = 0.925600; confidence = 0.610000; image = 86; scale_factor = 0.816480; x = 396; y = 338
p = 0.925600; confidence = 0.640000; image = 86; scale_factor = 0.816480; x = 387; y = 348
p = 0.847000; confidence = 0.600000; image = 86; scale_factor = 0.979780; x = 395; y = 340
p = 0.847000; confidence = 0.590000; image = 86; scale_factor = 0.979780; x = 399; y = 338
p = 0.968600; confidence = 0.720000; image = 86; scale_factor = 0.979780; x = 394; y = 340
p = 0.708000; confidence = 0.550000; image = 90; scale_factor = 1.175730; x = 786; y = 279
p = 0.782800; confidence = 0.520000; image = 91; scale_factor = 1.693050; x = 480; y = 295
p = 0.802600; confidence = 0.690000; image = 91; scale_factor = 1.693050; x = 897; y = 296
p = 0.864800; confidence = 0.640000; image = 91; scale_factor = 1.693050; x = 477; y = 296
p = 0.782800; confidence = 0.500000; image = 91; scale_factor = 1.693050; x = 481; y = 298
p = 0.802600; confidence = 0.620000; image = 91; scale_factor = 1.693050; x = 894; y = 295
p = 0.911100; confidence = 0.630000; image = 93; scale_factor = 0.680400; x = 1008; y = 395
p = 0.852400; confidence = 0.570000; image = 93; scale_factor = 0.680400; x = 1007; y = 388
p = 0.981300; confidence = 0.780000; image = 93; scale_factor = 0.816480; x = 1005; y = 393
p = 0.981300; confidence = 0.770000; image = 93; scale_factor = 0.816480; x = 1004; y = 393
p = 0.981300; confidence = 0.780000; image = 93; scale_factor = 0.816480; x = 1005; y = 397
p = 0.976400; confidence = 0.710000; image = 93; scale_factor = 0.979780; x = 1007; y = 390
p = 0.765800; confidence = 0.680000; image = 93; scale_factor = 0.979780; x = 1009; y = 401
p = 0.765800; confidence = 0.690000; image = 93; scale_factor = 0.979780; x = 1006; y = 400
p = 0.844500; confidence = 0.570000; image = 93; scale_factor = 1.175730; x = 1004; y = 386
p = 0.851000; confidence = 0.730000; image = 98; scale_factor = 1.175730; x = 752; y = 368
p = 0.804700; confidence = 0.510000; image = 101; scale_factor = 0.567000; x = 1067; y = 391
p = 0.911100; confidence = 0.660000; image = 101; scale_factor = 0.680400; x = 1066; y = 374
p = 0.911100; confidence = 0.700000; image = 101; scale_factor = 0.680400; x = 1066; y = 383
p = 0.969900; confidence = 0.720000; image = 101; scale_factor = 0.680400; x = 1069; y = 382
p = 0.903700; confidence = 0.570000; image = 101; scale_factor = 0.816480; x = 1073; y = 373
p = 0.943400; confidence = 0.620000; image = 101; scale_factor = 0.816480; x = 1073; y = 389
p = 0.881200; confidence = 0.530000; image = 101; scale_factor = 0.979780; x = 1075; y = 372
p = 0.718000; confidence = 0.690000; image = 103; scale_factor = 0.680400; x = 1026; y = 417
p = 0.928600; confidence = 0.790000; image = 103; scale_factor = 0.816480; x = 1023; y = 420
p = 0.928600; confidence = 0.780000; image = 103; scale_factor = 0.816480; x = 1024; y = 415
p = 1.000000; confidence = 0.810000; image = 103; scale_factor = 0.816480; x = 1024; y = 422
p = 1.000000; confidence = 0.810000; image = 103; scale_factor = 0.816480; x = 1024; y = 420
p = 0.765800; confidence = 0.610000; image = 103; scale_factor = 0.979780; x = 1019; y = 412
p = 0.851000; confidence = 0.720000; image = 104; scale_factor = 1.175730; x = 778; y = 371
p = 0.851000; confidence = 0.740000; image = 104; scale_factor = 1.175730; x = 779; y = 373
p = 0.851000; confidence = 0.720000; image = 104; scale_factor = 1.175730; x = 781; y = 373
p = 0.928600; confidence = 0.710000; image = 105; scale_factor = 0.816480; x = 978; y = 436
p = 0.911300; confidence = 0.760000; image = 105; scale_factor = 0.979780; x = 973; y = 433
p = 1.000000; confidence = 0.810000; image = 105; scale_factor = 0.979780; x = 973; y = 440
p = 0.908200; confidence = 0.690000; image = 107; scale_factor = 0.816480; x = 929; y = 398
p = 0.885400; confidence = 0.720000; image = 107; scale_factor = 0.816480; x = 930; y = 401
p = 0.847800; confidence = 0.560000; image = 107; scale_factor = 0.816480; x = 928; y = 396
p = 0.960900; confidence = 0.740000; image = 107; scale_factor = 0.979780; x = 926; y = 395
p = 0.859100; confidence = 0.760000; image = 107; scale_factor = 0.979780; x = 929; y = 401
p = 0.851000; confidence = 0.740000; image = 112; scale_factor = 0.567000; x = 956; y = 411
p = 0.718000; confidence = 0.650000; image = 112; scale_factor = 0.680400; x = 963; y = 410
p = 0.718000; confidence = 0.630000; image = 112; scale_factor = 0.680400; x = 967; y = 411
p = 0.718000; confidence = 0.630000; image = 112; scale_factor = 0.680400; x = 966; y = 420
p = 0.710500; confidence = 0.710000; image = 114; scale_factor = 0.816480; x = 807; y = 471
p = 0.772200; confidence = 0.710000; image = 116; scale_factor = 0.567000; x = 842; y = 437
p = 0.772200; confidence = 0.760000; image = 116; scale_factor = 0.567000; x = 848; y = 436
p = 0.826100; confidence = 0.780000; image = 116; scale_factor = 0.680400; x = 848; y = 444
p = 1.000000; confidence = 0.800000; image = 116; scale_factor = 0.680400; x = 845; y = 441
p = 0.710700; confidence = 0.610000; image = 116; scale_factor = 0.816480; x = 843; y = 441
p = 0.763200; confidence = 0.520000; image = 117; scale_factor = 1.175730; x = 849; y = 354
p = 0.733500; confidence = 0.700000; image = 117; scale_factor = 1.410880; x = 846; y = 352
p = 0.733500; confidence = 0.620000; image = 117; scale_factor = 1.410880; x = 848; y = 350
p = 0.908200; confidence = 0.630000; image = 119; scale_factor = 0.816480; x = 951; y = 386
p = 0.960900; confidence = 0.720000; image = 119; scale_factor = 0.979780; x = 950; y = 390
p = 0.814800; confidence = 0.570000; image = 119; scale_factor = 0.979780; x = 946; y = 396
p = 0.960900; confidence = 0.710000; image = 119; scale_factor = 0.979780; x = 947; y = 388
p = 0.842100; confidence = 0.500000; image = 129; scale_factor = 0.816480; x = 553; y = 288
p = 0.967500; confidence = 0.720000; image = 129; scale_factor = 0.816480; x = 556; y = 296
p = 0.904400; confidence = 0.620000; image = 129; scale_factor = 0.816480; x = 557; y = 289
p = 0.904400; confidence = 0.620000; image = 129; scale_factor = 0.816480; x = 556; y = 294
p = 0.882000; confidence = 0.660000; image = 129; scale_factor = 0.979780; x = 554; y = 287
p = 1.000000; confidence = 0.810000; image = 129; scale_factor = 0.979780; x = 552; y = 291
p = 0.882000; confidence = 0.670000; image = 129; scale_factor = 0.979780; x = 552; y = 293
p = 0.755100; confidence = 0.530000; image = 129; scale_factor = 1.175730; x = 546; y = 294
p = 0.872300; confidence = 0.620000; image = 130; scale_factor = 0.567000; x = 490; y = 329
p = 0.872300; confidence = 0.610000; image = 130; scale_factor = 0.567000; x = 494; y = 326
p = 0.872300; confidence = 0.670000; image = 130; scale_factor = 0.567000; x = 492; y = 330
p = 0.967800; confidence = 0.730000; image = 130; scale_factor = 0.680400; x = 488; y = 327
p = 0.967800; confidence = 0.720000; image = 130; scale_factor = 0.680400; x = 488; y = 333
p = 0.967800; confidence = 0.780000; image = 130; scale_factor = 0.680400; x = 490; y = 335
p = 0.967800; confidence = 0.780000; image = 130; scale_factor = 0.680400; x = 492; y = 333
p = 0.980000; confidence = 0.710000; image = 130; scale_factor = 0.816480; x = 482; y = 325
p = 0.939600; confidence = 0.680000; image = 130; scale_factor = 0.816480; x = 493; y = 331
p = 0.946100; confidence = 0.510000; image = 130; scale_factor = 0.979780; x = 1067; y = 261
p = 0.873800; confidence = 0.500000; image = 130; scale_factor = 0.979780; x = 478; y = 324
p = 0.946100; confidence = 0.500000; image = 130; scale_factor = 0.979780; x = 1065; y = 267
p = 0.958000; confidence = 0.630000; image = 130; scale_factor = 1.175730; x = 1068; y = 260
p = 0.927800; confidence = 0.600000; image = 130; scale_factor = 1.175730; x = 1070; y = 265
p = 0.958000; confidence = 0.630000; image = 130; scale_factor = 1.175730; x = 1068; y = 260
p = 0.860800; confidence = 0.560000; image = 130; scale_factor = 1.410880; x = 1063; y = 262
p = 0.860800; confidence = 0.500000; image = 130; scale_factor = 1.410880; x = 1070; y = 274
p = 0.897600; confidence = 0.600000; image = 133; scale_factor = 0.816480; x = 526; y = 350
p = 0.897600; confidence = 0.590000; image = 133; scale_factor = 0.816480; x = 526; y = 355
p = 0.897600; confidence = 0.600000; image = 133; scale_factor = 0.816480; x = 524; y = 357
p = 0.912400; confidence = 0.500000; image = 133; scale_factor = 0.979780; x = 951; y = 265
p = 0.924800; confidence = 0.690000; image = 133; scale_factor = 0.979780; x = 525; y = 356
p = 0.974800; confidence = 0.710000; image = 133; scale_factor = 0.979780; x = 528; y = 351
p = 0.974800; confidence = 0.780000; image = 133; scale_factor = 0.979780; x = 525; y = 354
p = 0.986300; confidence = 0.720000; image = 133; scale_factor = 1.175730; x = 952; y = 263
p = 0.986300; confidence = 0.760000; image = 133; scale_factor = 1.175730; x = 952; y = 261
p = 0.835300; confidence = 0.560000; image = 133; scale_factor = 1.175730; x = 520; y = 363
p = 0.835300; confidence = 0.500000; image = 133; scale_factor = 1.175730; x = 525; y = 359
p = 0.835300; confidence = 0.500000; image = 133; scale_factor = 1.175730; x = 528; y = 363
p = 0.785900; confidence = 0.560000; image = 133; scale_factor = 1.410880; x = 947; y = 256
p = 0.943300; confidence = 0.720000; image = 134; scale_factor = 0.393750; x = 1137; y = 306
p = 0.841000; confidence = 0.680000; image = 134; scale_factor = 0.393750; x = 1140; y = 306
p = 0.943300; confidence = 0.720000; image = 134; scale_factor = 0.393750; x = 1134; y = 307
p = 0.943300; confidence = 0.720000; image = 134; scale_factor = 0.393750; x = 1135; y = 312
p = 0.902000; confidence = 0.680000; image = 134; scale_factor = 0.472500; x = 1126; y = 298
p = 0.966600; confidence = 0.730000; image = 134; scale_factor = 0.472500; x = 1132; y = 298
p = 0.902000; confidence = 0.690000; image = 134; scale_factor = 0.472500; x = 1141; y = 307
p = 0.867500; confidence = 0.500000; image = 134; scale_factor = 0.567000; x = 1122; y = 289
p = 0.920800; confidence = 0.660000; image = 140; scale_factor = 0.567000; x = 1195; y = 260
p = 0.901100; confidence = 0.520000; image = 140; scale_factor = 0.567000; x = 509; y = 255
p = 0.920800; confidence = 0.700000; image = 140; scale_factor = 0.567000; x = 1191; y = 260
p = 0.867500; confidence = 0.570000; image = 140; scale_factor = 0.567000; x = 1193; y = 264
p = 0.986200; confidence = 0.740000; image = 140; scale_factor = 0.680400; x = 513; y = 257
p = 0.986200; confidence = 0.790000; image = 140; scale_factor = 0.680400; x = 516; y = 261
p = 0.980800; confidence = 0.710000; image = 140; scale_factor = 0.680400; x = 1194; y = 255
p = 0.980800; confidence = 0.710000; image = 140; scale_factor = 0.680400; x = 1192; y = 264
p = 0.957700; confidence = 0.630000; image = 140; scale_factor = 0.680400; x = 504; y = 273
p = 0.942200; confidence = 0.690000; image = 140; scale_factor = 0.680400; x = 1188; y = 270
p = 0.991400; confidence = 0.710000; image = 140; scale_factor = 0.816480; x = 512; y = 259
p = 0.973600; confidence = 0.680000; image = 140; scale_factor = 0.816480; x = 513; y = 261
p = 0.937200; confidence = 0.600000; image = 140; scale_factor = 0.816480; x = 1192; y = 258
p = 0.973600; confidence = 0.670000; image = 140; scale_factor = 0.816480; x = 518; y = 257
p = 0.942500; confidence = 0.580000; image = 140; scale_factor = 0.979780; x = 519; y = 273
p = 0.862300; confidence = 0.580000; image = 141; scale_factor = 0.979780; x = 984; y = 229
p = 0.862300; confidence = 0.570000; image = 141; scale_factor = 0.979780; x = 987; y = 226
p = 0.862300; confidence = 0.530000; image = 141; scale_factor = 0.979780; x = 986; y = 227
p = 0.810700; confidence = 0.550000; image = 141; scale_factor = 1.175730; x = 456; y = 229
p = 0.821000; confidence = 0.580000; image = 141; scale_factor = 1.175730; x = 985; y = 226
p = 0.821000; confidence = 0.600000; image = 141; scale_factor = 1.175730; x = 985; y = 233
p = 0.810700; confidence = 0.540000; image = 141; scale_factor = 1.175730; x = 451; y = 231
p = 0.810700; confidence = 0.580000; image = 141; scale_factor = 1.175730; x = 452; y = 225
p = 0.821000; confidence = 0.570000; image = 141; scale_factor = 1.175730; x = 990; y = 227
p = 0.821000; confidence = 0.600000; image = 141; scale_factor = 1.175730; x = 987; y = 232
p = 0.823800; confidence = 0.580000; image = 142; scale_factor = 0.979780; x = 350; y = 219
p = 0.892500; confidence = 0.630000; image = 142; scale_factor = 0.979780; x = 353; y = 216
p = 0.862300; confidence = 0.590000; image = 142; scale_factor = 0.979780; x = 983; y = 225
p = 0.823800; confidence = 0.580000; image = 142; scale_factor = 0.979780; x = 350; y = 219
p = 0.823800; confidence = 0.560000; image = 142; scale_factor = 0.979780; x = 354; y = 225
p = 0.862300; confidence = 0.500000; image = 142; scale_factor = 0.979780; x = 975; y = 229
p = 0.774000; confidence = 0.550000; image = 142; scale_factor = 1.175730; x = 355; y = 214
p = 0.890600; confidence = 0.620000; image = 142; scale_factor = 1.175730; x = 983; y = 225
p = 0.821000; confidence = 0.600000; image = 142; scale_factor = 1.175730; x = 979; y = 224
p = 0.774000; confidence = 0.600000; image = 142; scale_factor = 1.175730; x = 348; y = 224
p = 0.821000; confidence = 0.510000; image = 142; scale_factor = 1.175730; x = 981; y = 225
p = 0.861100; confidence = 0.520000; image = 146; scale_factor = 0.567000; x = 253; y = 254
p = 0.861100; confidence = 0.510000; image = 146; scale_factor = 0.567000; x = 266; y = 257
p = 0.700200; confidence = 0.500000; image = 146; scale_factor = 0.567000; x = 1158; y = 239
p = 0.853100; confidence = 0.640000; image = 146; scale_factor = 0.680400; x = 1154; y = 236
p = 0.896800; confidence = 0.500000; image = 146; scale_factor = 0.680400; x = 254; y = 263
p = 0.942200; confidence = 0.620000; image = 146; scale_factor = 0.680400; x = 1160; y = 241
p = 0.942200; confidence = 0.610000; image = 146; scale_factor = 0.680400; x = 1164; y = 244
p = 0.939100; confidence = 0.680000; image = 146; scale_factor = 0.680400; x = 251; y = 305
p = 0.939100; confidence = 0.640000; image = 146; scale_factor = 0.680400; x = 254; y = 305
p = 0.901700; confidence = 0.560000; image = 146; scale_factor = 0.680400; x = 1158; y = 282
p = 0.961600; confidence = 0.630000; image = 146; scale_factor = 0.816480; x = 258; y = 302
p = 0.841800; confidence = 0.540000; image = 146; scale_factor = 0.816480; x = 1164; y = 238
